"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
360777																					18	41	433		81				87					0		206	0	0				
361055																					6897	1675	39365		2321				2742					0		17103	0	8627				
361167																					16904	45991	282787		53591	28481			32907					0		80259	9185	43950	Unsettled issuances of brokered CD's			
361279																					833	403	6155		990				841					0		1874	0	1214				
361354																					156	0	646		43				424					0		23	0	0				
361439																					819	6586	19556	290	660	18	181		1393			171		0		10098	0	0	Uncollected Late Charges	Pathway State Tax CR Investment		
362043																					64	510	995		30				391					0		0	0	0				
362155																					119	864	4312		196				567					0		2566	0	0				
362717																					5207	10421	49277	2395	3127				4051			732		0		20118	6353	0				
362856																					808	0	2806		200				808					0		990	0	0				
362940																					0	0	1257		24				350					0		883	0	0				
363442																					2	23	388		236				127					0		0	0	0				
363648																					460	495	2410		94				1361					0		0	0	0				
363657																					8565	0	18941		5660				1195					0		3521	0	0				
363778																					350	0	2837		295				220					0		1972	0	0				
364131																					156	0	6580		2149				1078					0		3197	0	0				
364270	77	323	205	3491	234	2625	593	1136		338			26		0		0	0	0		323																		Deferred Compensation	Deferred Principal & Interest		
364430																					818	0	2037		139				704					0		376	0	0				
364850																				0	496	417	1993	79	84	0	0	0	519	0	5	0	0	0	0	477	0	0				
365325																					240644	159448	1088225	48007	137550				82292					0		260618	112778	94895				
365745																					1049	3037	7380		171				1069					0		2054	0	0				
365848																					160	2201	3054		370				323					0		0	0	0				
365950																					92	29	554		143				290					0		0	0	0				
366078																					8381	1143	34589		6875				2302					0		13878	0	2010				
366238																					1150	19798	52897	2243	4850				5757		68	29		0		13711	0	7631				
366247																				0	220	458	1999	0	0	0	0	0	1321	0	0	0	0	0	0	0	0	0				
366359																					26	0	533		175				332					0		0	0	0				
366658																					711	1290	2655		250				404					0		0	0	0				
366854																					283	325	1429	251	533				288			264		0		0	0	0				
367150																					430	0	1565		533				602					0		0	0	0				
367178																					1100	117	6908		758				293					0		3797	0	843				
367431																					250	922	5665		312				688					0		3493	0	0				
367543																					662	3811	18366		810				2196					0		2376	0	8511				
368054																					793	0	7776		6196				787					0		0	0	0				
368344																				0	817	758	8522	69	119	0	0	0	1523	0	0	0	0	0	0	5305	0	0				
368522																					252	476	5685		2066				544					0		2346	0	0				
368933																					174	0	1968		199				1595					0		0	0	0				
368951																					365	402	2553		451				1335					0		0	0	0				
369453																					808	174	6285		105				1079					0		4119	0	0				
369659																					2128	0	30290		3004				3448					0		21710	0	0				
370020																					3003	3148	21846		1474				2165					0		9737	0	2319				
370347																					467	0	1869		117				1285					0		0	0	0				
370721																					2377	1079	12458		2345	1456	499	303	1813					0		2873	0	1971	PREPAID PENSION	MORTGAGE SERVICING RIGHTS	FHLB LENDER RISK ACCOUNT	
370833																					144	220	1715		157				944					0		250	0	0				
370954																					184	0	1869		92				344					0		1249	0	0				
371223																					2845	388	10775		6494				1048					0		0	0	0				
371232																					406	2679	9522		266				795					0		4719	0	657				
371362																					2357	0	17599		1071				3783					0		7075	0	3313				
371559																					337	0	1222		90				795					0		0	0	0				
371755																				0	271	0	1121	74	74	0	0	0	776	0	0	0	0	0	0	0	0	0				
371849																					0	0	2038		74				588					0		885	0	491				
371924																					2784	8987	44936		4005				3409					0		19447	0	6304				
371942																					398	989	4743		68				882					0		2406	0	0				
372444																					358	1592	2986		257				779					0		0	0	0				
372538																					2031	839	21092		690				3365					0		8018	0	6149				
372640																					984	0	6701		276				1234					0		3642	0	565				
372855																				0	738	0	4234	110	121	0	0	0	550	0	0	0	0	0	0	2825	0	0				
373272																					250	118	1153		686				99					0		0	0	0				
373553																					151	0	1514		17				271					0		1075	0	0				
373601																					0	0	13712		5839	3792			6014					0		1859	0	0	Accrued Income Taxes			
374130																					215	2058	6374		195				721					0		2105	0	1080				
374653																					12207	4164	97362	2970	9707				8525			3492		0		56924	0	5835				
374774																					893	0	6439		920				516					0		4110	0	0				
375043																				0	5611	0	51398	1298	1830	0	0	0	11199	0	0	0	0	0	0	32758	0	0				
375379																					166	826	1402		287				123					0		0	0	0				
375502																					3628	18528	92333		20857				5973					0		43347	0	0				
375566																					3862	0	21698		1780				3301					0		12755	0	0				
375650																					57	0	1722		364				63					0		1238	0	0				
376237																					131	33	2433		136				429					0		1704	0	0				
376273																					7915	6344	29924	1734	3183				5353					0		7129	0	0				
376442																				0	2412	6690	20194	545	545	0	0	0	4610	0	0	0	0	0	0	5937	0	0				
376947																					218	311	3333		500				2106					0		198	0	0				
377663																				0	609	0	4463	191	191	0	0	0	962	0	0	0	0	0	0	2701	0	0				
377850																					310	0	2167		365				217					0		1275	0	0				
378044																					0	0	148		49				99					0		0	0	0				
378110																					205	523	1233		276				229					0		0	0	0				
379050																					111	0	1000		26				313					0		550	0	0				
379153																					162	0	2049		266				526					0		776	0	319				
379470																					765	1460	6205		274				415					0		2068	1223	0				
379649																				43	521	1745	17905	199	242	0	0	0	792	0	0	0	0	0	0	11086	0	3519				
379920																					260494	148353	1454903	103229	312482	86001			100739					0		323948	144323	164564	CRA LIHTC Partnerships			
380346																					166	455	4015		244				1064					0		0	2086	0				
380458																					9350	28478	67401		7894				9532					0		10552	0	1595				
380533																					279	455	3024		215				2075					0		0	0	0				
380878																					669	667	6893		113				304					0		5140	0	0				
380944																					100	410	4071		806				252					0		2503	0	0				
381026																					229	1241	4191	94	150				562			51		0		1613	0	396				
381343																					1277	2261	32510	1184	4454	2558			2896					0		21622	0	0	Lease Right of Use Asset			
381932																					178	1783	12890		1836				763					0		8330	0	0				
381950																					426	7512	19574		2063				2232					0		7341	0	0				
382050																					865	4964	18820		2535				1454					0		9002	0	0				
382069																					190	5982	15284		940				1013					0		1142	0	6017				
382256																					358	302	1002		32				310					0		0	0	0				
382274																					0	0	37		37				0					0		0	0	0				
382443																					306	172	5550		147				1574					0		3351	0	0				
382537																					113	1786	3394		530				965					0		0	0	0				
382649																					2072	10512	28839		1035				3276					0		11944	0	0				
382658																					337	0	4459		941				3181					0		0	0	0				
382742																					816	699	2164		389				260					0		0	0	0				
382854																				71	204	1081	4619	189	345				635		4	52		0		2354	0	0				
384018																					4180	12008	59960		8768				10488					0		24516	0	0				
384278																					13174	0	184182	2908	120107				14907	17518		14129	1203	0		14529	10246	11219				
384353																					15	15	456		11				106					0		309	0	0				
384652																					4508	7827	40709		2158				1980					0		24236	0	0				
384830																					301	1213	3045		513				377					0		641	0	0				
385350																					372	0	4195		280				613					0		2930	0	0				
385471																					6520	1235	23576		456				5694					0		7638	0	2033				
385547																					721	756	8329		62				717					0		5521	0	552				
385686																					295	3161	16182		274				761					0		10511	1180	0				
386432																					0	720	2449		1313				416					0		0	0	0				
386450																					5122	383	23086	19	1774	1510	74		3157					0		12650	0	0	Midwest Housing	Fiserv Reserve Account		
386731																					1947	2054	12279		363				2189					0		5726	0	0				
386825																					339	1786	3988		114				432					0		1317	0	0				
387055																					171	1059	5628		237				927					0		3234	0	0				
387671																					2472	2370	21269		1767				1686					0		12974	0	0				
388155																					488	2455	4925		690				1027					0		265	0	0				
388258																					262	626	1151		23				240					0		0	0	0				
388557																					706	0	4104		587				2811					0		0	0	0				
388744																					471	1328	9579		427				224					0		7129	0	0				
388753																					50	39	535		45				401					0		0	0	0				
388874																					139	127	1269		253				290					0		460	0	0				
389358																					0	0	2808		186				2622					0		0	0	0				
389376																					157	451	3736		138				203					0		2787	0	0				
389826																					58	424	1476		71				150					0		383	0	390				
390372																					436	3851	5947		568				1092					0		0	0	0				
390840																					484	1629	8971		552				1295					0		2985	0	2026				
391418																					863	4207	12149		5553				1526					0		0	0	0				
391557																					83	165	1547		38				224					0		1037	0	0				
391575		19956	0	163192		116430		53630		12963	43903				0		12965	0	878		19956																			Development & Construction Mgmt Fee Receivable		
391959																				0	589	0	1935	165	165	0	0	0	1181	0	0	0	0	0	0	0	0	0				
391977																					2170	24379	60263		2143				3817					0		24560	0	3194				
392152																					393	0	774		64				317					0		0	0	0				
392255																					361	0	1727		100				644					0		622	0	0				
392778																					636	19478	40772		2497				1652					0		15442	0	1067				
393252																					96	0	1563		1				1466					0		0	0	0				
393355																				0	269	0	1174	239	383	115	0	0	522	0	0	0	0	0	0	0	0	0	INTEREST PURCHASED ON SECURITIES			
393953																					389	10951	16305		2367				2598					0		0	0	0				
394156																					1149	0	6385		1299				1109					0		2828	0	0				
394259																				22	2483	1427	13440	165	1490	22	402		5055	871	8			0		2985	0	0	Promontory Rate Bridge	Promontory Receprical in Process		
395238																					300979	631380	2891754		697319	407315			185876					0		883750	0	192450	Investments in Tax Credit Partnerships			
396057																					127	1049	1724		81				467					0		0	0	0				
396244																					1976	4454	19705		80				1616					0		6353	0	5226				
396253																					8247	1189	26683		1894				2400					0		12953	0	0				
396954																					522	0	8697		234				1477					0		6464	0	0				
397456																				0	500	0	1189	96	280	0	0	0	409	0	145	0	0	0	0	0	0	0				
397531																					2036	5249	33224		14217				1790					0		9932	0	0				
397540																				0	5862	5339	80716	0	25755	7000	0	0	6851	8410	0	0	0	0	0	21989	0	14920	CETERA FIXED ASSETS			
397559																					2633	0	5054		363				2058					0		0	0	0				
397755																					9705	760	28462		3284				3107					0		11606	0	0				
397858																					0	1098	1470		63				309					0		0	0	0				
398051																				0	659	378	4813	214	220	6	0	0	805	0	0	0	0	0	0	2751	0	0	Shazam Settlement			
398248																					2039	906	12167	8250	8262				960					0		0	0	0				
398668	0	9783	0	116850	0	106667	0	0	0	400	0	0	103838	0	0	0	0	0	0																							
398837																					2036	1145	10981		372				998					0		6430	0	0				
399357																					114	129	1329		90				996					0		0	0	0				
399517																					3252	25896	184528		35547		13555		17859					0		91330	219	10425		Investment in SBICs		
399731																					0	957	3035	123	1518	250			560					0		0	0	0	Stock purchased from FNBB			
399973																					803	1691	3305		99				712					0		0	0	0				
400057																					332	0	5653		353				1403					0		3565	0	0				
400141																					1465	6138	11078		1122				2353					0		0	0	0				
400365																					1288	0	11956		612				1207					0		8330	519	0				
400767																					60	2436	7195		627				801					0		3271	0	0				
401072																					427	1560	5464		91				251					0		2900	0	235				
401559																					233	42	3922		457				577					0		2613	0	0				
401755																					309	0	4675		259				1454					0		2653	0	0				
401906																					679	7161	27317		2326				1306					0		15845	0	0				
401951																					328	205	1978		621				257					0		567	0	0				
402846																					0	0	1804		179				1123					0		502	0	0				
402873																					312	398	969		121				138					0		0	0	0				
403067																					1291	0	6659		751				404					0		4213	0	0				
403151																					13350	0	43179	3153	11258				17708					0		863	0	0				
403179																					12461	12682	91437		19751				6540					0		40003	0	0				
403254																					418	0	2129		359				30					0		1322	0	0				
403656																					217	0	1909		993				699					0		0	0	0				
403870																					3340	11526	32336		671				2329					0		14470	0	0				
403946																					3994	7020	23971		4173				3156					0		5628	0	0				
404653																					1840	188	4685		699				1132					0		388	0	438				
404943																					283	1771	2864		99				711					0		0	0	0				
406022																					257	6071	14964		820				1000					0		6816	0	0				
406059																					1076	1034	3544		466				968					0		0	0	0				
406666																					344	0	3634		102				1136					0		2052	0	0				
406974																					387	0	9284		360				1057					0		7480	0	0				
407168																					1052	0	3068		777				1092					0		147	0	0				
407506																					5197	12602	84025		34651				16313					0		15262	0	0				
407645																					365	0	4238		709				3164					0		0	0	0				
407850																					145	0	422		22				255					0		0	0	0				
408307																				0	960	6133	22522	265	975	280	400	0	1383	0	0	0	0	0	0	13071	0	0	Loan Operations Receivables	FiServ EFT Deposit		
408642																					10517	7106	63121		10533				4289					0		28474	0	2202				
408875																					2825	6218	19362		8200				2119					0		0	0	0				
409265																					67	0	421		99				255					0		0	0	0				
410159																					0	83	308		58				167					0		0	0	0				
410560																					1914	0	3977		109				1731					0		223	0	0				
410748																					631	0	2952		28				888					0		1405	0	0				
410917																					1122	0	4126		987				2017					0		0	0	0				
410944																					73	124	834		162				475					0		0	0	0				
411062																					281	0	1332		133				918					0		0	0	0				
411174																					598	0	974		254				122					0		0	0	0				
411231																					57	1241	1840		115				427					0		0	0	0				
411240																					150	0	853		438				265					0		0	0	0				
411512																					1795	4944	19778	1229	4589				3981			1050		0		2316	0	2153				
411549																					113	0	747		18				616					0		0	0	0				
411576																				0	200	77	2473	0	388	0	0	0	138	0	0	0	0	0	0	1670	0	0				
411624																					687	0	3568		698	274			2183					0		0	0	0	Auto Pays - Serviced Loans			
411651																					310	588	3930		381				2651					0		0	0	0				
412153																					646	0	4023		448				2929					0		0	0	0				
412452																					0	0	1186		0				599					0		587	0	0				
412555																					2124	2708	9916		157				2408					0		2519	0	0				
412667																					309	0	7962		181				2564					0		4908	0	0				
412751																					85350	0	397799		122850				31426			88985		0		150440	0	7733				
412845																					497	3946	8083		469				3171					0		0	0	0				
412872																					360	2158	5627		637				441					0		0	0	2031				
413141																					54492	12220	95046	7528	8504				19830					0		0	0	0				
413208	0	782314	1681350	6168263	0	3143450	1096513	0	0	354035	0	0	0	0	0	0	4250	202864	0		782314																		Miscellaneous Assets			
413347																					80	0	1099		720				299					0		0	0	0				
413543																					312	290	2304		144				1558					0		0	0	0				
413646																					5334	1755	24965		2219				2900					0		11331	0	1426				
413673																					1013	2542	4778		358				303					0		562	0	0				
413758																					346	0	2465		101				2018					0		0	0	0				
414102																					470	577	13141		802				1320					0		7239	0	2733				
414652																					1417	1656	8412		534				1478					0		3327	0	0				
414764																					2841	0	9649		1419				2416					2		2971	0	0				
414858																					1386	1854	7424		158				1070					0		2956	0	0				
416245																					125679	123811	530218		64000				37196	42228		12186		0		145533	13233	20766				
416272																					227	1198	4498		140				402					0		2531	0	0				
416339																					136	0	2886		113				1090					0		1547	0	0				
416357																					0	0	1196		114				1082					0		0	0	0				
416656																					1866	0	13991		747				2928					0		8450	0	0				
416674																					299	4418	10518		1433				1720					0		2648	0	0				
417626																					39	4552	6501		395				1191					0		324	0	0				
417710																					353	360	1019		43				263					0		0	0	0				
418100																					342	2284	4537		833				1078					0		0	0	0				
418249																					2994	14005	59089		1012				7238					0		33840	0	0				
418436																					0	0	134		23				111					0		0	0	0				
418856																					104	883	1227		53				187					0		0	0	0				
419406																					45761	71684	335025		82891				13420	26851				0		91294	0	29975		Right To Use Asset		
419460																					1190	499	6305		1051				583					0		1711	0	1271				
419675																					9902	16441	38119		4479				3959					0		3338	0	0				
419947																					0	0	310		33				277					0		0	0	0				
420578																					1799	1767	18137		518				534					0		13519	0	0				
420644																					1514	924	10609		337				1389					0		6445	0	0				
420653																				0	4347	98	8505	95	126	0	0	0	1369	0	0	0	0	0	0	2565	0	0				
420877																					421	2148	3552		343				640					0		0	0	0				
421445																					323	0	2025		298				1404					0		0	0	0				
421539																					352	2301	6994		257				690					0		3394	0	0				
422059																				0	176	0	649	124	189	0	0	0	284	0	0	0	0	0	0	0	0	0				
422116																					320	234	3520		32				320					0		1734	0	880				
422433																				0	4876	7377	61105	3605	31109	23551	0	0	12067	0	0	0	0	0	0	3539	0	2137	OTHER RECEIVABLES			
422657																					384	0	2187		891				912					0		0	0	0				
423159																					442	998	2900		902				558					0		0	0	0				
423449																					2828	8498	37953		4971				3013					0		18643	0	0				
423636																					301	213	3676		303				312					0		2547	0	0				
423739																					4994	3846	34580		6555				4940					0		14245	0	0				
424156																					1011	341	5403		365				1647					0		2039	0	0				
424240																					657	0	3412		313				2442					0		0	0	0				
424352																					798	0	7059		678				1202					0		4381	0	0				
424437																				0	0	0	197	18	18	0	0	0	179	0	0	0	0	0	0	0	0	0				
424633																					170	873	6045		126				1203					0		3673	0	0				
425050																					0	461	1009		247				301					0		0	0	0				
425108																					1498	2978	14212		4578				1441					0		3717	0	0				
425818																					947	90	10609		1061				1177					0		7334	0	0				
425845																					453	0	5360		619				4288					0		0	0	0				
425911																					5897	16534	69317		4485				6406					0		35995	0	0				
426057																					109	0	420		85				226					0		0	0	0				
426141																					30	270	635		20				315					0		0	0	0				
426534																				0	5780	35067	77490	0	12304	0	0	0	16824	7431	0	0	0	0	0	5476	0	2039				
426758																					618	1064	5122		306				684					0		1080	0	1370				
426945																					375	691	1909		115				728					0		0	0	0				
427241																					1821	6005	18021		662				2159					0		7374	0	0				
427353																					689	947	12917		1411				2503					0		7367	0	0				
427858																					284	952	2240		763				241					0		0	0	0				
427960																					0	0	481		77				404					0		0	0	0				
428060																					2301	0	5459		469				2689					0		0	0	0				
428462																					823	1233	12084		1444				2135					0		4852	0	1597				
428547																					11735	4080	62821		30193	11238	13393		7772					0		9041	0	0	Operating Lease Equipment	Receivable from Affiliates		
428855																					283	3032	4732		620				797					0		0	0	0				
429021																					379	10705	29276		1289				1769					0		13649	0	1485				
429487																					2897	421	30742		3475				2809					0		15352	0	5788				
430036																					992	770	12407	275	999				1357		415			0		8289	0	0				
430054																					151	0	2897		189				505					0		2052	0	0				
430344																					1510	0	7400		206				2217					0		3467	0	0				
431172																				0	172603	190150	1020226	0	133980	76201	0	0	66192	0	0	0	0	0	0	437554	5223	14524	Low income housing tax credit fund			
431323																					309	1353	5715		174				488					0		3391	0	0				
431350																					340	391	2408		70				573					0		1034	0	0				
432058																				0	163	314	1699	171	188	5	0	0	469	0	12	0	0	0	0	565	0	0	Building Escrow			
432432																					393	0	9213		1377				1371					0		2403	2347	1322				
433505																					3585	3472	47208	22444	23456				4229			151		0		12466	0	0				
433550																					370	5148	12613		378				1916					0		0	0	4801				
433608																				0	9156	89275	236578	15586	30542	0	0	0	22076	0	0	0	0	0	0	68069	17460	0				
433859																					0	0	4177		0				701					0		3476	0	0				
433943																					1652	8838	34616		12469				3543					0		8114	0	0				
434203																					615	5638	25555	1136	3459	1227			1367					0		14295	0	181	Deferred accrued interest receivable			
434539																					259	4507	12293		569				1272					0		5686	0	0				
435059																					1017	0	6324		747				787					0		3773	0	0				
435077																				0	42631	81534	504047	0	264246	204371	0	0	17964	0	0	0	0	0	0	87218	0	10454	Rental Income			
435255																					1417	0	6485		887				4181					0		0	0	0				
435666																					115	22	2595		117				311					0		2030	0	0				
435750																				0	6557	21006	52945	4205	6594	0	0	0	4086	0	0	0	0	0	0	14702	0	0				
436159																					68587	45961	398769		170216	17100			39029	52792				0		63152	3007	8817	Cash pledged as collateral on derivatives			
436542																					1070	173	7812		95				2540					0		3934	0	0				
436739																					750	0	6405		1938				636					0		1541	0	1540				
436953																					4382	2409	25105		3660				1926					0		12728	0	0				
437044																					100	1714	2403		31				558					0		0	0	0				
437914																					25073	263133	755537		302877				63393	163231				0		76375	18345	6341				
439132																				0	215	4570	14975	707	707	0	0	0	1476	0	0	0	0	0	0	5369	0	2638				
439338																				23	3982	17312	78234	2752	3400				13600					0		28928	0	11012				
439356																					954	4047	31296		3008				8118					0		15169	0	0				
439404																					9001	11403	59915		5478				8176					0		25857	0	0		0		
439730																					305	802	2627		306				1214					0		0	0	0				
440857																					320	0	555		151				84					0		0	0	0				
440978																					65	360	2206		99				86					0		0	1596	0				
441050																					7	0	1410		146				1257					0		0	0	0				
441078																					428	4251	11532		52				773					0		4727	1301	0				
441135																					80	0	326		29				217					0		0	0	0				
441256																				0	11037	14379	94093	1944	9585	0	0	0	13582	0	0	0	0	218	0	44190	0	1102				
441359																					1590	9237	22215		843				2890					0		7655	0	0				
441470																					14	0	138		50				74					0		0	0	0				
441630																					74	0	975		99				802					0		0	0	0				
442011																					1711	205	24197		13632				1211					0		7438	0	0				
442057																					270	0	1228		144				814					0		0	0	0				
442244																					1351	4700	18180		155				3430					0		8544	0	0				
442655																					239	0	588		80				269					0		0	0	0				
443148																					3306	0	13217		1198				2181					0		5829	0	703				
443205																					3682	40141	209006		86245				7418					0		58606	0	12914				
443353																					577	0	10986		927				2469					0		5813	0	1200				
443625																					370	908	6351		78				614					0		4381	0	0				
443634																					271	0	5388		203				1179					0		3735	0	0				
444350																					0	1492	11775		477				2974					0		6832	0	0				
444556																					1501	0	22382		3472				6476					0		10933	0	0				
444677																					22	0	999		99				25					0		93	0	760				
445674																					131	721	2511		453				263					0		943	0	0				
445955																					859	0	13979		1968				2476					0		8676	0	0				
446130																					654	8109	14463		183				1285					0		3225	115	892				
446149																					487	0	4109		1366				851					0		1405	0	0				
446176																					822	1950	3625	178	389		211		464					0		0	0	0	0	LRA Receivable		
446877																					1068	1635	6279		2384				1192					0		0	0	0				
447070																					1166	4546	19989		413				1033					0		12831	0	0				
447100																					6726	11796	64204	1335	11156				3421	5222				0		31105	0	0	Loans in Process			
447557																					2177	0	5864		1941				1746					0		0	0	0				
448040																					3093	2816	23938		4561				3002					0		10466	0	0				
448554																					1412	3030	16177		794				1650					0		7922	0	1369				
449038		323	0	332		9				0					0		0	0	0																							
449430																					359	227	6860		365				556					0		5353	0	0				
449832																				0	161	1533	11195	153	653	354	0	0	1030	0	0	0	0	0	0	7818	0	0	CARES Act Payroll Tax Credit Receivable			
449935																					0	458	8942		8354				130					0		0	0	0				
450632																					1667	2407	10376		1275				889					0		4138	0	0				
450669																					607	0	3856		108				848					0		2293	0	0				
450753																				0	3961	0	22747	151	192	0	0	0	3707	0	7	13	0	0	0	11974	0	2913				
450856																					38423	6174	265962		192245	71873			29120	75064				0		0	0	0	TRUST RECEIVABLE			
450959																					5053	0	27034		710				2237					0		17167	0	1867				
451068																					934	0	5658		2310				2414					0		0	0	0				
451246																					663	0	6502		811				731					0		4297	0	0				
451273																					3542	0	11104		6458				1104			360		0		0	0	0				
451965	0	4265000	284000	53918000	0	25208000	0	0	0	4728000	0	0	7855000	0	0	0	5551000	13230000	652000		4265000																					
452159																					466	1147	3531		1059				859					0		0	0	0				
452739																					74	0	4331		317				602					0		3338	0	0				
452841																					595	2357	7151		1736				1170					0		1293	0	0				
453147																					258	0	656		56				342					0		0	0	0				
453446																					2501	7928	20461		773				1457					0		6654	0	1148				
453839																					171	0	736		120				445					0		0	0	0				
454546																					1489	0	5582		1435				1422					0		1236	0	0				
454658																					379	7459	16509		728				1360					0		6583	0	0				
454676																					7490	4539	41871		3952				7011					0		0	18879	0				
454975																					1187	390	6764		0				430					0		4757	0	0				
455150																					759	0	9215		280	188			1367					0		3097	3712	0	EFT Deposit			
455253																				0	417	1992	4134	408	427	0	0	0	1298	0	0	0	0	0	0	0	0	0				
455459																					119	0	2633		82				564					0		1868	0	0				
455552																					3450	13464	67640		23959				7998					0		9397	0	9372				
455945																					805	0	2060		127				1128					0		0	0	0				
455972																				0	3399	8283	29933	0	9704	0	0	0	8547	5481	507	0	0	0	0	0	0	0				
456045																				0	193636	219040	767523	25955	53832	0	0	0	88647	0	1139	2614	0	0	0	175485	855	36028				
456054																					396	0	5842		234				1762					0		3450	0	0				
456250																					663	0	2539		25				655					0		1196	0	0				
456344																					26	140	354		0				188					0		0	0	0				
456755																					877	0	10436	436	921				1885					0		6753	0	0	1040			
457060																					873	676	3329		1216				564					0		0	0	0				
457220																					545	0	2907		151				2211					0		0	0	0				
457426																					226	0	3696		537				2933					0		0	0	0				
457752																					1158	0	3593		505				1532					0		398	0	0				
458142																					347	1761	8717		464				2044					0		4101	0	0				
458544																					1549	1824	16902		290				2864					0		10375	0	0				
458665																					321	2734	7007		393				1479					0		2080	0	0				
458946																					282	0	3465		73				597					0		2513	0	0				
459130																					1092	4459	22733		16105				1077					0		0	0	0				
459354																					2694	0	17095		4587				2232					0		7582	0	0				
459372																					162	2433	28583		11796				1055					0		10474	0	2663				
459644																					105	0	3772		95				576					0		2089	0	907				
459671																					7630	12094	57171	1666	2746	1080			7241					0		27460	0	0	Boli death benefit receivable			
460033																					2291	41825	144282	3450	30451	1204			12719					0		56996	0	0	Loan Late Charges Receivable			
460275																					414	275	873		41				143					0		0	0	0				
460332																					0	0	1306		227				1079					0		0	0	0				
460350																				0	595	0	2824	71	256	0	0	0	460	0	185	0	0	0	0	1513	0	0				
460556																					71	0	513		140				302					0		0	0	0				
460770																					696	264	1439		92				387					0		0	0	0				
461058																					345	0	5224		762				663					0		2519	0	935				
463203																					2824	2922	11373		1209				1110					0		3308	0	0				
463342																					3750	10834	47734	270	607				4650					0		21637	6256	0				
463605																					224	2134	11554		1156				1124					0		6916	0	0				
463650																					7198	2718	26566		3520				11328					0		1802	0	0				
463735																					75091	187796	1608419		507711	235799			112001					0		550073	140914	34833	Funded Pension Assets			
464255																					158	107	3765		160				1559					0		1781	0	0				
464853																					117	0	952		28				200					0		607	0	0				
465038																					2278	1800	5373		410				885					0		0	0	0				
465243																					1133	0	2705		459				957					0		156	0	0				
465524																					129	39	1121		202				751					0		0	0	0				
465618																					691	8549	39906		1269				3622					0		20119	0	5656				
465672																					417	1480	8277		619				436					0		5325	0	0				
466044																				0	343	3010	5909	0	71	0	0	0	2485	0	0	0	0	0	0	0	0	0				
466240																					2395	0	44246		17583				3387					0		16288	1161	3432				
466754																					2280	3457	17344		2488				2873					0		3110	0	3136				
466932																					569	881	6303		277				543					0		2997	0	1036				
467144																					299	803	2000		17				168					0		713	0	0				
467470																					911	1611	3261		171				568					0		0	0	0				
467658																					1388	4051	47985		14982				4447					0		11425	0	11692				
467733																					286	750	16466		726				764					0		11708	0	2232				
468673																					1803	581	9121		526				661					0		5550	0	0				
468806																					6710	8660	46804		8893				4510					0		10035	0	7996				
469250																					95	22	206		5				84					0		0	0	0				
469559																					1100	0	5149		482				3567					0		0	0	0				
469737																					295	0	2437		235				1091					0		816	0	0				
470032																					346	657	6880		625				704					0		2071	0	2477				
470050																				0	53620	166149	324773	8922	22819	0	0	0	49154	0	0	0	0	0	0	33031	0	0				
470434																					0	122	218		34				62					0		0	0	0				
470452																				35	1438	1243	60843	1750	46692	454	3054		9639		699	2980		0		1831	0	0	Unposted Debits	Clearing Fund Deposit		
471057																					133	843	2047		8				402					0		661	0	0				
472018																					294	2472	3641		562				313					0		0	0	0				
472045																					64	0	487		0				423					0		0	0	0				
472148																					43	0	1471		54				247					0		1127	0	0				
472250																				0	0	0	129	0	19	0	0	0	110	0	0	0	0	0	0	0	0	0				
472531																					0	33	1050		624				393					0		0	0	0				
472616																					1270	2446	21810		15047	7349	5574		1711					0		1336	0	0	Pension Plan Funded Status	Deferred Comp		
472643																					234	0	871		171				466					0		0	0	0				
472951																					119	36	801		96				550					0		0	0	0				
472979																					354	4578	18036		0				1603					0		11501	0	0				
473042																					3361	11647	26222		3449				5406					0		1193	0	1166				
473257																					221	3394	4346		253				478					0		0	0	0				
473266																					17797	0	50211		5548				8756					0		18110	0	0				
473501																				0	7264	119070	449820	12722	44990	22863	0	0	40444	0	0	0	0	0	0	198749	11577	27726	Federal Tax Expense Credit Accrual			
473930																					1024	3447	7437		1121				1845					0		0	0	0				
474058																					1310	0	10654		731				1097					0		5104	0	2412				
474245																					0	0	601		208				393					0		0	0	0				
474254																					15785	0	195470		44957				19328	14412				0		66557	0	48843				
474357																					614	517	5402		777				697					0		2797	0	0				
474450																					1076	344	4656		145				3091					0		0	0	0				
474544																					99	0	1796		65				602					0		603	427	0				
474656																					81	25	1697		171				190					0		1230	0	0				
474759																					35396	41829	278325		98679				24959	48371				0		77462	0	0				
474919																					73039	186537	913640	52093	183223	46272			69500					0		399784	0	1557	Net Mkt Consol Asset			
475345																					919	3056	13024		170				905					0		4767	0	3207				
475354																					1776	0	17491		1746				2367					0		9299	0	2303				
475653																					1625	2952	9659		1038				2208					0		478	0	1358				
475756																					307	55	2263		401				1500					0		0	0	0				
476342																					164	0	438		110				164					0		0	0	0				
476445																					578	663	3019		505				1273					0		0	0	0				
476472																					618	1060	3769		1101				118					0		872	0	0				
