"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	
370721																																																																																																					0	0	0							0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	25	0	0	0						623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
370833																																																																																																					0	0	0							478	81	0				1	0	12	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		458	8	80	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
370954																																																																																																					0	0	0							409	713	1445				0	68	0	0	0	0	0	0	0	0	0	0				0	0	0	2	31	0	0	0	0	0	0	0	0	0	0		223	22	640	255	0	0								0	0	0	1091	164	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	71	0	0																
371223																																																																																																					0	0	0							555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	555				0	0	555	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
371232																																																																																																					0	0	0							3479	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	3479				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
371362																																																																																																					0	0	0							6536	2675	1852	0	513	0	81	37	0	0	0	0	0	0	0	0	0	0				0	0	0	513	0	0	0	0	0	0	0	0	0	0	0		381	0	578	99	0	0								278	0	0	532	0	0	0	1115	0	1184	0	6054				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															45	0	44	65	0	57																
371559																																																																																																					0	0	0							0	700	1469	0	0	0	97	1015	0	0	276	0	0	0	0	0	0	0				0	0	0	61	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	542	0	178	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
371755																																																																																																					0	0	0							226	711	394				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	379	57	0	0	0	0						0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				329	0	30	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0				
371849																																																																																																					0	0	0							760	198	54	0	0	0	29	10	19	0	0	93	0	0	0	0	0	0				0	0	0	11	0	180	0	0	0	0	0	0	0	0	0		377	0	134	43	0	0								0	0	0	0	0	0	0	0	0	0	43	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	21	24	1	27																
371924																																																																																																					0	0	0							3287	4621	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0				13	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1727	0	3607	0	23	0								0	0	0	0	0	0	250	0	0	0	3	1131				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															711	0	5	17	0	79																
371942																																																																																																					0	0	0							0	159	8	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	64	8	1	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															25	0	0	6	0	0																
372444																																																																																																					0	0	0							1398	150	28	0	0	0	7	0	330	0	0	0	0	0	0	0	0	0				12	0	0	0	0	0	0	0	0	0	0	0	0	0	0		341	0	102	28	0	0								0	0	0	0	0	0	0	0	0	0	598	129				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															7	0	0	22	0	0																
372538																																																																																																					0	0	0							7891	1230	159	0	0	0	117	0	775	0	0	1270	0	0	932	0	0	0				0	0	0	0	0	0	0	0	0	39	1	0	0	0	0		4284	0	697	52	0	0								0	192	0	0	0	212	0	0	0	0	169	63				0	0	553	0	0	0	0	0	0	0	0	0		0	0																															74	0	56	111	106	130																
372640																																																																																																					0	0	0							0	351	189				6	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	332	189	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															13	0	0	0	0	0																
372855																																																																																																					0	0	0							0	246	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
373272																																																																																																					0	0	0							56	874	0				0	0	0	0	0	0	0	0	0	0	0	0				67	0	0	0	0	0	0	0	0	0	0	0	0	0	0		56	0	802	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															5	0	0	0	0	0																
373553																																																																																																					0	0	0							0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	953	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
373601																																																																																																					0	0	0	0	0	0	0	0	0	767	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	1053	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	736	287	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
374130																																																																																																					0	0	0							727	1233	134				6	0	292	0	0	435	0	0	0	0	0	0				135	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	40	134	0	0								0	0	0	0	0	0	299	743	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	0	9	0	0																
374653																																																																																																					0	0	0	0	0	0	0	0	0	754	5115	1156	0	200	0	157	41	0	0	0	0	0	0	0	0	0	0	0	0	0	177	59	0	200	0	0	0	0	0	0	0	0	0	0	0	0	385	7	9	0	120	0	0	0			0	0	0	0	0	0	0	0	0	0	53	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	184	39	3621	872	282	0	0	0	0	0	0	0	0	0	0	0	0				
374774																																																																																																					0	0	0							410	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	363	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
375043																																																																																																					0	0	0	0	0	0	0	0	0	13281	655	0	26	0	0	0	0	2572	143	0	993	0	0	962	0	0	0	0	0	0	144	0	25	13	0	26	0	0	0	0	0	0	0	0	0	0	639	18	223	0	0	0	0	0			0	0	0	118	0	0	0	0	0	0	0	0	0	2083	5943	0	0	0	0	0	0	0	0	1096	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0				
375379																																																																																																					0	0	0							712	112	0				0	0	0	0	0	0	0	0	143	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		569	0	112	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				112	0	471	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
375502																																																																																																					0	0	0							20135	1837	0	0	0	0	1608	0	19596	0	0	0	0	0	0	0	0	0				0	0	69	4	0	0	0	0	0	0	0	0	0	0	0		169	144	225	0	0	0								0	0	0	0	0	0	0	0	0	0	155	0				0	0	18613	0	0	205	0	0	205	0	0	0		0	0																															0	0	0	0	0	2																
375566																																																																																																					154	0	0							1654	15016	175	0	0	0	893	0	1558	0	0	0	0	0	0	0	0	0				15	0	0	66	101	0	0	0	0	0	0	0	0	0	0		0	0	5660	0	0	29								7020	1143	0	0	0	0	37	0	0	0	0	5				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															23	45	91	5	0	0																
375650																																																																																																					0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
376237																																																																																																					0	0	0							1108	1572	0				190	0	240	0	0	139	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		139	0	707	0	0	0								0	0	0	0	0	0	239	0	0	0	76	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															158	0	61	278	0	453																
376273																																																																																																					0	0	0	0	0	0	0	0	0	2110	205	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	36	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	16	0	0	12	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	157	0	194	0	0	17	0	0	0	0	0	0	0	0	0				
376442																																																																																																					0	0	0	0	0	0	0	0	0	366	276	300	0	0	0	0	30	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	261	246	0	20	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	349	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
376947																																																																																																					0	0	0							646	404	0	0	0	0	7	0	6	0	0	126	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		255	3	19	0	0	0								0	0	0	0	40	0	0	0	0	0	18	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															128	0	60	250	0	138																
377663																																																																																																					0	0	0							183	661	0	156	21	0	145	0	22	0	0	0	0	0	0	0	0	0				0	0	0	21	0	156	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0						0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	9	0	0	22	0	5	0	0	0	0	0	0	0	0	0	0	0	0				
377850																																																																																																					0	0	0							1451	286	0				283	0	210	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	1241	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															3	0	0	0	0	0																
378044																																																																																																					0	0	0							0	573	0				553	0	0	0	0	0	0	0	0	0	0	0				0	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															6	0	0	0	0	0																
378110																																																																																																					0	0	0							176	56	122				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	5	0	0	0	0	0		176	0	50	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	122	0	0	0	0																
379050																																																																																																					0	0	0							152	60	0	0	0	0	43	0	16	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0								0	0	0	0	0	0	0	0	0	0	125	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															12	0	0	5	0	9																
379153																																																																																																					0	0	0							0	510	1	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0				0	0	0	5	1	0	0	0	0	0	0	0	0	0	0		0	0	111	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	101	0	0																
379470																																																																																																					0	0	0							1617	80	0				0	0	0	0	0	0	0	0	0	0	0	0				80	0	119	0	0	0	0	0	0	0	0	0	0	0	0		941	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	557	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
379649																																																																																																					0	0	0							2343	1924	0				482	0	307	219	0	1214	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	1017	0	0	0	0	0						0	0	0	0	0	0	0	48	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				56	0	91	102	0	181	0	0	0	0	0	0	0	0	0	0	0	0				
379920																																																																																																					315	0	724	0	0	0	0	0	0	112790	78575	8741	401	89	0	7794	104	49371	171	0	647	643	0	107	0	0	0	0	0	0	6409	2248	6200	113	0	401	0	0	89	143	164	0	0	0	0	0	16327	1022	33350	4741	1077	127	0	0			0	0	0	335	93	0	0	596	612	5357	6333	0	0	19407	15189	878	118	458	878	118	3293	580	0	12772	453	0	11569	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	209	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	16112	1206	2061	330	151	126	0	0	2568	0	0	0	0	0	0	0	0	0				
380346																																																																																																					0	0	0							725	1412	82	0	0	0	217	0	55	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		348	0	1082	82	0	0								0	0	0	0	0	0	0	92	0	0	0	315				50	0	0	0	0	0	0	0	0	0	0	0		0	0																															21	0	7	0	0	0																
380458																																																																																																					0	0	0							3902	1109	3	0	0	0	511	0	367	0	0	10	0	0	0	0	0	0				0	0	0	68	3	0	0	0	0	0	0	0	0	0	0		115	0	283	0	0	0								0	224	0	0	0	0	0	0	0	0	3368	0				41	0	83	0	0	0	0	0	0	0	0	0		0	0																															1	0	34	22	0	8																
380533																																																																																																					0	0	0							5593	2398	368	34	463	312	756	0	4539	56	22	352	96	0	0	0	0	0				3	0	0	463	312	34	0	0	0	0	0	0	0	0	0		479	5	694	34	40	0								0	0	0	0	0	0	175	0	0	0	0	144				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															68	0	39	47	0	1																
380878																																																																																																					0	0	0							365	615	124				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		328	0	615	124	0	0								0	0	0	0	0	37	0	0	0	0	0	0				0	0	37	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
380944																																																																																																					0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
381026																																																																																																					0	0	0							2	73	0				44	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0				
381932																																																																																																					0	0	0							57	122	12	0	0	0	0	12	38	0	0	0	0	0	0	0	0	0				0	0	0	15	0	0	0	0	0	0	0	0	0	0	0		0	19	0	0	0	0								0	106	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	0	0	0	0																
381950																																																																																																					0	0	0							1907	1350	25	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		273	0	108	25	0	0								29	0	0	0	1144	0	870	41	0	0	490	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															25	0	0	32	0	0																
382050																																																																																																					0	0	0	0	0	0	0	0	0	0	2181	515	0	0	0	221	30	0	226	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	438	0	0	0	0			0	0	0	67	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	42	0	172	5	0	0	0	0	0	0	0	0	0	0	0	0	0				
382069																																																																																																					0	0	0	0	0	0	0	0	0	235	1422	169	0	0	0	206	0	109	101	0	88	275	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	38	0	54	0	175	169	0	0			0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
382256																																																																																																					0	0	0							0	104	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	48	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															2	0	0	19	0	0																
382274																																																																																																					0	0	0							0	294	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	294	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
382443																																																																																																					0	0	0							354	147	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0				6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		210	0	108	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	130	0	0	0	0	0	0	0	0	0		0	0																															33	0	24	0	0	63																
382537																																																																																																					0	0	0							0	1575	0				1277	0	0	170	0	0	0	0	0	0	0	0				30	0	0	0	0	0	0	0	0	19	0	0	0	0	0		0	0	22	0	0	0								0	0	0	0	0	0	52	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	5	0	0																
382649																																																																																																					0	0	0							10629	8759	476	0	0	0	287	0	148	7203	0	0	0	0	3942	0	0	0				0	0	7	0	0	0	0	0	0	0	0	0	0	0	0		3230	4	449	364	27	34								0	134	0	78	0	0	130	94	0	0	866	2432				0	0	1	0	0	0	0	0	0	0	0	0		0	0																															39	0	0	396	0	0																
382658																																																																																																					0	0	0							74	1692	1826	21	256	968	401	172	0	379	628	0	0	0	0	0	0	0				0	0	0	256	968	21	0	0	0	0	0	0	0	0	0		50	0	653	58	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															3	0	3	0	0	0																
382742																																																																																																					0	0	0							3191	810	6				404	0	2573	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	0	87	6	0	0								0	0	0	0	0	0	163	156	0	0	100	328				0	0	70	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
382854																																																																																																					0	0	0							384	1195	0				135	0	22	0	0	0	0	0	0	0	0	0				0	0	0	187	0	64	0	0	0	0	0	0	0	0	0	0	195	44	576	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				231	0	59	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
384018																																																																																																					0	0	0							2296	5514	0	0	0	0	14	0	333	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	0	0	0		966	0	0	0	0	0								0	0	0	0	0	0	5492	0	0	0	24	973				0	0	333	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
384278																																																																																																					0	0	0	0	0	0	0	0	0	4732	11531	31125	0	0	0	165	0	308	0	0	0	0	0	318	0	0	0	0	0	0	202	0	40	0	0	0	0	0	0	61	0	2	0	0	0	0	147	0	4962	28289	315	33	0	0			0	0	0	1717	0	0	0	625	0	68	127	0	0	2831	296	0	0	0	0	0	0	5853	28453	0	2150	2673	0	3703	25779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3914	2803	165	0	0	0	0	0	0	0	0	0	0	0	0				
384353																																																																																																					0	0	0							0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															44	0	0	0	0	0																
384652																																																																																																					0	0	0							996	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	840	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
384830																																																																																																					0	0	0							302	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		176	0	0	0	0	0								0	0	0	0	0	10	0	0	0	0	116	0				0	0	182	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
385350																																																																																																					0	0	0							345	570	0				0	0	0	0	0	0	0	0	0	0	0	0				102	0	45	0	0	0	0	0	0	0	0	0	0	0	0		140	0	444	0	0	0								0	0	0	0	0	0	0	0	0	0	160	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															24	0	0	0	0	0																
385471																																																																																																					0	0	0							823	370	0	0	0	0	0	0	0	130	0	702	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		121	0	198	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															28	0	0	14	0	0																
385547																																																																																																					0	0	0							1161	2166	108	0	0	0	264	0	195	0	0	111	0	0	0	0	0	0				0	0	0	348	0	0	0	0	0	0	0	0	0	0	0		347	88	1061	106	0	0								0	0	0	0	0	0	213	0	0	0	392	0				112	0	231	0	0	0	0	0	0	0	0	0		0	0																															71	0	0	209	2	28																
385686																																																																																																					0	0	0							586	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		467	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	58	38				0	0	586	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
386432																																																																																																					0	0	0							359	604	58				13	0	0	0	0	0	0	0	0	0	0	0				0	0	0	95	1	33	0	0	0	0	0	0	0	0	0		245	0	477	0	0	0								0	0	0	0	0	0	0	0	57	0	70	0				477	57	315	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	19	0	11																
