"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
249612																				40159	44652	583601		127857	94816			74660					0	296273	0	0	Collateral for Derivatives			
249658																				1160	1139	5002		153				385					0	2165	0	0				
250430																				498	1998	6579		157				492					0	406	0	3028				
250476																				242	0	822		216				364					0	0	0	0				
250850																				951	0	3290		32				918					0	1389	0	0				
251352																				932	0	12851	396	790				1154					0	9975	0	0				
251558																				2489	4074	14944		941				1540					0	5900	0	0				
251745																				322	0	6922		1029				4331					0	424	816	0				
251978																				3052	0	10810		622				2574					0	4562	0	0				
252041																				1528	332	8779		757				6162					0	0	0	0				
252452																				466	0	1439		217				756					0	0	0	0				
252658																				505	7	5474		658				930					0	3374	0	0				
253356																			0	16662	18165	40912	2236	2236	0	0	0	3849	0	0	0	0	0	0	0	0				
253468																				20121	23202	263072		193456				18231	190697				0	7733	0	329				
253646																				755	757	10799	291	570				3725					0	4992	0	0				
253730																				171	0	4999		106				1588					0	0	3134	0				
254317																				7	0	16276		5240				11029					0	0	0	0				
254504																				706	3598	14716		1643				1560					0	7209	0	0				
254849																				953	200	79905		73841				1523					0	3388	0	0				
255350																				540	1283	5562		239				433					0	2721	0	346				
255547																				541	0	3092		68				616					0	1867	0	0				
255556																				2102	0	10276		799				1014					0	4066	0	2295				
255574																				4054	138	47864		24121				4992					0	14559	0	0				
255659																				12091	68032	114359	3773	7044				27192					0	0	0	0				
256058																				2092	0	10717		1634				3309					0	3682	0	0				
256076																				180	1249	5618		118				749					0	3322	0	0				
256179																				41	0	4873		219				1045					0	3568	0	0				
256553																				11371	23320	154630	18205	25220				35375		2499			0	59344	0	0				
257233																				4307	20727	63060		9160				5527					0	23339	0	0				
257345																				1157	0	2768		371				1240					0	0	0	0				
257578																				7043	0	28031		13072				1764					0	6152	0	0				
257653																				0	0	519		92				427					0	0	0	0				
257756																				5126	0	12793		702				3090					448	3427	0	0				
258146																				107	358	1631		43				346					0	777	0	0				
258306																				1612	7540	23157		3551				1544					0	6498	0	2412				
258379																				432	1349	8209		897				549					0	4982	0	0				
258539																				66	0	1844		68				1710					0	0	0	0				
258771																				59330	52190	248200	5259	18522				34253			6609		0	21096	56775	6034				
258874																				483	259	3017		85				351					0	1839	0	0				
259059																				197	0	1521		120				1204					0	0	0	0				
259330																				2151	6247	33173	1794	4631	1597			3522					0	8890	0	7732	Right of Use Asset			
259442																				1570	2756	15547		456				3132					0	0	7633	0				
259956																				660	3356	4814		142				656					0	0	0	0				
260055																			0	16108	46641	207575	6759	12422	0	0	0	31499	0	0	0	0	0	73276	3604	24025				
260831																				124	0	1339		166				1013					0	36	0	0				
261146																			117	1485	0	8732	1285	5269				1978	1594		1350		0	0	0	0				
261360																				220	5707	32816		810				4999					0	19895	0	1185				
261940																				6245	0	29410		3537				5717					0	13367	0	544				
262059																				638	2736	17360		1109				1490					0	11387	0	0				
262237																				342	2998	14840		1418				2429					0	0	0	7653				
262358																				5086	5070	38361		15108				3321					0	9776	0	0				
262741																				3050	0	16579		419				3201					0	9318	0	591				
262844																				1219	0	29088		1158				5493					0	19449	0	1769				
262956																				675	2278	10107		153				916					0	5666	0	419				
263243																				916	0	11770		1583		817		2864					0	6407	0	0		Unamortized Finders Fees		
263627																				690	722	12286		503				395					0	8921	0	1055				
264455																				1683	5996	16828		1945				2039					0	5165	0	0				
264772																			0	38509	139824	442905	0	195781	0	0	0	34975	0	134075	0	0	0	33816	0	0				
265340																				1712	5696	13983		407				1352					0	4816	0	0				
265407																				3859	20631	82484		5705				6376					0	42363	1192	2358				
265452																				1106	0	3809		51				732					0	1920	0	0				
265676																				161	2011	6011		234				356					0	3249	0	0				
266066																				1060	0	8452		752				2915					0	3725	0	0				
266244																				3753	2738	11377		359				1138					0	3389	0	0				
266253																				1446	0	7239		270				2688					0	2835	0	0				
266655																				1356	489	7553		212				2026					0	3470	0	0				
266851																				750	2084	14089		1704				1250					0	8301	0	0				
266945																				8552	13839	48217		1211				5257					0	19358	0	0	Prepaid Equip & Service Contracts			
267652																				636	0	5986		1157				443					0	3750	0	0				
268006																				2744	18200	72315		18615		9425		7241					0	25515	0	0		Investment in LIHTC projects		
268136																				231	1992	9190		421				1518					0	4493	0	535				
268677																			0	995	0	23235	2179	20163	5226	0	0	2077	0	0	12757	0	0	0	0	0	BOLI			
268828																				824	5162	20194		2109	2109			1023					0	11076	0	0	EDP SOFTWARE			
268976																				1447	260	16561		1360				2274					0	11220	0	0				
269049																				4911	281	11182		1156				3702					0	1132	0	0				
269058																				2897	0	6106	156	230				860					0	2119	0	0				
269571																				94	1	2421		30				257					0	1313	0	726				
269759																				161	0	3099		9				1153					0	1776	0	0				
270148																				0	99	4499		89				1095					0	3216	0	0				
270353																				184	0	1711		60				345					0	1122	0	0				
270504																				1424	7639	24066		5960				3830					0	3698	0	1515				
270531																				505	0	1087		202				380					0	0	0	0				
270652																				0	0	4046		153				2323					0	1570	0	0				
271136																				20	322	1059		470				247					0	0	0	0				
271275																				345	7124	17196	909	1612				1424					0	6691	0	0				
271341																				137	0	666		107				422					0	0	0	0				
271529																				533	0	14143		2061				2206					0	6358	0	2985				
272030																				396	902	3839		182				605					0	1078	0	676				
272058																				330	0	1079		57				692					0	0	0	0				
272151																				19	883	2307		70				125					0	1210	0	0				
272272																				30534	14336	144697		4042				23641					0	71229	0	915				
272302																				48916	12369	212824		19082	10672	6428		8873					0	120673	0	2911	Prepaid Pension	Current prepaid fed and and state tax		
273336																				2147	37420	116862		21258				10184	5889		4810		0	29622	0	16231				
273550																				9868	5004	25229		107				3870					0	6380	0	0				
273653																				250	0	739		8				481					0	0	0	0				
273662																				849	36041	58693		15416				6387					0	0	0	0				
273840																				946	0	8985		118				1517					0	6404	0	0				
273859																				188	0	406		0				218					0	0	0	0				
274025																				112	120	443		74				137					0	0	0	0				
274052																				132	0	630		88				410					0	0	0	0				
274548																				1422	1589	9049		29				3714					0	2295	0	0				
274829																				1364	7048	27524		5770				1326					0	12016	0	0				
274856																				794	309	3351		198				2050					0	0	0	0				
275255																			32	979	0	10604	439	1638	32	11	1124	6196					0	1791	0	0	CDARS Outgoing RBP	ICS Simplified Settlement	Gty Mortgage Servicing Rights	
275358																				7100	10253	59584		4688				18788					0	17064	18	1673				
275479																				1383	5117	10035		588				900					0	2047	0	0				
275657																				907	311	2031		0				813					0	0	0	0				
276074																				2601	54	12859		6548				993					0	2663	0	0				
276159																				87	3958	5849		73				1731					0	0	0	0				
276551																				883	0	6122		164				1657					0	3418	0	0				
276579																			0	243194	1072469	3769183	0	1550057	0	0	0	352000	640456	0	0	0	0	520328	31135	0				
276645																				1836	564	10593		520				3411					0	4262	0	0				
276654																				243	0	1139		86				810					0	0	0	0				
276850																				10999	5684	38587		1619				15044					0	2564	0	2677				
276953																				0	791	2945		1475				679					0	0	0	0				
277240																				1415	1985	5187		459				1328					0	0	0	0				
277277																				5093	558	11110	323	595	131	107		1311					0	3553	0	0	third party acquisition	Prepaid Exp greater than 1 year		
277679																				10	44	146	6	6				13					0	73	0	0				
277736																				957	124	2794		983				730					0	0	0	0				
277820																				1029	4998	17397		403				2569					0	5126	97	3175				
278256																				2685	1420	13017		1502				2797					0	4613	0	0				
278555																				7677	5850	37179		15374				8278					0	0	0	0				
278733																				109	961	2125		434				620					0	1	0	0				
278751																				124	0	685		389				172					0	0	0	0				
278818																			5	5664	18570	96261	4626	10134		1493		12769					0	28458	0	20666		DEALER RESERVE		
278872																				3882	595	13699		5742				510					0	802	0	2168				
279105																				3508	23265	84877	20670	27044				5622					0	17600	0	7838				
279842																				9250	0	13297		1521				2526					0	0	0	0				
279954																				5532	11957	44469	969	1678				11453					0	13849	0	0				
280110	0	1257325	2108230	10028857	0	1801757	0	0	0	683515	0	0	694268	0	0	3145267	654810	377953		1257325																				
280138																				104	2717	7967		394				554					0	4198	0	0				
280352																				151	0	1633		42				589					0	851	0	0				
280558																				299	0	779		32				448					0	0	0	0				
282075																				4192	17093	75536	1812	5444				6095	2691				0	42712	0	0				
282226																				408	8000	11444		391				1361					0	1284	0	0				
282824																				1114	1941	16339		4380				1420					0	3267	0	4217				
283157																				406	0	2453		4				341					0	540	0	1162				
283438																				2226	10073	45420	1061	22382	13918			4906					0	5833	0	0	INVESTMENT IN MAC			
283652																				509	0	4531		501				3521					0	0	0	0				
283737																				1398	0	6769		567				4804					0	0	0	0				
283867																				5267	0	22433		2753				5053					0	9360	0	0				
284154																				1129	34	2168		133				872					0	0	0	0				
284239																				528	41	6618		207				1162					0	4680	0	0				
284556																				3896	0	14488		1979				6354					0	2259	0	0				
284752																				641	0	1642		241				460					0	300	0	0				
284958																				187	115	929		50				577					0	0	0	0				
285151																			9	807	0	5089	82	3363	170	2902		919					0	0	0	0	Net Deferred Compensation Plan	Precious Metals		
285348																				600	1213	7495		978				1125					0	3579	0	0				
285544																			0	803	1650	3465	165	504	0	0	0	508	0	163	0	0	0	0	0	0				
285553																			0	0	0	1305	0	36	0	0	0	622	0	0	0	0	0	647	0	0				
285740																				5267	0	28128	925	1805		656		3361		154	70		0	17695	0	0	Cardinal Tickets	Right of Use Asset		
285777																				305	801	1403		118				179					0	0	0	0				
285852																				4384	908	19029		1765				2725					0	9247	0	0	Construction			
285928																				367	0	11698		547				1819					0	8965	0	0				
286251																				0	0	2041		112				347					0	1582	0	0				
286457																				3987	6361	41067		6080				3809					0	20830	0	0				
286840																				0	0	1637		40				1597					0	0	0	0				
287007																				228	2316	3030		196				290					0	0	0	0				
287342																				566	255	3012		102				1707					0	382	0	0				
287922																				128	705	2844		60				245					0	1706	0	0				
287959																				1047	417	2376		84				828					0	0	0	0				
288152																				151	449	2004		45				197					0	1162	0	0				
288376																				836	12408	25521	247	248				1528					0	10501	0	0				
288853																			0	72715	388668	1077187	0	170616	0	0	0	88567	123515	0	0	0	0	165266	0	191355				
289056																				987	3009	11049		315				745					0	5993	0	0				
289225																				510	0	2249		24				271					0	1444	0	0				
289515																				2294	15434	52263		5127				6764					0	15045	0	7599				
289702																				6970	19151	42784		3156				5039					0	8468	0	0				
289739																				1424	1204	9978		724				1370					0	5256	0	0				
289757																				1381	608	8985		99				3232					0	3665	0	0				
290249																				3757	0	64778	1589	26192	23240			5444					0	29385	0	0	Investment in CDE			
290838																				2132	669	4634		606				1227					0	0	0	0				
290922																				78	0	761		50				633					0	0	0	0				
291059																				662	0	4032		97				1128					0	2145	0	0				
291330																				89	0	2815		365				814					0	0	0	1547				
291376																				105	1088	4208		780	716			82					0	2153	0	0	RETIREMENT PLANS			
291611																				1113	81	3851		1187				1470					0	0	0	0				
291732																				74	4114	4906		26				692					0	0	0	0				
292234																				1707	2089	16364		785				1127					0	10656	0	0				
292467																				399	0	1042		207				436					0	0	0	0				
292850																				98	344	659		42				175					0	0	0	0				
292908																				9184	26751	90947	1658	4153				8331					0	42528	0	0				
293053																				2226	9870	54518		3014				7213					0	32195	0	0				
293352																				190	0	1092		50				852					0	0	0	0				
293437																				4410	15182	31066		249				2827					0	386	4326	3686				
293651																				1234	187	9185		36				3771					0	3504	0	453				
293754																				226	0	2136		168				315					0	1427	0	0				
294023																				1206	12621	32949		2634				5041					0	11447	0	0				
294751																			30	650	0	9124	1577	2947	1088			1556					0	3971	0	0	Check Card Settlement Receivable			
294779																			0	6602	262	41031	1499	5202	1772	1346	0	5999	0	191	0	0	0	22966	0	0	Lease right to use asset	Card processing prefund		
294827																				80	1312	6627		307				530					0	4398	0	0				
295011																			2	2964	3050	20341	751	1229	350			2766					0	10332	0	0	Loan Fees Receivable			
295057																				388	0	1284		323				573					0	0	0	0				
295646																				0	577	796		9				210					0	0	0	0				
296456																				1960	402	11216		1035				3090					0	4729	0	0				
296474																				507	294	10372		855				1002					0	7714	0	0				
296559																				1206	952	6057		2073				1826					0	0	0	0				
296755																				221	0	6167		110				1759					0	4077	0	0				
296858																				139	232	5521		120				3779					0	1251	0	0				
297051																				1603	101	6412		140				1201					0	3367	0	0				
297761																				987	9752	19901		2990				910					0	5262	0	0				
298049																				487	157	2817		183				1990					0	0	0	0				
298218																				6295	5687	43065		1687				4350					0	22639	0	2407				
298245																				1934	10995	16696	522	1629	379			2138					0	0	0	0	Prepaid taxes			
299868																				1202	3882	27120	592	844				1334					0	14372	0	5486				
300009																				3204	5819	29393		2961				2305					0	12413	0	2691				
300063																				5283	2044	11791		2106				2357					0	0	0	0				
300353																				857	0	8515		427				2183					0	5048	0	0				
300933																				292	0	15246	517	707				2396					0	7281	0	4570				
300942																				418	319	5276	117	156				1094					0	3289	0	0				
300960																				1496	7718	16623		1700				5709					0	0	0	0				
301574																				2351	4858	36114		2470				2889					0	12404	5914	5228				
301800																				7188	14683	74574	2755	18756	8259			5536					0	28411	0	0	Right of Use Lease Asset			
302030																				226	1364	2002		304				108					0	0	0	0				
302133																				152	256	2918		142				247					0	2121	0	0				
302553																				1871	1094	14594		4169				2814					0	4646	0	0				
302656																			0	8461	15759	96093	3365	23332	1305	1556	0	23350	14867	432	455	0	0	25191	0	0	EFT Settlement	Income Tax Refund Receivable		
303653																				50	0	1640		337				1253					0	0	0	0				
303701																				840	3777	9785		1200				878					0	3090	0	0				
303747																				130	1030	3807		65				475					0	1916	191	0				
303952																				2428	9307	24643		377				6134					0	6397	0	0				
304173																				5930	21262	74804		2192				3690					0	41730	0	0				
304520																				215	0	4256		103				385					0	1588	0	1965				
304575																				295	6	587		258				28					0	0	0	0				
304762																				237	236	1952		954				525					0	0	0	0				
304913																			0	0	655	1684	0	1029	0	0	0	0	0	0	775	0	0	0	0	0				
305059																				777	0	4274		1011				2486					0	0	0	0				
305077																				347	562	9411		4120				529					0	3633	0	220				
305237																				170	1664	8896		1268				846					0	4948	0	0				
305442																				1216	0	15720		475				1943					0	12086	0	0				
306056																				138	82	1129		132				559					0	218	0	0				
306159																				4023	0	15976	397	547	150			1553					0	9853	0	0	Fiserv Card Reserve			
306337																				596	0	14703		1169				4159					0	8385	0	394				
306908																				337	4896	38561		10181				2917					0	17941	0	2289				
307062																				782	7211	14676		687				4816					0	1180	0	0				
307334																				395	1779	8251		860				922					0	4295	0	0				
307361																				2795	2102	7821		1011				1913					0	0	0	0				
307679																				2567	6223	42385		2049				4225					0	19919	163	7239				
308256																				117	0	1124		114				893					0	0	0	0				
308340																				1782	0	11130		662				3670					0	3273	0	1743				
308836																				332	467	1213		213				201					0	0	0	0	tax receivables			
309150																				1428	0	16673		704				1947					0	0	12594	0				
309655																				10696	5544	32473		4072				6560					0	5601	0	0				
309851																				219	0	5238		2178				657					0	2184	0	0				
310754																				1463	0	14127		11891				773					0	0	0	0				
310950																				332	0	4256		0				555					0	3369	0	0				
310978																				23414	13738	143907		32202				7031	19870				0	56647	10875	0				
311050																				3123	0	20299		3721				5356					0	8099	0	0				
311144																				0	0	215		15				200					0	0	0	0				
311256																				1513	678	6967		1452				1266					0	2058	0	0				
311265																				1531	0	11636		377				1159					0	8569	0	0				
311603																				6554	7976	43785		16457				3565					0	0	9233	0				
311658																				504	1880	3930	81	81				317					0	1148	0	0				
311845																				161662	296252	901510		283216				90091					0	65656	4633	0				
311939																				922	0	8788		832				1311					0	5723	0	0				
312244																				2926	0	28012		844				8065					0	16177	0	0				
312356																				207	0	1847		63				1577					0	0	0	0				
313009																				3296	2073	6556		447				740					0	0	0	0				
313157																				346	0	3651		847				1873					0	585	0	0				
313223																				4092	3545	20041		2876				1742					0	6496	0	1290				
313577																				4655	6298	33746		1194				2970					0	14679	0	3950				
314257																				3109	0	15518		3212				4064					0	5133	0	0				
314444																				1267	0	5719		140				1776					0	2536	0	0				
315656																				312	0	1493		463				718					0	0	0	0				
316840																			0	32420	31693	202234	7854	15866	0	0	0	18879	0	0	0	0	0	62088	0	41288				
316859																				245	2499	5453		320				1170					0	1219	0	0				
316934																				0	0	759		16				743					0	0	0	0				
317258																				744	0	20419		1216				4256					0	13099	0	1104				
317342																				26319	58106	247838		36733				23754	18135				0	92128	10798	0				
317379																				634	3851	11665		4182				2048					0	950	0	0				
317650																				0	1283	1588		120				185					0	0	0	0				
318974																				27720	1875	152575		63755				6020					0	52357	0	848				
319047																				1659	1570	11416		1899				1577					0	2387	0	2324				
319458																				179	0	1348		117				611					0	441	0	0				
319551																				5700	1573	23219		2870				5670					0	7406	0	0				
320034																				151	201	2345		144				751					0	1098	0	0				
320052																				1621	0	6048	1733	2170				2257					0	0	0	0	Rejectd Debit	Reject Debits		
320070																				1837	633	8438		567				548					0	4126	0	727				
320119																				24030	88869	585227		175034				53044	90827				0	244250	0	0				
321152																				320	0	5488	279	1276				762		978			0	3130	0	0				
321255																				34	0	479	68	86				359					0	0	0	0				
321273																				4885	6622	32629		3222				1909					0	15991	0	0				
321330																				50	1113	2718		98				653					0	804	0	0				
321947																				2249	12041	34923	771	1572				3138					0	11953	0	3970				
322449																				511	357	2216		244				1104					0	0	0	0				
322551																				51	148	485		68				218					0	0	0	0				
323204																				6528	24647	61342		1573				6519					0	20144	0	1931				
323651																				587	2767	6565		523				2688					0	0	0	0				
324153																				792	4026	11115		446				1093					0	4758	0	0				
324229																				265	401	892		69				157					0	0	0	0				
324256																				0	0	912		74				838					0	0	0	0				
324340																				9514	19958	119801	1164	35050	839			10491	29900				0	43442	0	1346	Cinnaire			
324854																				407	2198	13084		3403				3466					0	3610	0	0				
324863																			0	4309	21142	68667	1601	1885	0	0	0	13547	0	0	0	0	0	27784	0	0				
324975																				1013	1848	6338		654				428					0	2290	105	0				
325141																				1073	4912	13201	501	501				1100					0	2716	0	2899				
325459																				178	686	1078		27				187					0	0	0	0	Delayed payment on security investments			
325534																				936	0	8304		1244				1128					0	2505	0	2491				
326054																				539	1702	4820		654				1925					0	0	0	0				
326344																				2382	12660	29664		506				5761					0	5986	0	2369				
326858																				4830	20590	78403		27130				14145					0	11708	0	0				
326979																				1201	8042	32053		1223				2512					0	17114	0	1961				
327220																				432	1728	6997		771				867					0	3199	0	0				
327305																			287	1015	4276	43277	1311	20019				2751	16942				0	15216	0	0				
327435																				5136	23431	47941		1247				2825					0	15302	0	0				
327556																				2416	0	15849		1806				3615					0	8012	0	0				
327855																				6362	0	28271		1647				2663					0	17599	0	0				
328058																			0	262	0	480	16	18	0	0	0	200	0	0	0	0	0	0	0	0				
328357																				2564	0	8323	120	617				2244		101	345		0	2898	0	0				
328656																				725	0	5953		345				2521					0	2362	0	0				
328777																				17347	37160	153146		15199	4934			10019	4608				0	62668	1695	9058	SBIC - Investment			
329149																				1189	0	6273		167				2528					0	2389	0	0				
329345																				3620	6860	31089		1403				4014					0	14283	909	0				
329550																				1251	3006	20064		1366				2585					0	7835	0	4021				
329952																				5347	9966	19117	424	441				3363					0	0	0	0				
330239																				560	1186	15813		247				1449					0	10520	0	1851				
330248																				278	0	5598		159				1685					0	3476	0	0				
330855																				15197	13893	140767	11074	40138	18776			15791					0	47565	0	8183	Purchased Tax Credits			
330873																				1327	1161	8886	680	874				1316					0	4208	0	0				
330949																				1523	2106	10319		666				1546					0	4478	0	0				
331076																				1457	2390	15848		399				1071					0	10531	0	0				
331375																				968	941	4758		1619				1230					0	0	0	0				
331544																				0	0	3648		236				386					0	3026	0	0				
331713																				2681	9070	32507		785				2099					0	13990	0	3882				
332224																				324	4189	18774		2844				1126					0	10291	0	0				
332345																				0	68	220		18				134					0	0	0	0				
332671																				2560	1296	12577		485				295					0	1431	6510	0				
332756																				428	0	1274		63				783					0	0	0	0				
333034																				181	0	3294		1531				1582					0	0	0	0				
333203																				4637	13327	46434	3724	5530				4321					0	17286	0	1333				
333650																				695	238	14670		64				6883					0	6790	0	0				
333856																			0	644	2283	14247	474	474	0	0	0	3194	0	0	0	0	0	7652	0	0				
333940																			0	189	1007	1930	122	122	0	0	0	612	0	0	0	0	0	0	0	0				
334264																				1143	8523	22846		752				2425					0	10003	0	0				
335346																				2895	1695	15417		692				2815					0	3458	1801	2061				
336147																				307	999	3182		463				773					0	640	0	0				
336361																				199	0	1041		98				744					0	0	0	0				
336576																				1031	0	4714		2569				1114					0	0	0	0				
337340																				289	0	943		83				571					0	0	0	0				
338646																				1593	0	10274		1018				4303					0	2464	896	0				
338851																				109	0	384		57				218					0	0	0	0				
338945																				80	0	955		51				824					0	0	0	0				
339072																				8370	0	27587		16609				2608			10063		0	0	0	0				
339353																				110	0	1882		11				699					0	532	0	530				
339456																				3700	0	8422	965	2020				2702					0	0	0	0				
339607																				10461	7730	34740		6346				3725					0	6478	0	0				
339773																				48920	12148	170101		43062				15848	38036				0	48821	0	1302				
339858																			0	435112	355432	2161339	0	788189	0	407610	0	175983	0	0	0	0	0	90421	311834	4368		Margin Accounts on Derivative Positions		
340135																				6713	6171	63390		16541	14594			4498					0	29467	0	0	LINQS+ Annuities			
340144																				7257	11587	50059		2568				4716					0	23931	0	0				
340256																				4627	1245	13942		5276				1665					0	1129	0	0				
340443																				436	0	7439		2711				861					0	3431	0	0				
340742																				4654	9108	28204	425	5553	3652			2685	386				0	6204	0	0	Right of Use leased office space			
340751																				1603	0	28581		1149				4891					0	20938	0	0				
341310																				2539	7427	38971		9314				3645					0	16046	0	0				
342054																				649	0	3425		1222				1554					0	0	0	0				
342362																				2609	0	22505	232	299				5502		21	20		0	9943	0	4152				
342410																				12987	25468	136632	4628	13211				12212					0	59028	0	13726				
342634																			0	75585	143018	805792	0	238620	66012	0	0	70447	0	0	0	0	0	114245	162226	1651	O/A Investment in Partnerships			
343051																				49	1363	6435		324				475					0	4224	0	0				
343248																				135	287	788	19	19				347					0	0	0	0				
343770																				86	370	923		71				396					0	0	0	0				
343903																				3763	5781	32458		6314				3501					0	11531	0	1568				
343958																				617	0	3391		64				1993					0	717	0	0				
344647																				3146	23615	55015	2322	3898	317			5466					0	18890	0	0	Dealer Reserve			
344852																				40	0	2260		0				746					0	1474	0	0				
345309																			0	5330	17236	85271	1406	3568	0	0	0	5965	0	0	1372	0	0	53172	0	0				
345345																				2928	2	12164	455	813	214			8421					0	0	0	0	SHAZAM SETTLEMENT			
345747																			0	4635	6023	31328	888	2307	0	0	0	2886	0	0	0	0	0	11553	0	3924				
345756																				16748	2085	34971	679	4876				1854			224		358	9050	0	0				
345877																				2055	1900	23494		961				2440					0	13063	2542	533				
346379																				4291	0	11104		1765				1496					0	3552	0	0				
346566																				145	0	396		63				188					0	0	0	0				
346771																				258	344	1716		587				527					0	0	0	0				
347022																				344	3424	4975		148				638					0	421	0	0				
347639																				6525	2742	28177		6524				2520					0	6848	0	3018				
347956																			0	1880	3901	118457	0	90057	0	0	0	2908	19442	55422	0	0	0	16687	0	3024				
348159																				2838	1398	8669		315				1117					0	3001	0	0				
348720																				735	3529	22753		1671				3053					0	12035	1730	0				
349129																				235	0	1655		231				849					0	340	0	0				
349343																				135	0	1936		275				1526					0	0	0	0				
350572																				242	3092	4246		308				604					0	0	0	0				
350657																				18	0	365		85				262					0	0	0	0				
350750																				1160	0	2171		348				663					0	0	0	0				
351131																				0	1436	2022	96	96				409					0	0	0	81				
351560																				985	2220	10697		984				956					0	5552	0	0				
351878																				277	966	1868		217				408					0	0	0	0				
352370																				261	1071	6784		424				868					0	4160	0	0				
352651																				303	0	1869		818				748					0	0	0	0				
352745																				1297	0	8174		361				1635					0	4881	0	0				
352772																				16428	191180	766232		195601	104590			61040					0	135401	162236	4346	Low Income Housing Tax Credits			
353238																				1206	1142	13104		1311				1601					0	3771	1066	3007	fees receivable			
353546																				315	724	6144		305				1144					0	3656	0	0				
353555																			1969	5548	0	121341	7866	45982				48171	23674				0	19374	0	2266				
353957																				175	0	1329		115				1039					0	0	0	0	Delayed paymets			
354057																				111	0	2499		65				374					0	1949	0	0				
354253																				281	200	2643		58				455					0	1490	0	159				
354310																				42417	25751	243292	9665	21254				26753					0	104299	13225	9593				
354552																				4062	3084	25011		5620				4222					0	8023	0	0				
354851																				453	0	3759		207				1873					0	1226	0	0				
355120																				568	4039	21571		941				1958					0	11830	0	2235				
355559																				1537	3396	18053		1209				1677					0	10234	0	0				
355858																				4414	29352	49988		4387	1242	1400		7895					0	3940	0	0	Unposted Debits	Negative Taxes		
356239																				907	0	8647		537				3447					0	3129	0	627				
356659																				329	143	1484		0				1012					0	0	0	0				
356752																				1040	342	4855		211				1312					0	1950	0	0				
357526																				2666	1758	14293		2555				600					0	6714	0	0				
357553																				967	2879	6553		123				2584					0	0	0	0				
357777																				630	338	12115		186				897					0	10064	0	0				
357937																				1109	545	20333		6081				1333					0	9267	0	1998				
358112																				187	0	5339		298				686					0	4168	0	0				
358448																				220	1017	5036		85				310					0	3404	0	0				
358756																				529	0	2613		0				668					0	1416	0	0				
359472																				106	262	706		97				241					0	0	0	0				
359744																				110	1061	3505		6				885					0	1443	0	0				
360777																				23	42	521		134				112					0	210	0	0				
361055																				5052	2083	39915		3057				3437					0	17487	0	8799				
361167																				15349	41221	255944	18459	24015				39622					0	81895	8966	44876				
361279																				786	595	7359		1609				1212					0	1918	0	1239				
361354																				162	0	732		24				523					0	23	0	0				
361439																				1534	6779	21801	415	1377	50	610	85	1746			217		0	10365	0	0	Uncollected Late Charges	Pathway State Tax CR Investment	Other Assets	
362043																				66	547	1160		13				534					0	0	0	0				
362155																				135	799	4416		198				690					0	2594	0	0	FDIC ASSESSMENT	OCC ASSESSMENT		
362717																				5380	10245	48108	1256	1978				4266			722		0	19909	6330	0				
362856																				835	0	2765		104				811					0	1015	0	0				
362940																				0	0	1354		18				428					0	908	0	0				
363442																				2	20	455		279				154					0	0	0	0				
363648																				463	425	3138		118				2132					0	0	0	0				
363657																				7605	0	20902		7993				1700	2353				0	3604	0	0				
363778																				672	0	3320		220				408					0	2020	0	0				
364131																				227	0	7034		2115				1404					0	3288	0	0				
364270		336	181	3151	246	2139	617			495			97		0	0	0	0		336																	Deferred Compensation			
364430																				1279	0	2797		46				1093					0	379	0	0				
364850																				475	422	2166	76	86				692		7			0	491	0	0				
365325																				256816	158191	1122850	38450	127099	32160			106748					0	272882	111881	89233	Federal Income Tax Receivable			
365745																				918	3265	9800		244				1443					0	3930	0	0				
365848																				160	2681	3409		256				312					0	0	0	0				
365950																				298	140	1253		358				457					0	0	0	0				
366078																				6675	1399	33730		6879				3045					0	13697	0	2035				
366238																				4410	22135	53136	2134	4824				6989		107	80		0	9233	0	5545				
366247																				241	294	2308		19				1754					0	0	0	0				
366359																				26	0	674		167				481					0	0	0	0				
366658																				714	1247	2702		208				533					0	0	0	0				
366854																				523	301	1585	214	252				509					0	0	0	0				
367150																				515	426	1697		77				679					0	0	0	0				
367178																				1100	117	6827		380				463					0	3911	0	856				
367431																				317	845	6028		311				983					0	3572	0	0				
367543																				915	3710	18960		347				2915					0	2426	0	8647				
368054																				982	0	8703		6638				1083					0	0	0	0				
368344																			0	780	785	8985	109	152	0	0	0	2038	0	0	0	0	0	5230	0	0				
368522																				957	575	10034		2389				634					0	5479	0	0				
368933																				174	0	2343		193				1976					0	0	0	0				
368951																				908	342	3391		226				1915					0	0	0	0				
369453																				960	196	6842		123				1356					0	4207	0	0				
369659																				6368	0	36106		2472				5006					0	22260	0	0				
370020																				5136	3632	24720		937				2685					0	9975	0	2355				
370347																				467	0	2194		135				1592					0	0	0	0				
370721																				3013	1205	14559		3567	869	695	287	1827		371			0	2946	0	2001	PREPAID PENSION	MORTGAGE SERVICING RIGHTS	FHLB LENDER RISK ACCOUNT	
