IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type
252041.0,14410.0,0.0,0.0,73911061.0,CITY STATE BANK,801 MAIN STREET ,NORWALK,IA,50211.0,51.0
252452.0,10628.0,0.0,0.0,101911962.0,PREFERRED BANK,205 MAIN STREET ,ROTHVILLE,MO,64676.0,51.0
252658.0,12426.0,0.0,0.0,101001005.0,COMMUNITY FIRST BANK,650 KANSAS AVENUE ,KANSAS CITY,KS,66105.0,51.0
253356.0,3210.0,8899.0,0.0,113100091.0,MOODY NATIONAL BANK,2302 POSTOFFICE STREET ,GALVESTON,TX,77550.0,41.0
253468.0,18983.0,0.0,0.0,121133416.0,RIVER CITY BANK,2485 NATOMAS PARK DRIVE ,SACRAMENTO,CA,95833.0,41.0
253646.0,8094.0,0.0,0.0,73921530.0,NSB BANK,2650 4TH STREET SOUTHWEST ,MASON CITY,IA,50401.0,41.0
253730.0,9615.0,0.0,15506.0,62104290.0,SWEET WATER STATE BANK,31385 AL HWY 10 ,SWEET WATER,AL,36782.0,51.0
253776.0,30241.0,0.0,5029.0,271173339.0,FIRST SAVANNA SAVINGS BANK,301 MAIN ST ,SAVANNA,IL,610740000.0,41.0
254317.0,13397.0,0.0,0.0,21311383.0,BANK OF UTICA,222 GENESEE STREET ,UTICA,NY,13502.0,51.0
254504.0,12959.0,0.0,0.0,22307820.0,CATTARAUGUS COUNTY BANK,120 MAIN STREET ,LITTLE VALLEY,NY,14755.0,51.0
254849.0,20179.0,0.0,16107.0,72001079.0,FIRST INDEPENDENCE BANK,"7310 WOODWARD AVENUE, SUITE 101 ",DETROIT,MI,48202.0,51.0
255350.0,10928.0,0.0,0.0,91109253.0,"MINERS STATE BANK, THE",312 W. GENESEE ST. ,IRON RIVER,MI,49935.0,41.0
255547.0,18889.0,0.0,0.0,81923452.0,COMMUNITY BANK OF TRENTON,104 EAST BROADWAY ,TRENTON,IL,62293.0,41.0
255556.0,22717.0,0.0,0.0,103102274.0,CITIZENS BANK & TRUST COMPANY OF ARDMORE,1100 NORTH COMMERCE STREET ,ARDMORE,OK,73401.0,51.0
255574.0,28316.0,0.0,1355.0,265070532.0,FIDELITY BANK,353 CARONDELET STREET ,NEW ORLEANS,LA,70130.0,51.0
255659.0,16980.0,0.0,0.0,107002448.0,BANK OF COLORADO,1609 EAST HARMONY ROAD ,FORT COLLINS,CO,80525.0,41.0
255873.0,30248.0,0.0,5042.0,275971113.0,HOME SAVINGS BANK,3762 EAST WASHINGTON AVENUE ,MADISON,WI,53704.0,51.0
256049.0,19693.0,0.0,0.0,81216172.0,TEXICO STATE BANK,13766 EAST DIX TEXICO ROAD ,TEXICO,IL,62889.0,51.0
256058.0,24472.0,0.0,0.0,103102960.0,AMERICAN NATION BANK,1901 NORTH COMMERCE ,ARDMORE,OK,73401.0,51.0
256076.0,28315.0,0.0,1351.0,302170405.0,RIO GRANDE SAVINGS AND LOAN ASSOCIATION,901 FIRST AVENUE ,MONTE VISTA,CO,81144.0,51.0
256179.0,22514.0,0.0,0.0,124302464.0,UTAH INDEPENDENT BANK,55 SOUTH STATE STREET ,SALINA,UT,84654.0,51.0
256553.0,17437.0,0.0,0.0,91400172.0,DACOTAH BANK,308 SOUTH MAIN STREET ,ABERDEEN,SD,57401.0,41.0
257233.0,2832.0,0.0,14230.0,62200961.0,FIRST BANK OF ALABAMA,120 EAST NORTH ST ,TALLADEGA,AL,35160.0,51.0
257345.0,5317.0,5658.0,0.0,75906469.0,PESHTIGO NATIONAL BANK,250 FRENCH STREET ,PESHTIGO,WI,54157.0,51.0
257578.0,31516.0,707101.0,7101.0,274970827.0,FIRST FEDERAL SAVINGS BANK,301 EAST 9TH STREET ,ROCHESTER,IN,46975.0,51.0
257653.0,13415.0,0.0,0.0,103105530.0,FARMERS AND MERCHANTS BANK,225 EAST RENFROW ,ARNETT,OK,73832.0,51.0
257756.0,23764.0,0.0,0.0,107003942.0,FMS BANK,520 SHERMAN STREET ,FORT MORGAN,CO,80701.0,51.0
258146.0,23244.0,0.0,0.0,81224944.0,NORTH ADAMS STATE BANK,114 NORTH WARSAW STREET ,URSA,IL,62376.0,51.0
258306.0,16101.0,0.0,7458.0,211170211.0,MILFORD BANK THE,33 BROAD STREET BOX 429,MILFORD,CT,6460.0,51.0
258379.0,32348.0,0.0,8170.0,253171537.0,"TAYLORSVILLE SAVINGS BANK, SSB",107 MAIN AVENUE DRIVE ,TAYLORSVILLE,NC,28681.0,51.0
258445.0,20250.0,0.0,0.0,71109406.0,MARINE BANK,3050 WEST WABASH AVENUE ,SPRINGFIELD,IL,62704.0,51.0
258539.0,11686.0,0.0,0.0,71112176.0,STATE BANK OF CHERRY,110 SOUTH MAIN STREET ,CHERRY,IL,61317.0,51.0
258771.0,32489.0,0.0,8324.0,325084426.0,HOMESTREET BANK,1314 SIXTH AVENUE ,SEATTLE,WA,98101.0,41.0
258874.0,29426.0,703435.0,3435.0,291270717.0,"WORTHINGTON FEDERAL SAVINGS BANK, F.S.B.",418 11TH STREET ,WORTHINGTON,MN,56187.0,41.0
259059.0,5401.0,0.0,0.0,104900802.0,F&M BANK,1701 STONE STREET ,FALLS CITY,NE,68355.0,51.0
259330.0,17077.0,0.0,10112.0,62103592.0,FIRST US BANK,3291 US HIGHWAY 280 ,BIRMINGHAM,AL,35243.0,41.0
259442.0,9037.0,0.0,0.0,75908687.0,MOUND CITY BANK,25 EAST PINE STREET ,PLATTEVILLE,WI,53818.0,51.0
259956.0,13249.0,0.0,0.0,91110093.0,"STATE SAVINGS BANK OF MANISTIQUE, THE",101 SOUTH CEDAR STREET ,MANISTIQUE,MI,49854.0,51.0
260055.0,23091.0,0.0,0.0,102103407.0,ALPINE BANK,2200 GRAND AVENUE ,GLENWOOD SPRINGS,CO,81601.0,41.0
260831.0,889.0,0.0,0.0,61204971.0,"BANK OF SOPERTON, THE",1202 SECOND STREET NORTH ,SOPERTON,GA,30457.0,51.0
260868.0,22327.0,0.0,16060.0,113106985.0,"SPIRIT OF TEXAS BANK, SSB",625 UNIVERSITY DRIVE EAST ,COLLEGE STATION,TX,778401803.0,41.0
261146.0,8120.0,0.0,0.0,83906888.0,"MAGNOLIA BANK, INC",4910 L&N TURNPIKE ROAD ,MAGNOLIA,KY,42757.0,41.0
261360.0,16753.0,0.0,0.0,113112995.0,CITIZENS STATE BANK,155 8TH STREET ,SOMERVILLE,TX,77879.0,51.0
261940.0,3869.0,0.0,0.0,82905505.0,ANSTAFF BANK,100 FIRST NATIONAL AVENUE ,GREEN FOREST,AR,72638.0,51.0
262059.0,2326.0,0.0,0.0,103102892.0,AVB BANK,322 SOUTH MAIN STREET ,BROKEN ARROW,OK,74012.0,51.0
262237.0,21784.0,0.0,12916.0,61202452.0,FIRST PORT CITY BANK,400 WEST SHOTWELL STREET ,BAINBRIDGE,GA,39819.0,51.0
262358.0,9967.0,0.0,0.0,111909210.0,AMERICAN STATE BANK,102 FRONT STREET ,ARP,TX,75750.0,51.0
262741.0,12869.0,0.0,0.0,83902316.0,FARMERS BANK & TRUST COMPANY,201 SOUTH MAIN STREET ,MARION,KY,42064.0,51.0
262844.0,12814.0,0.0,0.0,75908658.0,PEOPLES STATE BANK,301 EAST BLACKHAWK AVENUE ,PRAIRIE DU CHIEN,WI,53821.0,51.0
262956.0,15165.0,0.0,0.0,91103181.0,PEOPLES STATE BANK OF MUNISING,100 E. SUPERIOR ,MUNISING,MI,49862.0,51.0
263243.0,21247.0,0.0,0.0,83901113.0,"FIRST KENTUCKY BANK, INC.",223 SOUTH SIXTH STREET ,MAYFIELD,KY,42066.0,41.0
263627.0,6725.0,5635.0,0.0,44206475.0,"FIRST NATIONAL BANK OF WAVERLY, THE",107 NORTH MARKET STREET ,WAVERLY,OH,45690.0,51.0
264455.0,15206.0,0.0,0.0,111921777.0,FIRST STATE BANK,130 EAST CORSICANA STREET ,ATHENS,TX,757512502.0,51.0
264772.0,32551.0,708433.0,8433.0,211075086.0,RADIUS BANK,1 HARBOR STREET STE 201 ,BOSTON,MA,2210.0,41.0
265340.0,12163.0,0.0,0.0,83905546.0,"FARMERS BANK OF MILTON, THE",41 FERRY STREET ,MILTON,KY,40045.0,51.0
265407.0,18012.0,0.0,10780.0,211770271.0,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET ,LACONIA,NH,3246.0,51.0
265452.0,18165.0,0.0,0.0,101109321.0,"STOCKGROWERS STATE BANK, THE",3RD & MAIN ,MAPLE HILL,KS,66507.0,51.0
265676.0,31545.0,0.0,0.0,284373838.0,CENTRAL BANK,485 WAYNE ROAD ,SAVANNAH,TN,38372.0,51.0
266066.0,26219.0,18609.0,0.0,111315794.0,FIRST NATIONAL BANK,729 W 7TH ,SPEARMAN,TX,790810337.0,51.0
266244.0,12706.0,0.0,0.0,81006395.0,STATE BANK,885 NORTH ILLINOIS ROUTE 3 ,WATERLOO,IL,62298.0,51.0
266253.0,4061.0,0.0,0.0,103102368.0,ACB BANK,323 SOUTH GRAND ,CHEROKEE,OK,73728.0,51.0
266271.0,28330.0,23253.0,0.0,291070001.0,TCF NATIONAL BANK,2508 SOUTH LOUISE AVENUE ,SIOUX FALLS,SD,57106.0,31.0
266655.0,5405.0,0.0,0.0,104901717.0,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY ,FULLERTON,NE,68638.0,51.0
266851.0,14056.0,0.0,0.0,81914131.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE ,SAINT CLAIR,MO,63077.0,51.0
266945.0,292.0,0.0,0.0,83902581.0,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET ,MONTICELLO,KY,42633.0,51.0
267652.0,16656.0,0.0,0.0,91916527.0,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH ,AITKIN,MN,56431.0,51.0
268006.0,18013.0,0.0,0.0,211770213.0,MASCOMA BANK,67 NORTH PARK STREET ,LEBANON,NH,3766.0,41.0
268136.0,11295.0,0.0,0.0,61203558.0,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET ,SWAINSBORO,GA,30401.0,51.0
268677.0,30394.0,705273.0,5273.0,226072498.0,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET ,NEW YORK,NY,10027.0,41.0
268828.0,19011.0,0.0,0.0,51401153.0,LEGACY BANK,20957 RIVERSIDE DRIVE ,GRUNDY,VA,24614.0,41.0
268976.0,27238.0,0.0,4390.0,211371573.0,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET ,WINCHESTER,MA,1890.0,51.0
269049.0,11763.0,0.0,0.0,73905187.0,VISIONBANK OF IOWA,104 CHESTNUT ,AMES,IA,50010.0,51.0
269058.0,10989.0,0.0,0.0,91904610.0,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST ,ANNANDALE,MN,55302.0,41.0
269571.0,29471.0,0.0,3506.0,243373280.0,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE. ,FORD CITY,PA,16226.0,51.0
269759.0,8845.0,0.0,0.0,91211963.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET ,APPLETON,MN,56208.0,51.0
270148.0,19689.0,0.0,0.0,81218879.0,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET ,BENTON,IL,62812.0,51.0
270353.0,1391.0,0.0,0.0,91904322.0,ARLINGTON STATE BANK,230 WEST MAIN ,ARLINGTON,MN,55307.0,51.0
270504.0,6271.0,1368.0,0.0,11601029.0,COMMUNITY NATIONAL BANK,4811 US ROUTE 5 ,DERBY,VT,5829.0,51.0
270531.0,22811.0,0.0,0.0,71002422.0,BRICKYARD BANK,6676 NORTH LINCOLN AVENUE ,LINCOLNWOOD,IL,60712.0,51.0
270652.0,16448.0,0.0,0.0,91408161.0,SECURITY STATE BANK,450 MAIN STREET ,ALEXANDRIA,SD,57311.0,51.0
271136.0,17878.0,0.0,0.0,65000731.0,BANK OF LOUISIANA,300 ST.CHARLES AVENUE ,NEW ORLEANS,LA,70130.0,51.0
271275.0,27269.0,0.0,5366.0,211372035.0,DEAN CO-OPERATIVE BANK,21 MAIN STREET ,FRANKLIN,MA,2038.0,41.0
271341.0,5847.0,0.0,0.0,83905630.0,PEOPLES BANK MT WASHINGTON,201 NORTH BARDSTOWN ROAD ,MOUNT WASHINGTON,KY,40047.0,51.0
271529.0,9155.0,0.0,13478.0,53206819.0,COUNTYBANK,419 MAIN STREET ,GREENWOOD,SC,29646.0,51.0
272030.0,170.0,0.0,0.0,61103920.0,"PEOPLES BANK OF GEORGIA, THE",26 WEST MONROE STREET ,TALBOTTON,GA,31827.0,51.0
272058.0,17062.0,0.0,0.0,91216340.0,STATE BANK OF BELLINGHAM,201 MAIN ,BELLINGHAM,MN,56212.0,51.0
272151.0,3232.0,11642.0,0.0,114919281.0,"GRANGER NATIONAL BANK, THE",201 WEST DAVILLA ,GRANGER,TX,76530.0,51.0
272272.0,28332.0,0.0,0.0,281573259.0,SOUTHERN BANK,2991 OAK GROVE ROAD ,POPLAR BLUFF,MO,63901.0,51.0
272302.0,90250.0,0.0,16919.0,211370943.0,INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY,93 STATE STREET ,NEWBURYPORT,MA,1950.0,41.0
273336.0,21031.0,0.0,13789.0,63108680.0,"BANK OF TAMPA, THE",601 BAYSHORE BLVD ,TAMPA,FL,336062761.0,41.0
273550.0,17672.0,0.0,0.0,101105079.0,"CITIZENS STATE BANK, THE",201 SOUTH CHRISTIAN AVENUE ,MOUNDRIDGE,KS,67107.0,51.0
273653.0,9727.0,0.0,0.0,91909518.0,CONCORDE BANK,16 SW MAIN ST. ,BLOMKEST,MN,56216.0,51.0
273662.0,9978.0,0.0,0.0,114902405.0,FIRST STATE BANK OF UVALDE,200 EAST NOPAL STREET ,UVALDE,TX,788015332.0,51.0
273840.0,3846.0,0.0,0.0,81216758.0,COMMUNITY FIRST BANK OF THE HEARTLAND,117 NORTH 10TH STREET ,MOUNT VERNON,IL,62864.0,51.0
273859.0,12284.0,0.0,0.0,103104816.0,FARMERS AND MERCHANTS BANK,101 EAST SECOND STREET ,DUKE,OK,73532.0,51.0
274025.0,9438.0,0.0,0.0,41213704.0,MT. VICTORY STATE BANK,103 SOUTH MAIN ST ,MOUNT VICTORY,OH,43340.0,51.0
274052.0,14024.0,0.0,0.0,101109512.0,"FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS",103 SOUTH 5TH STREET ,MOUND CITY,KS,66056.0,51.0
274548.0,13411.0,0.0,0.0,73905006.0,NORTHWESTERN BANK,122 CENTRAL AVENUE NORTH WEST ,ORANGE CITY,IA,51041.0,51.0
274829.0,21883.0,0.0,11947.0,51403672.0,TRUPOINT BANK,20089 RIVERSIDE DRIVE ,GRUNDY,VA,24614.0,41.0
274856.0,1118.0,0.0,0.0,91401919.0,CITIZENS STATE BANK OF ARLINGTON,128 SOUTH MAIN STREET ,ARLINGTON,SD,57212.0,51.0
275255.0,19274.0,0.0,0.0,104101258.0,BANNER CAPITAL BANK,205 STATE STREET ,HARRISBURG,NE,69345.0,41.0
275358.0,1117.0,0.0,0.0,91407175.0,AMERICAN BANK & TRUST,120 EAST MAIN STREET ,WESSINGTON SPRINGS,SD,57382.0,51.0
275479.0,29842.0,0.0,4186.0,211072885.0,COMMONWEALTH COOPERATIVE BANK,1172 RIVER STREET ,HYDE PARK,MA,2136.0,51.0
275657.0,10503.0,0.0,0.0,101112318.0,"FIRST STATE BANK, THE",206 NORTH PENNSYLVANIA AVENUE ,NESS CITY,KS,67560.0,51.0
276074.0,29496.0,703552.0,3552.0,221371770.0,SENECA SAVINGS,35 OSWEGO ST ,BALDWINSVILLE,NY,13027.0,51.0
276159.0,4735.0,0.0,0.0,101106353.0,SOUTHWIND BANK,702 NORTH 2ND STREET ,NATOMA,KS,67651.0,51.0
276551.0,3029.0,8489.0,0.0,102102576.0,FIRST NATIONAL BANK OF HUGO,321 4TH STREET ,HUGO,CO,80821.0,41.0
276579.0,2270.0,4341.0,0.0,124000054.0,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION","ONE SOUTH MAIN STREET, SUITE 200 ",SALT LAKE CITY,UT,84133.0,41.0
276645.0,26944.0,0.0,0.0,73922403.0,AMERICAN STATE BANK,1000 JEFFREYS DRIVE ,OSCEOLA,IA,50213.0,51.0
276654.0,1600.0,0.0,0.0,91206703.0,FIRST FARMERS & MERCHANTS STATE BANK,106 WEST MAIN STREET ,BROWNSDALE,MN,55918.0,41.0
276850.0,5415.0,0.0,0.0,104113819.0,SECURITY FIRST BANK,5505 RED ROCK LANE ,LINCOLN,NE,68516.0,51.0
276953.0,1687.0,0.0,0.0,91406972.0,COMMUNITY BANK,118 N. MAIN STREET ,AVON,SD,57315.0,51.0
277240.0,22282.0,0.0,0.0,71924306.0,FIRST NATIONS BANK,7757 WEST DEVON AVENUE ,CHICAGO,IL,60631.0,51.0
277277.0,30431.0,0.0,0.0,243073959.0,SSB BANK,8700 PERRY HIGHWAY ,PITTSBURGH,PA,15237.0,41.0
277679.0,29501.0,703560.0,3560.0,273970527.0,INTERSTATE FEDERAL SAVINGS AND LOAN ASSOCIATION,154 MAIN ST ,MCGREGOR,IA,521570000.0,41.0
277736.0,4945.0,0.0,0.0,64206031.0,PEOPLES BANK OF THE SOUTH,100 WEST CENTRAL AVENUE ,LAFOLLETTE,TN,37766.0,51.0
277820.0,17563.0,0.0,12235.0,53202596.0,PALMETTO STATE BANK,601 FIRST STREET W ,HAMPTON,SC,29924.0,51.0
278256.0,1867.0,0.0,0.0,101104795.0,"FARMERS STATE BANK OF OAKLEY, KANSAS, THE",100 CENTER AVENUE ,OAKLEY,KS,67748.0,51.0
278555.0,4091.0,12044.0,0.0,103100195.0,"STRIDE BANK, NATIONAL ASSOCIATION",324 WEST BROADWAY AVENUE ,ENID,OK,73701.0,51.0
278733.0,16275.0,0.0,0.0,61211346.0,"CITIZENS BANK OF COCHRAN, THE",124 EAST DYKES STREET ,COCHRAN,GA,31014.0,51.0
278751.0,5110.0,6352.0,0.0,91206826.0,WESTERN NATIONAL BANK OF CASS LAKE,210 2ND STREET NW ,CASS LAKE,MN,56633.0,51.0
278818.0,7514.0,0.0,0.0,31311807.0,PEOPLES SECURITY BANK AND TRUST COMPANY,150 NORTH WASHINGTON AVENUE ,SCRANTON,PA,18503.0,41.0
278872.0,30439.0,0.0,5337.0,242071664.0,EAGLE.BANK,6415 BRIDGETOWN ROAD ,CINCINNATI,OH,45248.0,51.0
279105.0,23293.0,0.0,8064.0,211871688.0,FLORENCE BANK,85 MAIN STREET ,FLORENCE,MA,1062.0,41.0
279842.0,14995.0,0.0,0.0,75907374.0,RIVER BANK,145 NORTH MAIN STREET ,STODDARD,WI,54658.0,51.0
279954.0,1402.0,0.0,0.0,91904856.0,CITIZENS ALLIANCE BANK,55 1ST STREET NORTHWEST ,CLARA CITY,MN,56222.0,41.0
280110.0,17534.0,14761.0,0.0,41001039.0,KEYBANK NATIONAL ASSOCIATION,127 PUBLIC SQUARE ,CLEVELAND,OH,441141306.0,31.0
280138.0,21526.0,0.0,12065.0,61102523.0,WEST CENTRAL GEORGIA BANK,617 N. CHURCH STREET ,THOMASTON,GA,30286.0,51.0
280352.0,4092.0,0.0,0.0,103104120.0,FIRST BANK,118 WEST ROGER MILLER BLVD ,ERICK,OK,73645.0,51.0
280558.0,5115.0,12395.0,0.0,91913177.0,"FIRST NATIONAL BANK OF COKATO, THE",365 BROADWAY AVENUE SOUTH ,COKATO,MN,55321.0,51.0
282075.0,29520.0,0.0,3586.0,243374221.0,WASHINGTON FINANCIAL BANK,77 SOUTH MAIN STREET ,WASHINGTON,PA,15301.0,41.0
282226.0,1660.0,0.0,13857.0,53204280.0,FARMERS AND MERCHANTS BANK OF SOUTH CAROLINA,8624 OLD STATE ROAD ,HOLLY HILL,SC,29059.0,51.0
282824.0,12985.0,0.0,0.0,43315147.0,ELDERTON STATE BANK,143 MAIN STREET ,ELDERTON,PA,15736.0,51.0
283157.0,1401.0,0.0,0.0,91207087.0,STATE BANK OF DANVERS,2010 MINNESOTA AVENUE ,BENSON,MN,56215.0,51.0
283438.0,20856.0,0.0,10886.0,65002108.0,LIBERTY BANK AND TRUST COMPANY,6600 PLAZA DRIVE SUITE 600,NEW ORLEANS,LA,70127.0,41.0
283652.0,24677.0,17926.0,0.0,103903046.0,"TRIAD BANK, NATIONAL ASSOCIATION",7646 EAST 61ST STREET ,TULSA,OK,74133.0,51.0
283737.0,19502.0,15550.0,11218.0,64101233.0,FIRST NATIONAL BANK OF TENNESSEE,214 EAST MAIN STREET ,LIVINGSTON,TN,38570.0,51.0
283867.0,20845.0,0.0,0.0,113113392.0,WALLIS BANK,6510 RAILROAD STREET ,WALLIS,TX,77485.0,41.0
284154.0,18856.0,0.0,0.0,103101013.0,OKLAHOMA CAPITAL BANK,8080 S. YALE AVE ,TULSA,OK,74126.0,51.0
284239.0,1713.0,0.0,17417.0,64104162.0,BANK OF PERRY COUNTY,33 SOUTH MAIN STREET ,LOBELVILLE,TN,37097.0,51.0
284556.0,12285.0,0.0,0.0,103107622.0,STOCKMANS BANK,3421 NORTH MAIN STREET ,ALTUS,OK,73521.0,51.0
284752.0,1415.0,714810.0,14810.0,91214753.0,NORTHWOODS BANK OF MINNESOTA,1200 EAST FIRST STREET ,PARK RAPIDS,MN,56470.0,51.0
284958.0,8604.0,0.0,0.0,104907562.0,FIRST STATE BANK,201 MAIN STREET ,HORDVILLE,NE,68846.0,51.0
285151.0,1141.0,0.0,0.0,102100675.0,"COLORADO BANK AND TRUST COMPANY OF LA JUNTA, THE",301 COLORADO AVENUE ,LA JUNTA,CO,81050.0,41.0
285348.0,22971.0,0.0,0.0,71924872.0,STATE BANK,7526 HANCOCK DRIVE ,WONDER LAKE,IL,60097.0,51.0
285544.0,24199.0,17525.0,16222.0,72413450.0,CAPITOL NATIONAL BANK,200 WASHINGTON SQUARE NORTH ,LANSING,MI,48933.0,41.0
285553.0,15749.0,0.0,0.0,91408909.0,"SECURITY STATE BANK, THE",117 N. 3RD STREET ,EMERY,SD,57332.0,41.0
285740.0,16664.0,0.0,0.0,83900402.0,"PADUCAH BANK AND TRUST COMPANY, THE",555 JEFFERSON STREET ,PADUCAH,KY,42001.0,41.0
285759.0,15611.0,0.0,0.0,103112620.0,OKLAHOMA STATE BANK,120 WEST CANADIAN ,VINITA,OK,74301.0,51.0
285777.0,29532.0,0.0,3607.0,281971356.0,NOKOMIS SAVINGS BANK,100 WEST STATE STREET ,NOKOMIS,IL,62075.0,51.0
285852.0,4746.0,0.0,0.0,101114109.0,FIRST OPTION BANK,601 MAIN STREET ,OSAWATOMIE,KS,66064.0,51.0
285928.0,16968.0,0.0,0.0,53207533.0,PEOPLES BANK THE,801 EAST FRONT STREET ,IVA,SC,29655.0,51.0
286251.0,420.0,0.0,0.0,103109523.0,BANK OF VICI,121 WEST BROADWAY ,VICI,OK,73859.0,51.0
286457.0,8851.0,0.0,0.0,91900119.0,PARK STATE BANK,2630 WEST SUPERIOR STREET ,DULUTH,MN,55806.0,51.0
286840.0,8513.0,0.0,0.0,73915449.0,STATE SAVINGS BANK,102 NORTH MAIN STREET ,RAKE,IA,50465.0,51.0
287007.0,6990.0,976.0,0.0,21906808.0,"PUTNAM COUNTY NATIONAL BANK OF CARMEL, THE",43 GLENEIDA AVENUE ,CARMEL,NY,10512.0,51.0
287342.0,9300.0,0.0,0.0,73915494.0,"READLYN SAVINGS BANK, THE",141 MAIN STREET ,READLYN,IA,50668.0,41.0
287856.0,2312.0,0.0,0.0,103112031.0,"AMERICAN BANK, THE",201 EAST CHEROKEE ,WAGONER,OK,74467.0,51.0
287922.0,9439.0,0.0,0.0,44212139.0,"PEOPLES SAVINGS BANK, THE",710 SECOND ST ,NEW MATAMORAS,OH,45767.0,51.0
287959.0,10505.0,0.0,0.0,101100964.0,KANSAS STATE BANK,236 NORTH MAIN STREET ,OTTAWA,KS,66067.0,51.0
288152.0,3985.0,8624.0,0.0,91403140.0,"FIRST NATIONAL BANK OF FREDERICK, THE",314 MAIN STREET ,FREDERICK,SD,57441.0,51.0
288358.0,4218.0,4704.0,0.0,103101110.0,"FIRST NATIONAL BANK AND TRUST COMPANY OF VINITA, THE",102 WEST ILLINOIS ,VINITA,OK,74301.0,51.0
288376.0,29548.0,0.0,3645.0,262287386.0,PINNACLE BANK,1811 2ND AVENUE ,JASPER,AL,35501.0,41.0
288853.0,18714.0,0.0,0.0,107005047.0,FIRSTBANK,10403 W. COLFAX AVENUE ,LAKEWOOD,CO,80215.0,41.0
289056.0,13784.0,6863.0,0.0,91107705.0,"NORTHERN INTERSTATE BANK, NATIONAL ASSOCIATION",501 WEST U.S. HIGHWAY 2 ,NORWAY,MI,49870.0,51.0
289225.0,15326.0,0.0,0.0,44107778.0,"UNION BANKING COMPANY, THE",105 EAST CENTER STREET ,WEST MANSFIELD,OH,43358.0,51.0
289515.0,8405.0,0.0,0.0,31304306.0,FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG,20 S. MAIN STREET ,CHAMBERSBURG,PA,17201.0,51.0
289702.0,17658.0,0.0,8540.0,211274515.0,NORWAY SAVINGS BANK,261 MAIN STREET ,NORWAY,ME,4268.0,51.0
289739.0,17767.0,0.0,11799.0,65204980.0,GUARANTY BANK AND TRUST COMPANY,175 NEW ROADS STREET ,NEW ROADS,LA,70760.0,51.0
289757.0,1125.0,0.0,0.0,91402277.0,MERCHANTS STATE BANK,305 S. MAIN ,FREEMAN,SD,57029.0,51.0
290052.0,17633.0,0.0,0.0,86518477.0,CENTRAL BANK OF THE OZARKS,1800 SOUTH GLENSTONE AVENUE ,SPRINGFIELD,MO,65804.0,41.0
290249.0,16160.0,0.0,0.0,75901341.0,WAUKESHA STATE BANK,151 EAST  ST. PAUL AVENUE ,WAUKESHA,WI,53188.0,41.0
290838.0,15270.0,0.0,0.0,62206813.0,MERIT BANK,659 GALLATIN STREET ,HUNTSVILLE,AL,35801.0,51.0
290922.0,6728.0,13198.0,0.0,42207379.0,"NATIONAL BANK OF ADAMS COUNTY OF WEST UNION, THE",218 NORTH MARKET STREET ,WEST UNION,OH,45693.0,51.0
291059.0,10674.0,0.0,0.0,103105394.0,BANK OF HYDRO,146 WEST MAIN STREET ,HYDRO,OK,73048.0,51.0
291330.0,1744.0,0.0,16838.0,62203638.0,FIRST BANK,312 MAIN STREET ,WADLEY,AL,36276.0,51.0
291376.0,30492.0,705440.0,5440.0,291270270.0,JACKSON FEDERAL SAVINGS & LOAN ASSOCIATION,414 2ND STREET ,JACKSON,MN,56143.0,41.0
291611.0,11113.0,0.0,0.0,31309505.0,HAMLIN BANK AND TRUST COMPANY,333 WEST MAIN STREET ,SMETHPORT,PA,16749.0,51.0
291732.0,1745.0,0.0,17234.0,62204378.0,FARMERS & MERCHANTS BANK,320 MAIN STREET ,WATERLOO,AL,35677.0,51.0
292234.0,19440.0,0.0,0.0,262286950.0,FIRST FINANCIAL BANK,1630 4TH AVENUE NORTH ,BESSEMER,AL,35020.0,51.0
292467.0,13600.0,0.0,0.0,111905133.0,POINTWEST BANK,200 WEST OAK STREET ,WEST,TX,766911488.0,41.0
292850.0,5076.0,11305.0,0.0,91108746.0,"FIRST NATIONAL BANK OF WAKEFIELD, THE",400 SUNDAY LAKE ST. ,WAKEFIELD,MI,49968.0,51.0
292908.0,6947.0,11583.0,0.0,22310121.0,"EVANS BANK, NATIONAL ASSOCIATION",8599 ERIE ROAD ,ANGOLA,NY,14006.0,41.0
