"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
280558																				264	0	886		91				531					0	0	0	0				
282075																				5460	14074	76907		8503				6176					0	42694	0	0				
282226																				380	5879	9684		604				1451					0	1370	0	0				
282824																				1154	1810	16643		4649				1470					0	3312	0	4248				
283157																				367	0	1811		28				389					0	0	0	1027				
283438																				2290	7835	44251	790	23909	15231			4313					0	5904	0	0	INVESTMENT IN MAC			
283652																				509	0	4226		416				3301					0	0	0	0				
283737																				1392	0	8054		651				6011					0	0	0	0				
283867																				6158	0	24341		3523				5180					0	9480	0	0				
284154																				1038	395	2604		297				874					0	0	0	0				
284239																				515	41	6617		233				1084					0	4744	0	0				
284556																				4014	0	15626		2096				7262					0	2254	0	0				
284752																				540	0	1884		244				796					0	304	0	0				
284958																				190	63	860		122				485					0	0	0	0				
285151																			25	1667	0	2935	39	306	174			962					0	0	0	0	Net Deferred Compensation Plan			
285348																				600	688	6239		3652				1299					0	0	0	0				
285544																				803	1310	3136	133	470				553		128			0	0	0	0				
285553																				0	0	1204		0				545					0	659	0	0				
285740																			6	5162	0	27954	619	1375		545		3478		77	128		0	17939	0	0	Cardinal Tickets	Right of Use Asset		
285852																				3460	785	18341		1702				3006					0	9388	0	0				
285928																				367	0	12125		733				1888					0	9137	0	0				
286251																				0	0	2110		103				362					0	1645	0	0				
286457																				1850	4702	39721		5803				6234					0	21132	0	0				
286840																				0	0	1324		90				1234					0	0	0	0				
287007																				228	1942	2653		103				380					0	0	0	0				
287342																				600	183	2671		177				1322					0	389	0	0				
287922																				102	520	2646		73				223					0	1728	0	0				
287959																				1087	305	2299		102				805					0	0	0	0				
288152																				128	327	1893		31				231					0	1176	0	0				
288376																				843	9584	22864	201	201				1530					0	10706	0	0				
288853																				82791	326880	988401		127107				90808	79190				0	181821	0	178994				
289056																				1016	2547	10635		211				790					0	6071	0	0				
289225																				519	0	2273		23				266					0	1465	0	0				
289515																				10295	11876	58416		6455				7400					0	14731	0	7659				
289702																				7656	14467	40359		3886				5780					0	8570	0	0				
289739																				1060	997	9432		624				1412					0	5339	0	0				
289757																				1434	451	8534		90				3000					0	3559	0	0				
290249																				3850	0	64661	1028	26192	23218			5475					0	29144	0	0	Investment in CDE			
290838																				1609	1034	4863		553				1667					0	0	0	0				
290922																				78	0	1070		111				881					0	0	0	0				
291059																				313	0	3758		110				1158					0	2177	0	0				
291376																				80	949	4099		794	741			72					0	2204	0	0	RETIREMENT PLANS			
291611																				953	0	4769		2398				1418					0	0	0	0				
291732																				76	3142	3947		19				710					0	0	0	0				
292234																				1994	1643	16300		623				1186					0	10854	0	0				
292467																				408	0	1152		272				472					0	0	0	0				
292850																				98	267	582		34				183					0	0	0	0				
292908																				11004	22890	89492	1322	3965				8630			3		0	43003	0	0				
293053																				2226	7832	51827		1226				7954					0	32589	0	0				
293352																				91	0	798		53				654					0	0	0	0				
293437																				1947	11933	25289		269				2648					0	451	4330	3711				
293651																				1536	50	10337		18				3912					0	4364	0	457				
293754																				108	0	2275		340				355					0	1472	0	0				
294023																				1206	8909	32088		4709				5656					0	11608	0	0				
294751																				650	0	9985	2138	3489	1088			1817					0	4029	0	0	Check Card Settlement Receivable			
294779																				5037	299	41841	2880	6125	1624	1314		7102					0	23278	0	0	Lease right to use asset	Card processing prefund		
294827																				80	1082	6578		309				644					0	4463	0	0				
295011																			1	2964	2735	19708	822	1238	337			2493					0	10278	0	0	Loan Fees Receivable			
295057																				295	0	1496		440				761					0	0	0	0				
295646																			7	0	445	628		7				176					0	0	0	0				
296456																				1975	205	11654		1155				3497					0	4822	0	0				
296474																				581	220	10738		877				1261					0	7799	0	0				
296559																				681	667	5920		2504				2068					0	0	0	0				
296755																				224	0	6502		77				2072					0	4129	0	0				
296858																				139	201	5097		219				3266					0	1272	0	0				
297051																				1339	35	6016		111				1111					0	3420	0	0				
297761																				987	7919	18010		2931				896					0	5277	0	0				
298049																				245	115	2367		384				1623					0	0	0	0				
298218																				6166	4493	42661		1335				5376					0	22863	0	2428				
298245																				1934	9201	14371	511	966	448			2270					0	0	0	0	INCOME TAX RECEIVABLES			
299868																				1202	3854	27564	524	843				1562			258		0	14570	0	5533				
300009																				2410	3818	37253		5064				2554					0	20707	0	2700				
300063																				5290	2274	12366		1926				2876					0	0	0	0				
300353																				869	0	9031		512				2513					0	5137	0	0				
300933																				289	0	15456	780	918				2275					0	7372	0	4602				
300942																				256	236	5059	103	145				1108					0	3314	0	0				
300960																				1312	6668	16039		2109				5950					0	0	0	0				
301574																				1847	4037	40195		1759				2983					0	19000	5941	4628				
301800																				3354	13090	69788	2436	18788	8026			5811					0	28745	0	0	Right of Use Lease Asset			
302030																				219	1076	1582		156				131					0	0	0	0				
302133																				249	175	2871		86				233					0	2128	0	0				
302553																				1820	563	11304		1205				2992					0	4724	0	0				
302656																				6291	3261	75891	3268	20104	1305	2795		20757	10904	355	634		0	25478	0	0	EFT Settlement	Income Tax Refund Receivable		
303653																				50	0	1769		392				1327					0	0	0	0				
303701																				1120	3105	9880		1421				1109					0	3125	0	0				
303747																				130	799	3735		208				467					0	1939	192	0				
303952																				2285	6291	21365		425				5886					0	6478	0	0				
304173																				5787	16602	71502		3832				2923					0	42358	0	0				
304520																				299	0	4518		105				528					0	1605	0	1981				
304575																				304	2	624		289				29					0	0	0	0				
304762																				243	54	1865		906				662					0	0	0	0				
304913																			0	0	572	3285	0	2713	2712	0	0	0	0	0	0	0	0	0	0	0	OTHER ASSETS			
305059																				777	0	3434		863				1794					0	0	0	0				
305077																				347	596	8067		2559				664					0	3681	0	220				
305237																				152	1053	8669		1541				933					0	4990	0	0				
305442																				1396	4350	21319		470				2073					0	13030	0	0				
306056																				138	126	1193		183				526					0	220	0	0				
306159																				4414	0	17743	519	1181	662			2174					0	9974	0	0	Fiserv Card Reserve			
306337																				596	0	14976		1453				4037					0	8493	0	397				
306908																				337	3509	37281		9838				3208					0	18087	0	2302				
307062																				384	5074	11404		842				3876					0	1228	0	0				
307334																				1021	1517	9128		987				1240					0	4363	0	0				
307361																				2711	1441	8098		1910				2036					0	0	0	0				
307679																				1689	4675	41272		2940				4291					0	20205	163	7309				
308256																				60	0	844		105				679					0	0	0	0				
308340																				1782	0	11432		930				3652					0	3308	0	1760				
308836																				332	281	1015		159				243					0	0	0	0				
309150																				1339	0	16798		718				1973					0	0	12768	0				
309655																				2364	5198	24947		3425				8274					0	5686	0	0				
309851																				164	0	4564		1724				463					0	2213	0	0				
310754																				1457	0	13756		11077				1222					0	0	0	0				
310950																				333	0	4657		0				905					0	3419	0	0				
310978																				21983	11387	134578		25430				7571	15226				0	57466	10741	0				
311050																				3167	0	20264		2972				5911					0	8214	0	0				
311144																				0	0	320		9				311					0	0	0	0				
311256																				1153	527	6431		1153				1495					0	2103	0	0				
311265																				1567	0	12059		498				1315					0	8679	0	0				
311603																				7284	4315	41888		17037				3939					0	0	9313	0				
311658																				366	1424	3404	120	120				331					0	1163	0	0				
311845																				69216	231907	796682		331623				93644					0	65656	4636	0				
311939																				947	0	8910		725				1446					0	5792	0	0				
312244																				2926	0	28025		780				7872					0	16447	0	0				
312356																				104	0	1913		164				1645					0	0	0	0				
313009																				4536	2120	8655		940				1059					0	0	0	0				
313157																				346	0	3252		258				1995					0	653	0	0				
313223																				5315	3369	21382		2843				1968					0	6583	0	1304				
313577																				4272	3997	33203		1677				3383					0	15900	0	3974				
314257																				2893	0	26656		14347				4215					0	5201	0	0				
314444																				1298	0	6411		314				2231					0	2568	0	0				
315656																				308	0	1667		403				956					0	0	0	0				
316840																				44729	37114	222365	7621	15462				20276					0	63077	0	41707				
316859																				336	1758	5259		290				1656					0	1219	0	0				
316934																				0	0	680		96				584					0	0	0	0				
317258																				384	0	20789		1330				4673					0	13292	0	1110				
317342																				24753	48490	294303		88698	50531			26075					0	93770	12517	0	Maturity of Cusip 912828W71			
317379																				634	3390	10272		3018				2249					0	981	0	0				
317650																				0	1128	1429		120				181					0	0	0	0				
318974																				27763	1999	144746		53843				7105					0	53182	0	854				
319047																				1680	1309	10931		1571				1764					0	2420	0	2187				
319458																				184	0	1541		271				639					0	447	0	0				
319551																				6257	1499	21464		343				5890					0	7475	0	0				
320034																				150	158	2292		103				767					0	1114	0	0				
320052																				1621	589	9677	2230	4763				2704		2320			0	0	0	0	Rejectd Debit	Reject Debits		
320070																				1801	624	8575		646				585					0	4186	0	733				
320119																				14504	67690	538690		144905				61766	62764	36508			0	249825	0	0				
321152																				320	0	2497	471	1345				832					0	0	0	0				
321255																				35	0	552	68	88				429					0	0	0	0				
321273																				5480	5798	33531		3804				2265					0	16184	0	0				
321330																				50	889	2418		97				568					0	814	0	0				
321947																				2249	8654	31700	504	1289				3400					0	12090	0	4018				
322449																				511	226	2178		216				1225					0	0	0	0				
322551																				51	113	451		59				228					0	0	0	0				
323204																				7586	23314	62022		1871				7308					0	19999	0	1944				
323651																				587	2089	6468		277				3515					0	0	0	0				
324153																				818	2955	10427		599				1244					0	4811	0	0				
324229																				293	297	874		122				162					0	0	0	0				
324256																				0	0	925		69				856					0	0	0	0				
324340																				9515	14995	107741	1672	26698	1744			11454	20248				0	43725	0	1354	Cinnaire			
324854																				368	1918	11585		662				3034					0	5603	0	0				
324863																				3491	19648	65732	1919	2094				12331					0	28168	0	0				
324975																				1013	1707	6436		375				413					0	2819	109	0				
325141																			30	1073	3509	11343	474	504				1138					0	2464	0	2655				
325459																				182	676	1296		34				404					0	0	0	0				
325534																				436	0	5745		1500				1290					0	0	0	2519				
326054																				552	1488	4834		575				2219					0	0	0	0				
326344																				1613	10214	27717		551				6864					0	6083	0	2392				
326858																				4080	14954	69795		25857				13065					0	11839	0	0				
326979																				1201	6542	30782		1070				2643					0	17344	0	1982				
327220																				444	1328	6682		779				886					0	3245	0	0				
327305																				1734	2837	39150	984	15875				3265	13447				0	15439	0	0				
327435																				3960	18542	42014		1195				2795					0	15522	0	0				
327556																				1081	0	13825		944				3647					0	8153	0	0				
327855																				3657	0	25327		800				3025					0	17845	0	0				
328058																				263	0	552		9				280					0	0	0	0				
328357																				2572	0	8262	114	561				2350		111	328		0	2779	0	0				
328656																				755	0	5170		303				1732					0	2380	0	0				
328777																				14285	28655	138615		13296	5619			10879					0	60731	1732	9037	SBIC - Investment			
329149																				1022	0	5947		137				2364					0	2424	0	0				
329345																				3834	5601	30887		2039				4004					0	14489	920	0				
329550																				1136	3278	22100		2900				2789					0	7945	0	4052				
329952																				5782	7570	17280	458	481				3447					0	0	0	0				
330239																				551	859	15640		238				1494					0	10635	0	1863				
330248																				278	0	5590		179				1607					0	3526	0	0				
330855																				11040	10002	146438	10621	41745	18475			16464			3918		0	58922	0	8265	Purchased Tax Credits			
330873																				1535	831	8978	754	951				1387					0	4274	0	0				
330949																				1448	1585	9905		629				1709					0	4534	0	0				
331076																				1495	1681	15188		124				1198					0	10690	0	0				
331375																				1105	720	4401		1365				1211					0	0	0	0				
331544																				0	0	3597		129				406					0	3062	0	0				
331713																				2196	7817	31185		980				2109					0	14166	0	3917				
332224																				324	3342	18323		2803				1404					0	10450	0	0				
332345																				0	32	199		129				38					0	0	0	0				
332671																				2555	1296	10064		273				377					0	1453	4110	0				
332756																				436	0	1192		203				553					0	0	0	0				
333034																				185	0	3155		1354				1616					0	0	0	0				
333203																				5676	9661	48622	5960	8772				5666					0	17503	0	1344				
333650																				711	114	13715		63				5949					0	6878	0	0				
333856																				661	2080	15693	514	514				3240					0	9198	0	0				
333940																				279	846	1887	72	72				690					0	0	0	0				
334264																				1169	6962	22562		1473				2824					0	10134	0	0				
335346																				2974	1335	11274		1366				2152					0	1091	1166	1190				
336147																				335	771	3042		459				833					0	644	0	0				
336361																				199	0	1255		73				983					0	0	0	0	OREO			
336576																				1031	0	5775		3520				1224					0	0	0	0				
337340																				289	0	976		153				534					0	0	0	0				
338646																				1593	0	9869		920				3910					0	2489	957	0				
338945																				80	0	787		83				624					0	0	0	0				
339072																				9855	0	32226		19565				2806			14913		0	0	0	0				
339353																				56	0	2108		10				968					0	539	0	535				
339456																				2635	0	8243	1142	2883	1148			2725					0	0	0	0	Non-Posted Non Interest Bearing DDA			
339607																				12577	5596	36537		7248				4564					0	6552	0	0				
339773																				28295	19052	150057		33945				17847	29291				0	49606	0	1312				
339858																			0	382550	269339	2081851	0	826608		410982		192986	0	0	0	0	0	90133	315833	4402		Margin Accounts on Derivative Positions		
340135																				5716	7954	65552		16554	14107			5385					0	29943	0	0	LINQS+ Annuities			
340144																				7006	9779	48284		1790				5467					0	24242	0	0				
340256																				2642	1476	12142		4740				2145					0	1139	0	0				
340443																				436	0	6611		1836				862					0	3477	0	0				
340742																				2337	7036	20276	506	1368				3244	221				0	6291	0	0	Right of Use leased office space			
340751																				1649	0	29784		918				5082					0	22135	0	0				
341310																				1329	6120	38774		8598				3765					0	18962	0	0				
342054																				1084	0	3969		1111				1774					0	0	0	0				
342362																				2592	0	23180	365	598	89			5721		15	2		0	10074	0	4195	FIT Receivable			
342410																				11453	21096	133066	5288	13365				13496					0	59799	0	13857				
342634																				55140	98758	783036		267010	73538			76449					0	115947	168052	1680	O/A Investment in Partnerships			
343051																				49	1598	7100		699				456					0	4298	0	0				
343248																				30	205	590	28	28				327					0	0	0	0				
343770																				86	255	893		56				496					0	0	0	0				
343903																				4175	3772	33520		8500				3840					0	11658	0	1575				
343958																				617	0	3275		142				1786					0	730	0	0				
344647																				3280	21420	51866	1823	2561	318			5427					0	19178	0	0	Dealer Reserve			
344852																				40	0	2268		0				739					0	1489	0	0				
345309																				7528	13950	83656	1632	3592				5780			1372		0	52806	0	0				
345345																				3616	0	11135	112	974	263			6545					0	0	0	0	SHAZAM SETTLEMENT			
345747																				4933	4834	30471	614	2088				3413					0	11245	0	3958				
345756																				18217	1762	38221	453	4772				2191			461		2128	9151	0	0				
345877																				2099	1815	24659		930				3077					0	13191	3007	540				
346379																				4796	0	12461		2022				1541					0	4102	0	0				
346566																				145	0	458		118				195					0	0	0	0				
346771																				258	313	1895		711				613					0	0	0	0				
347022																				344	2466	4105		172				713					0	410	0	0				
347639																				6183	1069	26339		6829				2296					0	6925	0	3037				
347956																				1217	0	27229		23631				2381	11068				0	0	0	0				
348159																				2580	740	8227		748				1122					0	3037	0	0				
348720																				659	2889	21993		958				3521					0	12236	1730	0				
349129																				235	0	7490		203				909					0	6143	0	0				
349343																				135	0	1669		223				1311					0	0	0	0				
350572																				137	2081	3154		320				616					0	0	0	0				
350657																				18	0	345		67				260					0	0	0	0				
350750																				1308	0	2509		325				876					0	0	0	0				
351131																				0	1092	1559	71	72				313					0	0	0	82				
351560																				985	2220	10967		1148				990					0	5624	0	0				
351878																				394	303	2060		888				475					0	0	0	0				
352370																				230	776	6524		410				892					0	4216	0	0				
352651																				301	0	2131		601				1229					0	0	0	0				
352745																				1297	0	8357		575				1536					0	4949	0	0				
352772																				12569	160981	736177		189903	100954			66124					0	136660	165567	4373	Low Income Housing Tax Credits			
353238																				1226	962	13922		1946				1855					0	3831	1061	3041				
353546																				315	638	6159		426				1073					0	3707	0	0				
353555																			2032	5653	0	129703	9799	52027				50138	19691				0	19605	0	2280				
353957																				178	0	1551		64				1309					0	0	0	0				
354057																				176	0	1727		109				357					0	1085	0	0				
354253																				243	157	2535		61				403					0	1511	0	160				
354310																				37394	22084	247533	12284	25467				28159					0	111445	13246	9738				
354552																				4040	2284	23229		4365				3946					0	8594	0	0				
354851																				472	0	3893		190				2005					0	1226	0	0				
355120																				801	3677	21622		829				2076					0	11993	0	2246				
355559																				1537	2360	17070		1538				1817					0	9818	0	0				
355858																				3480	27300	51274		8941	2269			7548					0	4005	0	0	Negative Taxes			
356239																				1250	0	9310		437				4011					0	2977	0	635				
356659																				329	159	1664		0				1176					0	0	0	0				
356752																				1040	66	5005		236				1684					0	1979	0	0				
357526																				2580	1656	14054		2500				725					0	6593	0	0				
357553																				525	1951	4899		99				2324					0	0	0	0				
357777																				3060	326	14834		302				974					0	10172	0	0				
357937																				729	438	20012		5983				1368					0	9466	0	2028				
358112																				187	0	5194		46				737					0	4224	0	0				
358448																				220	816	4913		103				316					0	3458	0	0				
358756																				541	0	2290		0				650					0	1099	0	0				
359472																				107	197	674		122				248					0	0	0	0				
359744																				60	780	3186		26				845					0	1475	0	0				
360777																				23	49	427		39				100					0	216	0	0				
361055																				4491	1997	38438		1923				3450					0	17689	0	8888				
361167																				30449	29876	271204	20567	34583				39692					0	82974	8791	44839				
361279																				1011	503	7955		1910				1338					0	1942	0	1251				
361354																				166	0	902		132				581					0	23	0	0				
361439																				839	5447	20116	480	1349	84	573	90	1974			122		0	10507	0	0	Uncollected Late Charges	Pathway State Tax CR Investment	Other Assets	
362043																				376	400	1316		31				509					0	0	0	0				
362155																				134	682	4524		188				908					0	2612	0	0				
362717																				5464	7871	43803	1774	2477				4817			703		0	16904	6270	0				
362856																				853	0	2847		145				824					0	1025	0	0				
362940																				0	0	1339		8				410					0	921	0	0				
363442																				2	15	508		331				160					0	0	0	0				
363648																				279	230	2571		197				1865					0	0	0	0				
363657																				5002	0	16808		6393				1766	282				0	3647	0	0				
363778																				646	0	3446		358				395					0	2047	0	0				
364131																				259	0	7193		2033				1569					0	3332	0	0				
364270	32	202	181	2955	243	2026	617			546			15		0	0	0	0		202																	Deferred Compensation			
364430																				1309	0	2784		38				1058					0	379	0	0				
364850																				421	358	2142	119	172				692		10			0	499	0	0				
365325																				273998	136604	1093165	36509	90876	28600			113787					0	273745	112533	91622	PBO Funded Asset			
365745																				746	2221	11790		3171				1661					0	3991	0	0				
365848																				160	2291	3051		244				356					0	0	0	0				
365950																				246	95	1126		240				545					0	0	0	0				
366078																				7599	1277	33318		5277				3226					0	13891	0	2048				
366238																				4282	17446	48781	2086	4706				7423		159			0	9344	0	5580				
366247																				137	0	1720		22				1561					0	0	0	0				
366359																				26	0	782		236				520					0	0	0	0				
366658																				678	937	2415		179				621					0	0	0	0				
366854																				542	265	1663	242	255				601					0	0	0	0				
367150																				467	261	1422		95				599					0	0	0	0				
367178																				1100	117	6907		336				522					0	3969	0	863				
367431																				317	703	6668		812				1218					0	3618	0	0				
367543																				2129	2634	19253		187				3127					0	2456	0	8720				
368054																				1147	0	2233		5				1081					0	0	0	0				
368344																				611	608	8072	108	152				1376					0	5325	0	0				
368522																				1405	426	11427		3280				746					0	5570	0	0				
368933																				707	0	2088		125				1256					0	0	0	0				
368951																				941	216	3008		300				1551					0	0	0	0				
369453																				778	285	6637		118				1198					0	4258	0	0				
369659																				6137	0	36608		2521				5400					0	22550	0	0				
370020																				5599	3076	25895		1814				2925					0	10107	0	2374				
370347																				467	0	2051		207				1377					0	0	0	0				
370721																				2983	751	15364	427	4162	1442	670	281	2465					0	2986	0	2017	PREPAID PENSION	MORTGAGE SERVICING RIGHTS	FHLB LENDER RISK ACCOUNT	
370833																				144	0	4663		3475				794					0	250	0	0	NMTC INVESTMENT	RIGHT OF USE ASSET		
370954																				197	0	2111		102				511					0	1301	0	0				
371223																				3971	558	13269		7173				1567					0	0	0	0				
371232																				406	2733	10083		384				947					0	4517	0	1096				
371362																				2912	0	18365		185				4520					0	7345	0	3403				
371559																				351	0	2045		63				1631					0	0	0	0				
371755																				150	0	1364	74	492	353		65	722					0	0	0	0	Silver and Gold	Miscellaneous	OPP	
371849																				0	0	2297		161				738					0	896	0	502				
371924																				3168	5567	47060		9314				5248					0	17472	0	6291				
371942																				420	901	4728		24				920					0	2463	0	0				
372444																				377	1359	2627		244				647					0	0	0	0				
372538																				3496	131	24101		1129				4661					0	10371	0	4313				
372640																				984	0	7709		237				1057					0	4847	0	584				
372855																				759	0	6676	485	485				860					0	4572	0	0				
373272																				362	98	1364		699				205					0	0	0	0				
373553																				202	0	1838		18				496					0	1122	0	0				
373601																				100	0	15967		8109				7758			4000		0	0	0	0				
374130																				553	2087	7137		212				993					0	2194	0	1098				
374653																				5827	3739	107579	5888	15050				12992			5182		0	59335	0	10636				
374774																				418	0	7096		1543				864					0	4271	0	0				
375043																				5583	0	60477	1679	5549	3696			15596					0	33749	0	0	Right of Use Asset			
375379																				166	878	1242		65				133					0	0	0	0				
375502																				3820	12944	82967		15245				5921					0	45037	0	0				
375566																				11233	2790	35315		2122				5837					0	13333	0	0				
375650																				57	0	1853		431				68					0	1297	0	0				
376237																				177	67	3242		581				646					0	1771	0	0				
376273																				8130	1057	26642	2017	4125				7359					0	5971	0	0				
376442																				3507	4229	20803	478	630				6170			145		0	6267	0	0				
376947																				124	83	2618		640				1543					0	228	0	0				
377663																				751	0	5149	266	266				1182					0	2950	0	0				
377850																				1285	0	5530		108				748					0	3389	0	0				
378044																				0	0	272		71				201					0	0	0	0				
378110																				93	434	961		169				265					0	0	0	0				
379050																				103	0	927		29				273					0	522	0	0				
379153																				162	0	2255		139				817					0	811	0	326				
379470																				875	1308	6556		469				581					0	2122	1201	0				
379649																			43	529	1359	18180	132	175				1041					0	11482	0	3594				
379920																				349334	108395	1687518	120578	388785				174277					0	376355	137668	152704				
380346																				570	274	4424		192				1208					0	0	2180	0				
380458																				17688	16390	72482		14329				11476					0	10946	0	1653				
380533																				1985	784	11186		1535				6758					0	124	0	0				
380878																				1914	1059	9382		190				901					0	5318	0	0				
380944																				175	360	4216		775				302					0	2604	0	0				
381026																				190	1018	4175	134	208				667			74		0	1683	0	409				
381932																				225	1931	12552		575				1107					0	8714	0	0				
381950																				426	5745	18125		2214				2142					0	7598	0	0				
382050																				1051	3496	18208		2347				2075					0	9239	0	0				
382069																				203	5458	15184		607				1485					0	1169	0	6262				
382256																				432	54	981		97				398					0	0	0	0				
382274																				0	0	56		56				0					0	0	0	0				
382443																				124	84	6105		153				2097					0	3647	0	0				
382537																				229	1600	4248		845				1574					0	0	0	0				
382649																				2243	9390	28903		920				3963					0	12387	0	0				
382658																				170	0	4933		222				4541					0	0	0	0				
382742																				873	1170	3237		905				289					0	0	0	0				
382854																			64	233	395	4584	330	398				1108		3	1		0	2450	0	0				
384018																				2753	12562	58746		6546				12516					0	24369	0	0				
384278																				14076	14348	191463	5204	106214				19934	22650		38686	44	0	15147	10216	11528				
384353																				38	12	561		82				108					0	321	0	0				
384652																				9071	7215	46138		1692				3075					0	25085	0	0				
384830																				321	1043	2969		376				565					0	664	0	0				
385350																				498	0	4606		252				791					0	3065	0	0				
385471																				7057	1404	26278		2617				5622					0	7615	0	1963				
385547																				315	379	8202		73				1109					0	5761	0	565				
385686																				297	3056	17029		127				926					0	11270	1353	0				
386432																				132	485	2828		1219				992					0	0	0	0				
386450																				4326	668	23744	529	1993	1390	74		3528					0	13229	0	0	Midwest Housing	Fiserv Reserve Account		
386731																				2150	1585	12755		566				2479					0	5975	0	0				
386825																				456	1407	3916		208				475					0	1370	0	0				
387055																				184	723	5413		211				1061					0	3234	0	0				
387671																				2925	3077	26524		3029				1898					0	15595	0	0				
388155																				503	1884	4119		369				1089					0	274	0	0				
388258																				275	657	1202		51				219					0	0	0	0				
388557																				1043	0	5497		1014				3440					0	0	0	0				
388744																				471	1027	10707		690				1247					0	7272	0	0				
388753																				50	43	442		32				317					0	0	0	0				
388874																				415	93	1609		286				338					0	477	0	0				
389358																				121	0	4355		414				3820					0	0	0	0				
389376																				306	416	4111		297				209					0	2883	0	0				
389826																				58	243	1388		145				141					0	396	0	405				
390372																				2315	3284	7788		681				1508					0	0	0	0				
390840																				1174	1453	13315		3667				1832					0	3115	0	2074				
391418																				562	9299	19441		8557				1023					0	0	0	0				
391557																				95	279	1829		47				332					0	1076	0	0				
391575		22386	0	230866		175233		109380		18899					0	13452	0	896		22386																		Development & Construction Mgmt Fee Receivable		
391959																				671	0	1729		291				767					0	0	0	0				
391977																				1050	18937	58240		7413				4217					0	23379	0	3244				
392152																				420	0	926		44				462					0	0	0	0				
392255																				256	0	1738		121				714					0	647	0	0				
392778																				1970	17174	41884		3863				1808					0	15982	0	1087				
393252																				96	0	1501		0				1405					0	0	0	0				
393355																				151	805	2188	291	479	117			753					0	0	0	0	INTEREST PURCHASED ON SECURITIES			
393953																				1502	9021	16907		3305				3079					0	0	0	0				
394156																				1231	0	7382		1040				2104					0	3007	0	0				
394259																				2411	1249	13233	186	1081	1			5388	894				0	3104	0	0	Promontory Rate Bridge			
395238																				213713	546508	3194914		1043947	586654			279230			269483		0	921139	0	190377	Investments in Tax Credit Partnerships			
396057																				184	730	1619		149				556					0	0	0	0				
396244																				2873	4538	22170	24	103				2924					0	6305	0	5427				
396253																				9006	2536	36115		6997				4173					0	13403	0	0				
396954																				518	0	9942		510				2190					0	6724	0	0				
397456																				675	0	1551	216	459				417		211			0	0	0	0				
397531																				2278	4071	38285		18640				2987					0	10309	0	0				
397540																				8130	5669	90592		20414	1000			10173	7960				0	30832	0	15374	cetera fixed annuitites			
397559																				2640	0	7345		1673				3032					0	0	0	0				
397755																				11840	3855	43817		5653				7977					0	14492	0	0				
397858																				0	173	737		133				431					0	0	0	0				
398051																				1149	42	5505	354	354				1034					0	2926	0	0				
398248																				2039	0	13307	10152	10161				1107					0	0	0	0				
398668	0	3226	0	102764	0	98864	0	0	0	674	0	0	98137	0	0	0	0	0																						
398837																				2140	781	11020		340				1090					0	6669	0	0				
399357																				123	178	1951		150				1500					0	0	0	0				
399517																				4896	22566	213045		45412		19151		24936	0				0	104231	232	10772		Investment in SBICs		
399731																				0	653	4030	110	2666	250	1412		711					0	0	0	0	Stock Purchased From FNBB	BOLI Investments		
399973																				1202	1047	3179		137				793					0	0	0	0				
400057																				205	0	5819		251				1649					0	3714	0	0				
400141																				1001	5808	12524		2521				3194					0	0	0	0				
400365																				1745	0	12652		844				1466					0	8051	546	0				
400767																				60	1468	6279		598				743					0	3410	0	0				
401072																				244	1874	2707		404				185					0	0	0	0				
401559																				160	43	4048		496				626					0	2723	0	0				
401755																				314	0	5871		292				2492					0	2773	0	0				
401906																				767	5547	25427		695				1973					0	16445	0	0				
401951																				363	173	1876		363				384					0	593	0	0				
402846																				0	0	1933		15				1296					0	622	0	0				
402873																				163	448	900		132				157					0	0	0	0				
403067																				1376	0	6586		288				476					0	4446	0	0				
403151																				10984	0	49527	7206	13763				23887					0	893	0	0				
403179																				16544	13081	97931		25094				8531					0	34681	0	0				
403254																				406	0	2401		584				39					0	1372	0	0				
403656																				49	0	1239		612				578					0	0	0	0				
403870																				5419	10846	37514		2421				3749					0	15079	0	0				
403946																				8009	6152	27370		3060				4332					0	5817	0	0				
404653																				1963	584	6592		1224				1968					0	403	0	450				
404943																				241	1060	2206		115				790					0	0	0	0				
406022																				356	5427	14896		870				1195					0	7048	0	0				
406059																				1142	1067	4330		405				1716					0	0	0	0				
406666																				344	0	2382		84				1954					0	0	0	0				
406974																				626	0	9815		320				1109					0	7760	0	0				
407168																				1352	0	4011		962				1550					0	147	0	0				
407506																				4438	9181	95144		44328				15000					0	22197	0	0				
407645																				934	0	4816		992				2890					0	0	0	0				
407850																				131	0	461		23				307					0	0	0	0				
408307																				2011	3259	21471	393	1089		400		1783					0	13329	0	0	Loan Operations Receivable	FiServ EFT Deposit		
408642																				15568	5173	75346		14825				7977					0	29560	0	2243				
408875																				4272	5275	25351		11428				4376					0	0	0	0				
409265																				67	0	657		136				454					0	0	0	0				
410159																				0	18	284		42				224					0	0	0	0				
410560																				2042	0	4787		145				2368					0	232	0	0				
