"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
42354																																																																																																																																		273254	2725	0	80	211595																																																																												211515																															
42372																																																																																																																																		455194	3628	0	988	241152																																																																												240164																															
42420																																																																																																																																		11664455	119098	0	0	9394788	304570	287534	17035	0	464708	124760	336643	2305	1000	529911	553441	0	67007	0	0	0	0	0	0	0	0	0	959459	0	19215	0	446425	942399	1066486	1736864	7578289	13504	13504	0	0	0	13504	16762	8381	0	0	0	8381	555	111	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	620462	310231	0	0	0	310231	942399	1066486	1793731	8097438	0	213297	896866	8097438	9394788	44976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42448																																																																																																																																		2407391	23367	0	848	1893309																																																																												1892461																															
42457																																																																																																																																		60862	581	0	0	47918																																																																												47918																															
43052																																																																																																																																		119560	1360																																																																																																														
43351																																																																																																																																		559200	6261																																																																																																														
43856																																																																																																																																		89429	677	0	106	45687																																																																												45581																															
43959																																																																																																																																		217595	1098	0	0	119788																																																																												119788																															
44040																																																																																																																																		391906	4770																																																																																																														
44433																																																																																																																																		579843	7229	0	2271	420667	30935	3825	27110	0	0	0	0	0	0	13300	70559	4752	16943	0	0	0	0	0	0	0	0	0	15545	1425	2709	1395	8112	24751	100454	160151	312228	0	0	0	0	0	0	260	130	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20578	10289	0	0	8979	1310	24751	100454	169130	316011	0	20091	84565	316011	418396	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741																																																																																																																																		646096	5543	0	0	480111																																																																												480111																															
44750																																																																																																																																		211639	2064	0	67	159755																																																																												159688																															
44929																																																																																																																																		192226	1174	0	98	86152	19433	17229	0	1078	0	0	0	0	0	45185	4994	2467	0	1038	0	1038	0	0	0	0	0	0	13210	315	173	0	4756	62729	6205	79020	40766	110	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4899	2450	0	0	0	2450	62729	6205	79020	43326	0	1241	39510	43326	86054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																																																																																																																																		172598	1466																																																																																																														
45056																																																																																																																																		96037	479																																																																																																														
45430																																																																																																																																		154230	838																																																																																																														
45458																																																																																																																																		246181	1640																																																																																																														
45551																																																																																																																																		1330625	8278	0	0	1153336																																																																												1153336																															
45560																																																																																																																																		2913826	15193	0	0	2172016	174372	117803	56569	0	40146	876	16084	0	23234	85177	669847	0	11536	0	0	0	0	0	0	0	0	0	211911	0	1621	0	218826	203856	756368	566058	1428421	11883	11883	0	0	0	11883	2963	1482	0	0	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	7954	7954	0	0	0	7954	382383	191192	0	0	0	191192	203856	756368	566058	1657496	0	151274	283029	1657496	2172016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45775																																																																																																																																		208904	941	0	0	135796																																																																												135796																															
46053																																																																																																																																		298996	3111	0	442	213539																																																																												213097																															
46941																																																																																																																																		202370	1853																																																																																																														
47247																																																																																																																																		1190879	13930																																																																																																														
47500																																																																																																																																		523465	3884																																																																																																														
48057																																																																																																																																		131604	787																																																																																																														
48150																																																																																																																																		42240	245																																																																																																														
48374																																																																																																																																		1696077	13530																																																																																																														
48440																																																																																																																																		207776	1723																																																																																																														
49054																																																																																																																																		255724	3293	0	635	212621																																																																												211986																															
49148																																																																																																																																		123808	630																																																																																																														
49241																																																																																																																																		1370659	12517	0	0	1227594																																																																												1227594																															
49652																																																																																																																																		146705	2435	0	1072	109102																																																																												108030																															
49858																																																																																																																																		169993	1690																																																																																																														
49951																																																																																																																																		139974	963	0	0	116369																																																																												116369																															
50144																																																																																																																																		100215	492																																																																																																														
50461																																																																																																																																		87179	5395	0	4585	72779	20736	20736	0	0	0	0	0	0	0	0	0	0	0	5000	0	5000	0	0	0	0	0	0	6537	0	0	0	4502	20736	5000	0	62087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	263	0	0	263	0	20736	6994	263	62087	0	1399	132	62087	68194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253																																																																																																																																		1297261	11847	0	2955	711297	199911	180759	19151	0	0	0	0	0	0	0	0	0	6804	607	0	607	0	0	0	0	0	0	72222	302	5427	5821	46867	184184	39910	815668	256144	165	165	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116693	58347	0	0	42326	16021	184184	39910	858196	274217	0	7982	429098	274217	708342	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356																																																																																																																																		68011	212	0	0	22573	15357	0	15357	0	0	0	0	0	0	0	19996	0	0	21167	0	21167	0	0	0	0	0	0	479	0	0	0	479	0	56520	2564	9734	0	0	0	0	0	0	187	94	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56520	2564	9982	0	11304	1282	9982	22573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459																																																																																																																																		324146	1487	0	0	168987																																																																												168987																															
51842																																																																																																																																		509099	12849	0	8207	415335	56173	53960	2256	0	0	0	0	0	0	5466	76782	6192	12	0	0	0	0	0	0	0	0	0	19204	14	847	116	18227	59440	81093	54989	336103	2150	2150	0	0	0	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52075	26038	0	275	2182	23581	59440	81685	58441	369777	0	16337	29221	369777	407128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52719																																																																																																																																		3753603	0	0	0	792646	3603183	0	3603183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150420	6402	0	144018	0	6402	3603183	144018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6402	3603183	144018	0	0	720637	72009	0	792646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																																																																		352128	4324	0	1186	251043																																																																												249857																															
53051																																																																																																																																		116311	700	0	0	77169																																																																												77169																															
54058																																																																																																																																		452427	6711																																																																																																														
54656																																																																																																																																		1412281	3922																																																																																																														
54973																																																																																																																																		9360229	71057	0	0	6123825	226940	194370	32570	0	1191074	147554	1220408	0	0	80676	1185802	0	49422	0	0	0	0	0	0	0	0	0	801738	648	36302	10055	555748	425234	2478414	3136732	3575844	10260	10260	0	5627	0	4633	0	0	0	0	0	0	130	26	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	607260	303630	0	0	6291	297339	425234	2484058	3148331	3889307	0	496812	1574166	3889307	6123825	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55336																																																																																																																																		605109	4325																																																																																																														
55635																																																																																																																																		176156	1183	0	0	125523																																																																												125523																															
55653																																																																																																																																		158491	909	0	0	78660																																																																												78660																															
55970																																																																																																																																		608058	6510																																																																																																														
56258																																																																																																																																		314344	2478	0	44	194790																																																																												194746																															
56351																																																																																																																																		4118164	33834	0	0	2803801	410004	379585	30419	0	280930	0	257307	14367	0	124818	294983	47330	2500	0	0	0	0	0	0	0	0	0	233474	8663	4246	3685	180669	513193	586955	955914	2050288	6211	6211	0	0	0	6211	961	481	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168135	84068	0	0	5825	77523	513193	586955	962360	2166048	0	117391	481180	2166048	2803801	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56548																																																																																																																																		830802	8013	0	625	591413																																																																												590788																															
56717																																																																																																																																		1002960	11224	0	614	888556																																																																												887942																															
57040																																																																																																																																		194195	1764	0	0	147985	15096	5596	9500	0	0	0	0	0	0	40408	1563	435	0	400	0	0	400	0	0	0	0	0	4688	0	0	0	4209	46266	11063	11751	128480	10	10	0	0	0	10	3640	1820	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15617	7809	0	0	0	7808	46266	11063	11751	138447	0	2213	5876	138447	147985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57451																																																																																																																																		750306	6295	0	2221	393439																																																																												391218																															
58225																																																																																																																																		436876	2801																																																																																																														
58243																																																																																																																																		6321746	81419	0	21775	4971512	190516	153579	36937	0	764747	177147	570418	19979	0	100457	138312	5858	0	0	0	0	0	0	0	0	0	0	454698	15224	52724	4315	217731	446528	804716	1767699	3203359	14190	14190	0	0	0	14190	11062	5531	0	0	0	5531	0	0	0	0	0	0	0	0	0	0	0	0	41544	41544	0	0	41544	0	595243	297622	0	0	0	297455	512858	804716	1809243	3706390	0	160943	904622	3706390	4949737	62777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58355																																																																																																																																		64759	568	0	0	48528																																																																												48528																															
58551																																																																																																																																		260036	3016																																																																																																														
58636																																																																																																																																		503186	5014																																																																																																														
58757																																																																																																																																		418423	1866	0	0	359130																																																																												359130																															
58971																																																																																																																																		10929896	147848	0	53659	7802430	646547	584419	62128	0	3045905	693272	2345896	0	0	197722	250728	0	0	0	0	0	0	0	0	0	0	0	388588	5423	34929	5147	327766	1487025	2798905	1631921	4897251	78674	78674	0	0	0	78674	24098	12049	0	0	0	12049	1665	333	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	1499496	749748	0	0	95271	602217	1807881	2800149	1731604	5880803	0	560030	865802	5880803	7748771	1048	0	0	0	0	0	0	0	0	0	0	0	0	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59316																																																																																																																																		2261672	18020	0	0	1685632																																																																												1685632																															
59352																																																																																																																																		611284	6809	0	1119	459418																																																																												458299																															
59370																																																																																																																																		357754	4131	0	1604	227047																																																																												225443																															
59754																																																																																																																																		117493	915																																																																																																														
60143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2750000	502000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3010000	602000	0	0	0	602000	0	45000	3280000	0	1873000	0	0	986000	0	887000	0	0	0	0	0	0	0	0	0	0	0	0	547000	0	0	0	0	0	0	0	0	0	0	820500	0	0	0	0	0	0	0	73591400	121000	2724000	9776000	3760000	2835000	2000	0	343000	916000	424000	0	0	0	0	0	0	0	0	0	5447000	4924000	0	36192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
60330																																																																																																																																		1310967	14797	0	2948	968155	161862	161801	61	0	0	0	0	0	0	19257	170316	27630	3773	0	0	0	0	0	0	0	0	0	75032	59	1438	735	42033	181117	180297	178521	758205	8279	8279	0	0	0	8279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72684	36342	0	0	0	36342	209717	180297	183505	810827	0	36059	91753	810827	965207	4547	28600	28600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60545																																																																																																																																		285835	2326	0	0	204211																																																																												204211																															
60554																																																																																																																																		92042	948																																																																																																														
60648																																																																																																																																		404314	4237	0	1547	215270																																																																												213723																															
61122																																																																																																																																		1890445	17982	0	363	1481792	88635	86740	1895	0	183136	39427	145940	4775	0	36791	59703	650	1000	0	0	0	0	0	0	0	0	0	142313	126	3911	2544	135925	166080	228317	514751	988837	0	0	0	0	0	0	11436	5718	100	0	0	5618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219564	109782	698	0	0	105683	206388	228317	514751	1118311	0	45663	257376	1118311	1481429	0	0	0	0	0	0	0	0	42	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61355																																																																																																																																		1548370	16285	0	1823	1157016																																																																												1155193																															
61476																																																																																																																																		1388694	5529	0	0	960246																																																																												960246																															
61757																																																																																																																																		555030	5919	0	964	421584	30189	30127	63	0	85906	24096	61600	210	0	209	991	0	0	0	0	0	0	0	0	0	0	0	26913	470	330	0	26113	55190	62984	106197	329547	298	298	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30827	15414	0	0	5057	10327	55190	62984	111304	342730	0	12597	55652	342730	420620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61832																																																																																																																																		397544	2035	0	0	260745																																																																												260745																															
61953																																																																																																																																		112044	711																																																																																																														
62044																																																																																																																																		145274	1049	0	0	101286																																																																												101286																															
62110																																																																																																																																		15282	0	0	0	3724																																																																												3724																															
62147																																																																																																																																		102472	689																																																																																																														
63050																																																																																																																																		394167	3489	0	81	272703																																																																												272622																															
63069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-167011	345020	613883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3611215	722243	4790	2223	0	710578	4652	8235	6690750	0	353906	0	0	243387	0	110519	0	78171	0	0	78171	0	0	0	0	0	78171	0	357907	613883	0	0	0	0	0	0	0	3127	0	536861	1534708	0	0	0	0	0	0	64621987	0	3491176	12005015	17053803	1706383	178988	0	51398	371900	97913	0	0	0	454	1362	0	0	0	0	0	0	0	13356999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
63201																																																																																																																																		282036	2501	0	538	164379																																																																												163841																															
63573																																																																																																																																		595340	6886																																																																																																														
63733																																																																																																																																		1573074	11662	0	0	1136442	35389	23768	11621	0	0	0	0	0	0	60635	330137	23126	1128	1000	0	1000	0	0	0	0	0	0	96747	252	5208	1709	64678	93879	353201	403661	745923	4102	4102	0	0	0	4102	109	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231700	115850	0	0	44457	71393	93879	353201	448404	826470	0	70640	224202	826470	1136442	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64150																																																																																																																																		314274	2245	0	0	187267																																																																												187267																															
64552																																																																																																																																		454163	4038	0	744	271672	4004	1586	2418	0	0	0	0	0	0	10255	19315	0	0	57804	0	57804	0	0	0	0	0	0	40778	750	634	0	38570	12613	119358	184862	140742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10202	5101	0	0	0	5101	12613	119358	184862	147236	0	23872	92431	147236	270928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64730																																																																																																																																		264143	1452	0	340	159424																																																																												159084																															
65205																																																																																																																																		932577	5552																																																																																																														
65559																																																																																																																																		1023736	5123	0	0	597243	65370	60528	4842	0	0	0	0	0	0	52791	387516	26932	9174	0	0	0	0	0	0	0	0	0	53830	200	1881	501	51248	118249	455814	89294	389687	1586	1586	0	0	0	1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5801	5801	0	0	0	5801	50518	25259	0	0	0	25259	118249	455814	89294	436399	0	91163	44647	436399	597243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65858																																																																																																																																		2549157	15207	0	0	1892805																																																																												1892805																															
66154																																																																																																																																		281772	1997	0	0	224237																																																																												224237																															
66275																																																																																																																																		613010	6878																																																																																																														
67142																																																																																																																																		275181	1301																																																																																																														
67151																																																																																																																																		1002948	15438	0	5912	762099																																																																												756187																															
67209																																																																																																																																		1598162	13008	0	0	1376648																																																																												1376648																															
67254																																																																																																																																		18142	5	0	2	246																																																																												244																															
67656																																																																																																																																		1403046	73414	0	59328	1189758	50064	42769	7295	0	125491	9811	115549	131	0	10507	132875	584	863	0	0	0	0	0	0	0	0	0	75536	39	858	4	67573	63638	290976	106705	1003156	784	784	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47556	23778	0	0	0	23778	63638	290976	106705	1036252	0	58195	53353	1036252	1130430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67870																																																																																																																																		474572	4889	0	605	356108																																																																												355503																															
68671																																																																																																																																		181997	1051																																																																																																														
68756																																																																																																																																		1214513	8310	0	0	872612	109295	97274	12019	0	15500	0	0	0	15500	36741	122640	3506	0	0	0	0	0	0	0	0	0	0	39297	1096	658	0	37543	144603	136233	159178	690315	4336	4336	0	0	0	4336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99010	49505	0	0	1504	48001	243981	136233	165405	758811	0	27247	82703	758811	872612	0	99378	99378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68831																																																																																																																																		229564	2287																																																																																																														
69333																																																																																																																																		1709460	13853	0	0	1362585	93440	89673	3767	0	172714	2750	149221	20743	0	960	243242	8546	0	106	0	106	0	0	0	0	0	0	84101	2433	2381	0	79287	119768	399744	258634	910044	4364	4364	0	0	0	4364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119768	419759	258634	914408	0	83952	129317	914408	1362585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69678																																																																																																																																		708522	3362	0	0	431799																																																																												431799																															
70218																																																																																																																																		96729	1082																																																																																																														
70414																																																																																																																																		694210	3954	0	0	434467																																																																												434467																															
70638																																																																																																																																		480316	5933	0	1518	353204																																																																												351686																															
70955																																																																																																																																		20683	189																																																																																																														
71073																																																																																																																																		152973	1016	0	0	91198																																																																												91198																															
71457																																																																																																																																		597361	5931																																																																																																														
71859																																																																																																																																		89922	177	0	9	13433																																																																												13424																															
72258																																																																																																																																		951405	3286	0	0	319935																																																																												319935																															
72351																																																																																																																																		77129	1402																																																																																																														
72454																																																																																																																																		161719	866	0	0	104899																																																																												104899																															
72678																																																																																																																																		491344	2148																																																																																																														
73116																																																																																																																																		683031	4809	0	0	565374																																																																												565374																															
73152																																																																																																																																		120745	979																																																																																																														
73554																																																																																																																																		314452	3525																																																																																																														
73956																																																																																																																																		52992	419																																																																																																														
74056																																																																																																																																		188557	1148	0	0	172552																																																																												172552																															
74140																																																																																																																																		2008264	13390	0	0	1455224	25095	13374	11721	0	0	0	0	0	0	231278	304733	4964	11362	0	0	0	0	0	0	0	0	0	113098	3033	14577	49	78214	247974	339962	437305	982711	0	0	0	0	0	0	0	0	0	0	0	0	2001	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	226883	113442	0	0	5990	107452	247974	339962	443295	1109898	0	67992	221648	1109898	1455224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74403																																																																																																																																		1358652	11460	0	0	1049826	23376	18263	5113	0	0	0	0	0	0	19550	124146	0	2500	565	0	565	0	0	0	0	0	0	56218	26	4768	1362	46509	38028	138562	496685	703919	0	0	0	0	0	0	7977	3989	0	0	0	3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56992	28496	0	0	642	27854	38542	138562	498289	751685	0	27712	249145	751685	1049826	439	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74449																																																																																																																																		28706	83																																																																																																														
75259																																																																																																																																		1072236	9809																																																																																																														
75446																																																																																																																																		546575	3459	0	0	382016																																																																												382016																															
75455																																																																																																																																		52049	631	0	452	14456																																																																												14004																															
75633	0	0	0	0	0	0	0	11535	11535	0	2307	0	13407	13407	0	1341	0	11429441	1561325	3322880	0	0	0	0	0	0	0	0	37845	37845	0	0	0	7115	0	30730	0	0	12111420	2422284	0	100	0	2420723	1461	21453	41532218	0	634479	489161	0	84665	0	60653	0	0	0	0	0	0	0	0	0	0	0	0	1584239	3322880	0	0	0	0	0	0	0	0	0	2376359	8307200	0	0	0	0	0	0	194744946	24988	2876737	12556548	3393559	0	0	0	0	1035	129	0	0	0	312220	582303	1114548	0	0	0	0	0	0	130233289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			35300	0	35300	0																																																																																										
75651																																																																																																																																		69948	651																																																																																																														
76153																																																																																																																																		46864	625	0	195	34403	7303	1064	6239	0	7906	500	6496	910	0	0	748	0	0	0	0	0	0	0	0	0	0	0	1777	0	0	0	1307	1564	13483	4971	26320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564	13483	4971	26320	0	2697	2486	26320	34208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76443																																																																																																																																		122866	1322	0	550	64280																																																																												63730																															
76854																																																																																																																																		595378	8448	0	2777	485005																																																																												482228																															
77150																																																																																																																																		91069	797	0	0	75411	5693	4152	1541	0	0	0	0	0	0	0	14022	0	0	166	0	166	0	0	0	0	0	0	2383	0	509	26	1848	4279	18768	7389	62196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9973	4987	0	0	0	4987	4279	18768	7389	67849	0	3754	3695	67849	75411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77253																																																																																																																																		669212	4028	0	0	370915																																																																												370915																															
77422																																																																																																																																		153851	1847																																																																																																														
77851																																																																																																																																		4633839	42027																																																																																																														
78157																																																																																																																																		93364	419																																																																																																														
78241																																																																																																																																		97046	1409	0	488	73710																																																																												73222																															
78559																																																																																																																																		102171	861	0	277	48239																																																																												47962																															
79042																																																																																																																																		489097	1863	0	0	358700	9110	8402	708	0	0	0	0	0	0	25247	50466	16268	0	0	0	0	0	0	0	0	0	0	24590	0	2841	0	21579	33649	54015	169420	244145	157	157	0	0	0	157	378	189	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19587	9794	0	0	0	9794	33649	54015	169420	258113	0	10803	84710	258113	358700	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79127																																																																																																																																		82151	956																																																																																																														
79145																																																																																																																																		234669	2377																																																																																																														
