"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ27	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
386432					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
386450	34		79	16	CONF	11			75	62	71	0	0	0	0	false	20	0	0	3	103	3	7	119	21	120			107	15	0	0	0	0	0	2		2	Rental Income			Maintance/Software Agreements	Donations	MidWest Housing			ACL Off-Balance Sheet One time Equity							
386731					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
386825					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
387055					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
387671					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388155					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388258					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388557					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388744					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388753					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
388874					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
389358					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
389376					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
389826					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
390372					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
390840					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Union Bank moved money down from it's holding company to increase the bank's legal lending limit		Loan Portfolio ACL	Unfunded Commitment Allowance						
391418					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
391557					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
391575					CONF	15552		45590	689			8318	300	0	0	false		0	0					714							0	0	0	0	0				Development and Construction Fees		Pass through investment on LP's	Expenses related with investment in Real Estate			Cash-Equivalent Assets contributed	Non-Cash-Equivalent Assets contributed								
391959					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
391977					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
392152					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
392255					CONF							0	0	0	0	true		0	0												0	0	0	0	0																			
392778					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
393252					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
393355	26		9	7	CONF				24			0	0	0	0	false	7	0	0	2		4	2	144	7	123	6		81	6	0	0	0	0	0							IT MAINTENANCE SUPPORT & MONITORING												
393953					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
394156					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital Injection									
394259	24		30	30	CONF				1			0	0	0	0	false	21	0	0		20	6	21	200	31	37				10	0	0	0	0	0			21				Deferred Directors Fees												
395238					CONF	3633						0	0	0	0	false		0	0		7347			19647		19486					0	0	0	0	0				Commitment and LOC fee income															
396057					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
396244	99		8	11	CONF							0	0	0	0	false	19	0	0		90	4	15	245	46	130		13	15	56	0	0	0	0	0	4		8	Secondary Market Income															
396253					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Reserve for off balance sheet exposures moved to other liabilities	SPECIFIC RESERVE ON ACQUIRED LOANS						
396954					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
397456	22		55	8	CONF							0	0	0	0	false	10	0	0	1		5	26	92	17	59	30	3	16	9	0	0	0	0	0										Board Approved Capital Injection to Bank									
397531					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
397540	185		41	40	CONF	152			372	553	110	0	0	0	0	false	89	0	0	21	299	48	216	139	280	1448	191		729	124	0	0	0	0	0				misc income			contract labor/courier	subscriptions	contributions										
397559					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital Contribution							Sold Financial Consulting Operations		
397755					CONF							0	0	0	0	false		0	0												0	0	0	0	0											Capital Injection	CECL ADOPTION 1.1.2023			CECL ADOPTION 1.1.2023				
397858					CONF							3000	0	-400	0	false		0	0												0	0	0	0	0										Contribution of Capital		Elimination of prior ACL due to acquisition of the bank							
398051	10		22		CONF				3	3	5	0	0	0	0	false	20	0	0		74	10	3	77	13	14	2	39	4	8	0	0	0	0	0	1		4	Misc Other Income	Cash Long		Auto, Travel, ICBA Exp, Conv & Meetings	Misc Loan Expense	Dues & Memberships										
398248	36		33		CONF	50						0	0	0	0	false	20	0	0	5		5	18		36		18		71	93	0	0	0	0	0	3			DEBIT CARD FEES															
398668	0	0	0	1503	CONF	55700	15085	0	8805	6288	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	Interest from Customer Trust Balances	Interaffiliated Income		Interaffiliated Expense	Purchased Expense											
398837					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
399357					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
399517	0		0	0	CONF	1038			1179			0	0	0	0	false	0	0	0		767			5015		2016	0			0	0	0	0	0					Small Business Investment Corporation Income			VIS ck card expense												
399731			23		CONF	2	14		28			0	0	0	0	false		0	0			3									0	0	0	0	0				Dividend Income	BOLI Income		Conversion Expenses												
399973					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
400057					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
400141					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
400365					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
400767					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
401072					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
401559					CONF							-52	0	0	0	false		0	0												0	0	0	0	0										Transactions related to Compensation to be paid by Parent Holding Company									
401755					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
401906					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
401951					CONF							275	0	0	0	false		0	0												0	0	0	0	0										Capital Injection									
402846					CONF							0	0	0	0	false		0	0												0	0	0	0	0												0	0						
402873					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
403067					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
403151	431				CONF	1115						0	0	0	0	false		0	0					1384		358				329	0	0	0	0	0				Data Processing Fees															
403179					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
403254					CONF							125	0	0	0	false		0	0												0	0	0	0	0										Capital Contribution from shareholder									
403656					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
403870					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
403946					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
404653					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
404943					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
406022					CONF							0	0	0	0	true		0	0												0	0	0	0	0														ASU 2016-13 is being accounted for in provision for loan losses.  No additional off-balance sheet commitments have been added since Q4 2023.					
406059					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
406666					CONF							0	0	0	0	true		0	0												0	0	0	0	0												One time adjustment for ASU 2016-13 CECL			One time adjustment for ASU 2016-13 CECL				
406974					CONF							24	0	0	0	false		0	0												0	0	0	0	0										Capital Infusion									
407168					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
407506					CONF							0	0	-31	0	false		0	0												0	0	0	0	0												Adjustment to PCD Credit Marks							
407645					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
407850					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
408307	118		10		CONF							0	0	0	0	false		0	0		157			225		324		152	182		0	0	0	0	0																			
408642					CONF							0	0	0	0	false		0	0												0	0	0	0	0										N/A									
408875					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
409265					CONF							500	0	0	0	false		0	0												0	0	0	0	0										Capital Increase									
410159					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
410560					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
410748					CONF							0	0	-52	0	false		0	0												0	0	0	0	0				Fees on Visa check card			Accounting and Legal Expenses	Insurance and Bonds	Charitable Fund Contribution			Allowance for Unfunded Commitments							
410917					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411062					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411174					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411231					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411240					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411549					CONF							-30	0	0	0	false		0	0												0	0	0	0	0										Fund Holding Company									
411576					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
411624					CONF							0	0	0	0	false		0	0					175							0	0	0	0	0				0	0	0	0					0							
411651					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
412153					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
412452					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
412555					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
412667					CONF							0	0	-271	0	false		0	0												0	0	0	0	0												Allowance for credit losses on off balance sheet credit exposure							
412751					CONF	6200			5204	3703	9010	0	0	0	0	false		0	0							39948			8341		0	0	0	0	0				Mastercard Volume Revenue			Professional Services	Software Maintenance	Servicing and Management Fee	Capital Injection from Parent									
412845					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Transferred from Reserve for Bad Debts to Reserve for Unfunded Commitments and then added required r	0		Extra needed to fund Reserve for Unfunded Commitments Less Def Taxes				
412872					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
413141					CONF				2060	930		0	0	0	0	false		0	0												0	0	0	0	0							State taxes	Professional Services-Technical Support											
413208	0	0	0	0	CONF	57648	34958	19654	394387	0	0	152	0	-678	0	true	0	0	0	0	0	0	0	0	0	16235	0	0	0	0	0	0	0	0	0	32404	0	0	Income from Affiliates	Commitment facility line fees	Fee income on letters of credit	Operating expenses paid to Affiliates			Employee Benefit Plan		Foreign Currency Translation		NI frm Fin Inst Dsign at FVTPL -$20,017, 
Net gain on credit derivatives that economically hedge credit exposures held outside the trading account -$24606.					
413347					CONF							0	0	0	0	false		0	0												0	0	0	0	0															Bank has not approve the ASY 2016-13 accounting				
413543					CONF							0	0	0	0	false		0	0												0	0	0	0	0															Credit loss effect was negated by Off Sheet Bal Sh				
413646					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
413673					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
413758					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
414102					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
414652					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
414764					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
414858					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
416245					CONF	5709			3678			0	0	0	0	false		-1391	0		1419		944	6406		1324			2872		0	0	0	0	0				Payment Technology Solutions			FBC Contract Services								Adoption of ASU 2023-02				
416272					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
416339					CONF							0	0	-41	0	false		0	0												0	0	0	0	0												Day1/2 Acctg 1st yr - EOY was 520k in reserve + add 345k per CECL	Day 1/2 Acctg 1st yr - EOY was 520k in reserve + add 345k per CECL						
416357					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
416656					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
416674					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
417626					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
417710					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
418100					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
418249					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
418436					CONF							0	0	0	0	false		0	0												0	0	0	0	0															accounting error				
418856					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
419406	1435				CONF	3294						0	0	0	0	false		0	0		943			5731		5745					0	0	0	0	0				payroll processing income								These were correcting entries that related to the prior quarter							
419460					CONF							2	0	25	0	false		0	0												0	0	0	0	0										Vested restricted stock awards		Reclass from liability for credit losses							
419675					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
419947					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
420578					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
420644					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
420653					CONF							0	0	0	0	false		0	0					104							0	0	0	0																				
420877					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
421445					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
421539					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
422059					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
422116					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
422433	404		131	396	CONF	238	529		243	1229	525	0	0	0	0	false	122	0	0	2	37	23	161	376	107	12	100	246	420	105	0	0	0	0	0	25	21	74	Merchant Fees	ATM and Debit Switch Fees		Meals & Travel	Software Depreciation	Tax on Capital										
422657					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
423159					CONF							0	0	0	0	false		0	0												0	0	0	0	0												0			CPA Adjustment for Prior Year				
423449					CONF							0	0	-167	0	false		0	0												0	0	0	0	0												Deferred tax adjustment							
423636					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
423739					CONF							0	0	0	0	false		0	0												0	0	0	0	-3																			
424156					CONF							0	0	0	0	true		0	0												0	0	0	0	0														Impact of CECL is immaterial					
424240					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
424352					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
424437					CONF	8						0	0	0	0	false		0	0					19		3			2	1	0	0	0	0	0				NSF															
424633					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
425050					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
425108					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
425818					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
425845					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
425911					CONF							17	0	0	0	false		0	0												0	0	0	0	0										Stock Based Compensation									
426057					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
426141					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
426534	996				CONF	290						0	0	0	0	false		116	0					2925		2616			628		0	0	0	0	0				Loan Fees											Effect of adoption of ASU 2023-02				
426758					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
426945					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
427241					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
427353					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
427858					CONF							0	0	0	0	false		0	0												0	0	0	0	0																0			
427960					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
428060					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Adjustment for liability for unfunded liabilities							
428462					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
428547					CONF	814	404		1173			0	0	0	0	false		0	0					860		155					0	0	0	0	0				Operating & Capital Lease Income	Fees from Covered Call Options		Loan Expenses					ASU 2022-02			ASU 2022-02				
428855					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
429021					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
429487					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
430036	36	1	71	10	CONF	3	4					0	0	0	0	false	40	0	0			24	29	62	21	194			114		0	0	0	0	0				check cashing fees	money order and misc fees					CDFI Grant Capital Contribution from Parent RBC, Inc		0							
430054					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
430344					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
431172					CONF	5067			3771	10290		0	0	0	0	false		0	0		4159			3751							0	0	0	0	0				Gain on debt extinguishment			Software related expenses	HOA management fees											
431323					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
431350					CONF							0	0	-6	0	false		0	0												0	0	0	0	0												CECL ADJUSTMENT							
432058	18		17	43	CONF	14	9					0	0	0	0	false	2	0	0	1	15		17	147	15	37	36	3	55	5	0	0	0	0	0			9	noncustomer check cashing income	Broker Commission Fees														
432432					CONF							0	0	0	0	false		113	0												0	0	0	0	0															PPP Loan Fees				
433505					CONF							0	0	0	0	false		0	0							302		354			0	0	0	0	0																			
433550					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
433608	902				CONF	3149						0	0	0	0	false		-71	0					3923		2474		1565	1060		0	0	0	0	0				Affiliate Service Charge											Change Accounting Prin ASU 2022-03				
433859					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
433943					CONF							0	0	0	0	false		0	0												0	0	0	0	0																	0	0	
434203	38			-13	CONF	10			66	17	112	0	0	0	0	false		0	0		106	44		138		188	82	197	138	99	0	0	0	0	0			28	Fees for originating loans for other banks			Trust processing fees	Retail loan origination processing; purchasing bank documentation exp.	Third party hosted computer network and call center services expense										
434539					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
435059					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
435077					CONF	43216	32238	28614	35483	10425	9212	0	0	0	0	true		0	0												0	0	0	0	0				Tax Product Income	Loan Fees	Card Fees	Card Expense	Operating Lease Depreciation	Tax Product Expense					Rental Income - $13,720 Loan Expense - $5,836					
435255					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
435666					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
435750	353				CONF							0	0	0	0	false		0	0		127			887		1211			391		0	0	0	0	0																			
436159					CONF	491				1947	3078	0	0	0	0	false		0	0		430			2408		2781			2029		0	0	0	0	0				Interest Rate Swap Fee Income			Mortgage restructuring expenses	Mortgage Servicing Expenses	Software Expenses										
436542					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
436739					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
436953					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Dividend to Holding Company									
437044					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
437914					CONF	5535	14964	3001	4358	6179	14404	0	0	0	0	false		0	0							4125					0	0	0	0	0				TCM Courier Fee Income	Bailment Fees	Capital Markets Revenue	Courier Expense	Software Amortization	Other Service Bureau Fees										
439132					CONF							0	0	0	0	false		0	0					273		209					0	0	0	0	0																			
439338	342		22	33	CONF				167	560	125	0	0	0	0	true	157	0	0		238	51	53		500	2414	406	65	434	117	0	0	0	0	0	28	13	78				Everyday Points Rewards Expense	Credit/Debit Card Servicing	Online Banking					Additional Trade Name for RC-M Item 8(c)Trade Name 7: Golden State Bank					
439356					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
439404	335				CONF							0	0	0	0	false		0	0		171		1186				225		444		0	0	0	0	0				0	0	0			0										
439730					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
440857					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
440978					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
441050					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
441078					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
441135					CONF							0	0	0	0	false		0	0												0	0	0	0	0													0						
441256	1565				CONF				476	387		0	0	0	0	false		0	0		337			995		1140					0	0	0	0	0							Charitable Contributions	Credit Card Merchant Processing Expense											
441359					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
441470					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
441630					CONF							-288	0	0	0	false		0	0												0	0	0	0	0										Monthly tax provision due to S Corp election									
442011					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
442057					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
442244					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
442655					CONF							0	0	-28	0	false		0	0												0	0	0	0	0												Adjusted overfunded ACL to fund current provision calculated for the ACL off-balance sheet credit ex							
443148					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
443205					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Reclass portion of Allowance for Off Balance Sheet							
443353					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
443625					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
443634					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
444350					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
444556					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Transfer of excess ALLL to allowances for credit loss	640						
444677					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
445674					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
445955					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
446130			31		CONF							0	0	0	0	false		0	0				120	69				38	144		0	0	0	0	0							EDP Software Maintenance												
446149					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
446176	26		34		CONF					34	64	0	0	0	0	false		0	0			3		121		18	27				0	0	0	0	0								State Franchise Tax	Other Expenses										
446877					CONF							0	0	-3	0	false		0	0												0	0	0	0	0												Change in reserve for HTM securities							
447070					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
447100	276		161	24	CONF	52			454	49	169	0	0	-78	0	false	38	-64	0		263	22	29	1478	98	683	96	162	105	59	0	0	0	0	0	12		26	Miscellaneous			Software Expense	Mortgage Loan Expense Net of Fees	Contributions	Distribution to Parent Company		Unfunded Loan Commitments			Consolidation error				
447557					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Allowance for credit losses on off-balance-sheet credit exposures							
448040					CONF							90	0	0	0	false		0	0												0	0	0	0	0										Stock Awards	Investment by Holding Co.								
448554					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
449038					CONF				1904	571		0	0	0	0	false		0	0												0	0	0	0	0							Citicorp Trust administration fees	Allocation for revenue distribution											
449430					CONF							0	0	0	0	false		0	0												0	0	0	0	0										NA									
449832					CONF							0	0	0	0	false		0	0					182		121					0	0	0	0	0				BOLI - death benefit proceeds															
449935					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
450632					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
450669					CONF							0	0	0	0	false		0	0												0	0	0	0	0										BHC Note Pyt									
450753	29			1	CONF				243	55	38	0	0	0	0	false	16	0	0	4	103	4	4	201	13	56	49	3		21	0	0	0	0	0		31	19				Holding Company Fees	Debit Card Expense	State Banking Fees										
450856	1727				CONF		3462		5689			0	0	0	0	false		0	0							3910		1429	1597		0	0	0	0	0				Electronic Services Income	Swap Values and settlements		NBS Fees	Custodial Service Fees	Solar Investment Tax Credit										
450959					CONF							3000	0	0	0	false		0	0												0	0	0	0	0										Capital injection from Holding Company									
451068					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
451246					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
451273	95			148	CONF				8			0	0	0	0	false	5	0	0					286	27		18		17	13	0	0	0	0	0							NYS Mortgage Tax												
451965	0	0	0	0	CONF	1106000	272000	248000	545000	427000	208000	0	0	0	-3000	false	0	-56000	28000	0	0	0	0	0	0	941000	0	0	0	0	0	0	0	0		0	0	0	Intercompany Allocations	Lease income	Loan fees	Contract services	Operating losses	Intercompany Allocations				Purchased Credit Deteriorated allowance on portfolio purchases and FX revaluation		1/1/2024 - Cumulative Effect - PAM ASU Adoption REEF Investments	1/1/2024 - Cumulative Effect - PAM ASU Adoption LIHTC Investments			
452159					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
452739					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Funds transferred from Holding Company to Bank									
452841					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
453147					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
453446					CONF							0	0	8	0	false		0	0												0	0	0	0	0												Off-Balance Sheet Commitment Adjustment							
454546					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
454658					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
454676					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
454975					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
455150					CONF							0	0	0	0	false		0	0				147						105		0	0	0	0	0																			
455253	991				CONF							0	0	0	0	false		0	0					378							0	0	0	0	0																			
455459					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
455552					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
455945					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
455972					CONF			-111	449	395		0	0	0	0	false		0	0					651		940	424		317		0	0	0	0							HEDGING/DERIVATIVES GAIN/LOSS	B&O TAXES	ONLINE BANKING											
456045	1621	1410		1816	CONF							0	0	0	0	false	490	0	0	229	1354		579	3538		5658		1956	2792		0	0	0	0	0	411		1195																
456054					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
456344					CONF							0	0	0	0	false		0	0												0	0	0	0	0												No Change	No Change		No Change	No Change			
456755					CONF							0	0	0	0	false		0	0					210		206					0	0	0	0	0																			
457060					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
457220					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
457426					CONF							0	0	0	0	true		0	0												0	0	0	0	0														During the quarter, the Bank charged-off $3.9 million of an agriculture loan relationship. As a result, the Bank posted a $2.8 million provision for loan losses.					
457752					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
458142					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
458544					CONF							0	0	0	0	false		0	0												0	0	0	0	0															CECL Adjustment 1st quarter				
458665					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
458946					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
459130					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
459372					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
459644					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
459671	524				CONF	139			544			0	0	0	0	true		0	0		211			1426		285					0	0	0	0	0				Lease Income			IT Software Expense												
460033	626				CONF					1189		0	0	0	0	false		0	0		399			1487		3165					0	0	0	0	0								Debit Card Expense											
460275					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
460332					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
460350					CONF							0	0	0	0	false		0	0					55					29		0	0	0	0	0																			
460556					CONF							56	0	0	0	false		0	0												0	0	0	0	0										PARENT COMPANY CAPITAL CONTRIBUTION									
460770					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
461058					CONF							0	0	0	0	false		0	0												0	0	0	0	0												amount previously held in Student loan reserve - sold lns							
463605					CONF							0	0	0	0	false		0	0												0	0	0	0	0				ICS One Way Sell income			State Franchise Tax	Software Maintenance											
463650					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
463735					CONF				5034	-4824		0	0	0	0	false		0	0		4229			20812		19011		5762			0	0	0	0	0							Corporate value and franchise tax	Other Retirement expense											
464853					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
465038					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
465243					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
465524					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
465618					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
465672					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
466044					CONF				102			0	0	0	0	false		0	0					176							0	0	0	0	0							MANAGEMENT FEES												
466240					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
466754					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
466932					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
