"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
723550																																																																																							
723653																																																																																							
723756																																																																																							
723868																																																																																							
724230																																																																																							
724744																																																																																							
724904																																																																																							
724940																																																																																							
725077																																																																																							
725732	0	0	1754	12	0	0	0	0	151899	1975	0	0	2217	0	1740227	15917	0	0	0	0	749411	4987	0	0	0	0	1527	6	0	0	0	0	27936	143	0	0	0	2217	0	2672754	23040	0	0																																												
725741																																																																																							
726458																																																																																							
726953																																												0	0	75433	704	0	0	631	0	401871	3673	0	0	417	0	22953	261	0	0	1640	0	116025	1401	0	0	0	0	0	0	0	0	0	0	883	10	0	0	150	2688	0	617165	6199	0	0	
727174																																																																																							
728948																																																																																							
728957																																																																																							
729011																																																																																							
729057																																																																																							
729178																																																																																							
729310																																																																																							
729570																																																																																							
729842																																																																																							
729945																																																																																							
730745																																																																																							
731050																																																																																							
731247																																																																																							
731957																																																																																							
732178																																																																																							
732253																																																																																							
732637																																																																																							
732758																																																																																							
732918																																												0	0	34639	132	0	0	3742	142	342165	4022	0	0	3767	70	513922	3609	0	0	403	4	143599	1677	0	0	0	0	0	0	0	0	19	19	143484	1197	0	0	581	7931	235	1177809	11218	0	0	
732954																																																																																							
733054																																																																																							
733540																																																																																							
733559																																																																																							
733661																																																																																							
733755																																																																																							
733951																																																																																							
734248																																																																																							
734350																																																																																							
734538																																																																																							
734613																																																																																							
735049																																																																																							
735067																																																																																							
735414																																																																																							
735441																																																																																							
735973																																																																																							
736158																																																																																							
736206																																																																																							
736550																																																																																							
737548																																																																																							
738013																																																																																							
738040																																												0	0	30443	336	0	0	82	3	785719	9288	0	0	307	31	163934	2247	0	0	597	56	482125	7435	0	0	0	0	0	0	0	0	35	10	59738	1267	0	0	261	1021	100	1521959	20834	0	0	
738143																																																																																							
738255																																																																																							
738303																																												0	0	67887	808	0	0	4691	0	536549	5036	0	0	867	0	711859	839	0	0	0	0	44235	1018	0	0	0	0	0	0	0	0	0	0	10646	290	0	0	0	5558	0	1371176	7991	0	0	
738657																																																																																							
738769																																																																																							
739346																																																																																							
739355																																																																																							
739560																																												0	0	153251	5035	0	0	12289	116	1452784	20027	0	0	15795	417	2582178	29793	0	0	1148	0	308876	5203	0	0	0	0	1350	0	0	0	0	0	1035	51	0	0	0	29232	533	4499474	60109	0	0	
739832																																																																																							
740249																																																																																							
741068																																																																																							
741152																																																																																							
741330																																												0	0	281808	1972	0	0	2810	0	286281	1147	0	0	1161	103	589233	2611	0	0	49	36	64743	334	0	0	0	0	0	0	0	0	0	0	13276	151	0	0	42	4020	139	1235341	6257	0	0	
741358																																																																																							
741648																																																																																							
741844																																																																																							
741956																																																																																							
741974																																																																																							
742056																																																																																							
742542																																																																																							
742636																																																																																							
742944																																																																																							
743679																																																																																							
743950																																																																																							
744854																																																																																							
745150																																																																																							
745347																																																																																							
746157																																																																																							
746429																																																																																							
746755																																																																																							
746942																																																																																							
746979																																																																																							
747051																																																																																							
747257																																																																																							
748254																																																																																							
748357																																																																																							
748441																																																																																							
748964																																																																																							
749242																																																																																							
749635																																																																																							
749840																																																																																							
749943																																																																																							
750051																																																																																							
750127																																																																																							
750341																																																																																							
750444																																																																																							
750846																																																																																							
751254																																																																																							
751656																																												274	0	134510	1588	0	0	1177	134	850875	10308	0	0	226	0	592407	5987	0	0	155	0	428551	4887	0	0	0	0	0	0	0	0	0	0	75147	932	0	0	731	1832	134	2081490	24433	0	0	
751852																																																																																							
752644																																																																																							
752831																																																																																							
753052																																																																																							
753324																																																																																							
753641																																																																																							
753856																																																																																							
754068																																																																																							
754246																																																																																							
754536																																																																																							
754826																																																																																							
754853																																																																																							
754929																																												0	0	54547	450	0	0	2584	0	435152	3642	0	0	186	0	220915	2199	0	0	263	0	105462	1249	0	0	0	0	4604	59	0	0	0	0	29031	447	0	0	179	3033	0	849711	8225	0	0	
755252																																																																																							
755421																																																																																							
755458																																																																																							
756343																																																																																							
756848																																																																																							
757377																																																																																							
757452																																																																																							
757779																																																																																							
758703																																												0	0	249903	1425	0	0	4751	0	2565676	25096	0	0	2117	487	1633624	8849	0	0	6478	432	851886	11112	0	0	0	0	0	0	0	0	0	0	3965	109	0	0	1113	13346	919	5305054	47704	0	0	
758842																																																																																							
758851																																																																																							
759045																																																																																							
759625																																																																																							
760210																																																																																							
760331																																																																																							
760340																																																																																							
760434																																																																																							
760649																																																																																							
760854																																																																																							
760939																																																																																							
760957																																																																																							
761244																																																																																							
761459																																																																																							
761543																																																																																							
761806																																																																																							
761833																																																																																							
761851																																																																																							
761954																																																																																							
762045																																																																																							
762447																																																																																							
762474																																																																																							
762773																																																																																							
763211																																																																																							
763677																																																																																							
763930																																																																																							
764030																																																																																							
764058																																																																																							
764067																																																																																							
764142																																																																																							
764151																																																																																							
764816																																																																																							
765318																																																																																							
765354																																																																																							
765505																																												0	0	113978	2485	0	0	295	0	468399	5856	0	0	506	0	181915	713	0	0	0	0	57875	567	0	0	0	0	0	0	0	0	40	0	9125	95	0	0	0	841	0	831292	9716	0	0	
765662																																																																																							
765877																																																																																							
766052																																																																																							
766164																																																																																							
767152																																																																																							
767246																																																																																							
767255																																																																																							
767554																																																																																							
767572																																																																																							
767611																																																																																							
767732																																																																																							
767974																																																																																							
768074																																																																																							
768458																																																																																							
768476																																																																																							
768953																																																																																							
769156																																																																																							
769334																																																																																							
770451																																																																																							
770545																																																																																							
770639																																																																																							
770657																																																																																							
770853																																																																																							
771047																																																																																							
771140																																												0	0	23150	255	0	0	9016	180	390496	5707	0	0	744	0	159196	1307	0	0	0	0	139867	2257	0	0	0	0	0	0	0	0	5	0	11831	378	0	0	62	9765	180	724540	9966	0	0	
771458																																																																																							
771609																																																																																							
771748																																																																																							
771878																																																																																							
772008																																																																																							
772446																																																																																							
772754																																																																																							
773032																																																																																							
773171																																																																																							
773247																																																																																							
773443																																																																																							
773470																																																																																							
773742																																																																																							
774132																																																																																							
774235																																																																																							
774253																																																																																							
774347																																																																																							
775054																																																																																							
775241																																																																																							
775456																																																																																							
775773																																																																																							
776369																																																																																							
776547																																																																																							
777254																																																																																							
777366																																																																																							
777441																																																																																							
777870																																																																																							
778738																																																																																							
779016																																																																																							
779351																																												0	0	103742	385	0	0	7332	845	737890	16205	0	0	2321	32	487276	2150	0	0	613	132	496437	5494	0	0	1	1	18332	528	0	0	179	15	24021	323	0	0	0	10446	1025	1867698	25085	0	0	
779360																																																																																							
779641																																																																																							
779650																																																																																							
779968																																																																																							
780049																																																																																							
780218																																																																																							
780263																																																																																							
780722																																																																																							
780955																																																																																							
782016																																																																																							
782306																																																																																							
782548																																																																																							
783161																																																																																							
783246																																																																																							
783349																																																																																							
783648																																												0	0	592350	13675	0	0	433	131	2446374	40482	0	0	10551	290	710107	5554	0	0	1646	819	1116062	7573	0	0	0	0	1311	46	0	0	39	10	409285	85	0	0	415	12669	1250	5275489	67830	0	0	
783844																																																																																							
783910																																																																																							
784159																																																																																							
784430																																																																																							
785147																																																																																							
785473																																												0	0	39044	667	0	0	8433	83	952565	7742	0	0	3435	0	470674	3702	0	0	2170	742	110485	2772	0	0	0	0	0	0	0	0	223	0	11991	372	0	0	0	14261	825	1584759	15255	0	0	
785857																																																																																							
785923																																																																																							
785950																																																																																							
786210																																																																																							
786256																																																																																							
786340																																																																																							
786555																																																																																							
786612																																												0	0	441246	0	0	0	2323	64	2048754	12952	2537	0	1364	22	413717	1297	1140	0	1222	801	594820	3792	0	0	0	0	0	0	0	0	0	0	6996	29	0	0	0	4909	887	3505533	18070	3677	0	
786733																																																																																							
786948																																																																																							
787141																																																																																							
787459																																																																																							
787842																																																																																							
788559																																																																																							
788652																																																																																							
788773																																																																																							
789051																																																																																							
790150																																																																																							
790271																																																																																							
790543																																																																																							
790703																																																																																							
790918																																																																																							
791072																																																																																							
791353																																																																																							
791821																																																																																							
791942																																																																																							
792453																																																																																							
792640																																																																																							
792659																																																																																							
794149																																																																																							
794336																																																																																							
794345																																																																																							
794475																																																																																							
794653																																																																																							
795249																																																																																							
795548																																																																																							
795959																																																																																							
795968																																																																																							
796152																																																																																							
796451																																																																																							
796572																																																																																							
796657																																																																																							
797140																																																																																							
797775																																												0	0	17799	1697	0	0	2671	0	213390	3357	0	0	8986	27	1297589	8178	0	0	0	0	4665	47	0	0	0	0	0	0	0	0	0	0	27	1	0	0	93	11657	27	1533470	13373	0	0	
798512																																																																																							
799359																																																																																							
799751																																																																																							
799854																																																																																							
799939																																																																																							
799948																																																																																							
800134																																																																																							
800442																																																																																							
800479																																																																																							
800657																																												33	0	19708	553	0	0	13756	0	5160096	65300	0	0	16311	256	1608453	5708	0	0	16081	8	3550396	38245	0	0	0	0	0	0	0	0	5501	260	231559	2502	0	0	0	51682	524	10570212	112308	0	0	
800853																																																																																							
801047																																																																																							
801056																																																																																							
801654																																																																																							
802866																																																																																							
803256																																																																																							
803265																																																																																							
803649																																																																																							
803658																																																																																							
803957																																																																																							
804150																																																																																							
804338																																																																																							
804374																																																																																							
804422																																																																																							
804860																																																																																							
804963	19002	0	1539047	8556	0	0	54446	19	14764444	145270	0	0	110495	1533	11923823	52820	0	0	169575	11245	17660903	150592	0	0	0	0	443335	20042	0	0	0	0	13462496	120067	0	0	70000	353518	12797	59794048	567347	0	0																																												
805045																																																																																							
805250																																																																																							
805335																																																																																							
805755																																																																																							
805876																																																																																							
806846																																																																																							
806958																																																																																							
807348																																																																																							
807432																																																																																							
807656																																																																																							
807955																																																																																							
808260																																																																																							
808345																																																																																							
808354																																																																																							
808653																																																																																							
809070																																																																																							
809276																																																																																							
809379																																																																																							
809650																																																																																							
809771																																																																																							
809856																																																																																							
810544																																																																																							
811046																																												0	0	299658	9494	0	0	19694	161	2362120	36728	0	0	0	0	461797	2982	0	0	15240	6190	1559607	13378	0	0	0	0	2095	42	0	0	0	0	24135	481	0	0	0	34934	6351	4709412	63105	0	0	
811457																																																																																							
811541																																																																																							
811550																																																																																							
811747																																																																																							
812164																																																																																							
812379																																																																																							
812436																																																																																							
812557																																																																																							
812614																																																																																							
813059																																																																																							
813572																																																																																							
813853																																																																																							
814074																																																																																							
814355																																																																																							
814430																																																																																							
814458																																																																																							
814476																																																																																							
814551																																																																																							
814711																																																																																							
815053																																																																																							
815147																																																																																							
815156																																																																																							
815277																																																																																							
815754																																																																																							
815772																																																																																							
816256																																																																																							
816304																																																																																							
816603																																																																																							
816751																																																																																							
817477																																																																																							
817824																																																																																							
818401																																																																																							
818540																																																																																							
818559																																																																																							
818652																																																																																							
819154																																																																																							
819172																																																																																							
819453																																																																																							
819556																																																																																							
819855																																																																																							
820048																																												0	0	32660	473	0	0	11475	0	416524	5734	0	0	224	0	168596	1847	0	0	0	0	30176	459	0	0	0	0	0	0	0	0	0	0	6417	71	0	0	0	11699	0	654373	8584	0	0	
820301																																																																																							
820477																																																																																							
820842																																																																																							
820879																																																																																							
821036																																																																																							
821157																																																																																							
821559																																																																																							
821643																																																																																							
821906																																																																																							
822042																																												0	0	62901	757	0	0	844	3	536249	6452	0	0	682	19	134864	810	0	0	271	271	147757	1181	0	0	0	0	0	0	0	0	0	0	3058	58	0	0	37	1797	293	884829	9295	0	0	
822051																																																																																							
822275																																																																																							
822556																																																																																							
822631																																																																																							
823076																																																																																							
823133																																																																																							
823142																																																																																							
823450																																																																																							
823478																																																																																							
823553																																																																																							
823638																																																																																							
823656																																																																																							
824242																																																																																							
824653																																																																																							
824671																																																																																							
824738																																																																																							
825146																																												263	104	207521	2006	0	0	25740	3279	1395338	14579	383	0	4357	281	423562	4373	104	0	10250	3532	656739	6578	694	0	0	0	2947	0	0	0	6	0	88297	938	0	0	1440	40616	7196	2774404	29914	1181	0	
825454																																																																																							
825548																																																																																							
825753																																																																																							
825847																																																																																							
825940																																																																																							
826451																																																																																							
826648																																																																																							
826956																																												0	0	232811	1985	0	0	9818	116	1075020	10919	0	0	725	0	408883	2213	0	0	7212	152	1097295	10225	0	0	0	0	0	0	0	0	2	0	34433	502	0	0	0	17757	268	2848442	25844	0	0	
827355																																																																																							
827458																																																																																							
827560																																																																																							
828110																																																																																							
828174																																																																																							
828473																																																																																							
828651																																												0	0	151010	906	0	0	194	0	649904	4052	0	0	161	0	447174	2773	0	0	28	0	431524	2937	0	0	0	0	0	0	0	0	0	0	21491	574	0	0	6623	383	0	1701103	17865	0	0	
829032																																																																																							
829041																																																																																							
829050																																																																																							
829452																																																																																							
830113																																																																																							
830252																																																																																							
830355																																																																																							
830542																																																																																							
830645																																																																																							
830748																																																																																							
831008																																																																																							
831576																																																																																							
831642																																																																																							
831875																																																																																							
831941																																																																																							
832528																																																																																							
832546																																																																																							
833404																																												0	0	17337	172	0	0	1362	0	552822	5394	0	0	736	0	589859	3101	0	0	67	0	153739	1327	0	0	0	0	0	0	0	0	10	0	19886	187	0	0	0	2175	0	1333643	10181	0	0	
833749																																																																																							
833758																																																																																							
833851																																																																																							
834175																																																																																							
835079																																																																																							
835257																																																																																							
835378																																																																																							
835444																																																																																							
835613																																																																																							
835659																																																																																							
835743																																																																																							
835770																																																																																							
836656																																																																																							
836843																																																																																							
837000																																																																																							
837046																																																																																							
837149																																																																																							
837158																																																																																							
