"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
297631					CONF				387	217	277	0	0	0	0	false		0	0							475			284		0	0	0	0											Shared IT	Shared Loan Operations	Shared Digital										
297761	65	0	0	75	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	86	0	29	202	63	0	150	241	0	0	0	0	0	0					24	171	0																
298049	0	0	0	0	CONF	131	415	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0					0	0	0	Shazam Switch Fee Income	Employee Retention Tax Credit														
298218	186	245	416	27	CONF	0	0	0	242	131	0	0	0	0	0	false	221	0	0	95	646	0	2429	1938	209	0	250	361	1175	64	0	0	0	0					0	0	211				Contributions & Donations	Mortgage Recording Tax											
298245					CONF							0	0	0	0	false		0	0					984		616	230				0	0	0	0																							
299868	169	386	295	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	470	0	0	205	0	0	243	0	0	0	0	0	0	0					0	525	175																
300009	1038	0	293	40	CONF	0	0	0	0	0	0	0	0	0	0	false	148	0	0	69	318	63	185	1058	71	1797	380	80	744	189	0	0	0	0					0	309	0																
300063	0	0	202	0	CONF	2979	0	0	360	0	0	522	0	0	0	false	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0					0	0	0	PREPAYMENT CREDIT FROM FHLB BORROWING			IT PROCESSING FEE			ISO & NSO STOCK OPTION AMORTIZED									
300157	0	0	0	0	CONF	326	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	OTHER CHARGES, COMMISSIONS, FEES											Credit to Undivided Profits-Adj related to 2015.  Per Tax Acc.	Debit to Fed Inc Tax Deferred-Adj. related to 2015 Per Tax Acc.			
300353	329	0	0	67	CONF	40	0	0	122	199	0	0	0	0	0	false	104	0	0	17	147	39	144	727	136	1174	172	0	586	181	0	0	0	0					0	0	0	Debt Cancelation			Travel and Ent	Conventions and Meeting Exp											
300456	0	0	0	0	CONF	0	0	0	128	108	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0					0	0	0				SERVICE AGREEMENTS	DEBIT CARD											
300933	262				CONF							0	0	0	0	false		0	0		392		1114	759			224	119	552		0	0	0	0																							
300942	0	0	0	0	CONF	0	0	0	151	0	0	0	0	0	0	false	0	0	0	0	0	0	167	241	0	0	0	0	0	0	0	0	0	0					0	0	0				Online/Tele banking												
300960	1646	0	0	0	CONF	0	0	0	0	0	0	55000	0	0	0	false	0	0	0	0	0	0	0	3532	0	766	0	841	0	0	0	0	0	0					0	0	0			0				Capital contribution from holding company									
301574	781	0	0	0	CONF	332	0	0	0	0	0	186	0	0	0	false	0	0	0	0	341	0	0	807	0	846	0	1194	549	0	0	0	0	0					0	0	0	change in fair value of interest rate swap						expense for ESOP, employee SOP									
301800	734		503	387	CONF	599	834	345	847	250		0	0	0	0	false	320	0	0			46		4471	477	3500	579	546	2042	628	0	0	0	0							374	BOLI	Tax Return Fees	Settlement Fees	Mortgage Fees	Contributions								External Auditors Identified Correction of an Error			
302030	0	0	0	0	CONF	0	0	0	96	96	0	0	0	0	0	false	0	0	0	0	0	9	12	205	0	85	75	0	0	67	0	0	0	0					0	0	0				Debit Card Expense	Professional											
302133	14	0	0	29	CONF	3	0	0	70	14	16	1725	0	0	0	false	3	0	0	0	20	2	0	166	18	0	54	98	0	23	0	0	0	0					0	0	0	Late or Collection Fees			Depreciation on Hardware/Software - Equipment Expense	Travel Expenses/Meetings and Education	Dues and Subscriptions/Donations	Capital Infusion									
302553	0	0	0	0	CONF	205	0	0	0	0	0	4000	1038	0	0	false	0	0	0	0	437	0	343	776	0	0	0	0	259	0	0	0	0	0					0	0	0	US Treas Form 941 Refund						PLAINS BANCSHARES INC CAPITAL SUPLUS	STOCKHOLDER CAPITAL TRANSFER								
302656	2355	0	265	0	CONF	101	0	0	1930	949	0	0	0	0	0	false	326	0	0	167	595	160	0	5879	464	3362	228	632	1920	795	0	0	0	0					160	1075	317	Secondary Market Fees			Corporate Fees	Acquisition Costs											
303653	171	0	151	13	CONF	138	0	0	52	428	0	0	0	0	0	false	63	0	0	6	0	24	348	675	80	1	98	69	244	87	0	0	0	0					49	0	25	Miscellaneous Service Fees			FRB/Correspondent Bank Fees	Miscellaneous Bank Fees	2933										
303701	0	0	0	0	CONF	0	0	150	214	0	0	0	0	0	0	false	0	0	0	0	0	0	571	595	0	0	280	0	0	0	0	0	0	0					0	0	0			Misc Income  - Life Insurance Proceeds	Insurance Expense - VT Franchise/NH Business Profits												
303747	0	0	0	0	CONF	118	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	243	0	126	0	0	0	0	0	0	0	0					0	0	0	VISA Income															
303952	205	0	103	56	CONF	167	53	0	34	110	0	0	0	0	0	false	118	0	0	3	143	32	64	0	154	370	94	57	15	144	0	0	0	0					0	0	55	INVESTMENT PROFESSIONALS	CLUB ACCOUNTS		DONATIONS	BANK SERVICE CHARGES											
304173	800	0	746	0	CONF	0	0	0	631	0	0	0	0	0	0	false	0	0	0	0	1107	0	0	1784	0	1177	0	0	552	0	0	0	0	0					0	0	0				Contributions												
304520	0	0	129	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0					0	0	0																
304575	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
304762	26	0	31	121	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	13	3	0	217	25	160	0	35	69	35	0	0	0	0					0	0	0																
304913	0	0	0	0	CONF	2784	0	0	7606	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Intercompany service fees			Intercompany expenses												
305059	72	0	0	0	CONF	0	0	0	134	71	60	7700	0	0	0	true	0	0	0	0	0	0	270	0	55	0	72	0	145	0	0	0	0	0					0	0	0				Business Promotions	Internet Banking & Billpay	Staff Meals & Entertainment	Additional Paid in Capital from Holding Company ECIP Funds				We converted to a C-Corp on May 23, 2022; therefore had to book $540,117.00 into Deferred Tax Liability and begin accruing for Federal Income Tax Payable.					
305077	129	0	129	51	CONF	85	162	0	124	0	0	0	0	0	0	false	10	0	0	11	87	5	38	442	36	190	100	90	129	12	0	0	0	0					7	0	14	NSF Income	Loan Origination income		Loan Origination expenses												
305237	0	0	0	0	CONF	0	0	0	251	220	0	0	0	0	0	false	0	0	0	0	0	0	0	708	0	613	0	0	497	0	0	0	0	0					0	0	0				Deferred compensation expense	Amortization of tax credits											
305442	0	0	0	0	CONF	518	0	0	348	0	0	0	0	0	0	false	0	0	0	0	259	0	0	487	0	1128	0	382	0	0	0	0	0	0					0	0	0	Secondary Mortgage Department			Dealer Expense												
306056	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0									Reserve for unfunded committments							
306140	5	0	17	99	CONF	0	0	0	0	0	0	0	0	-288	0	false	4	0	0	0	0	4	0	158	3	0	47	0	0	0	0	0	0	0					0	0	0									Purchasing Bank Acquired ALLL w/ Sale							
306159					CONF				250			0	0	0	0	false		0	0		197			535		443					0	0	0	0											SOFTWARE MAINTENANCE												
306337	213	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	71	0	0	0	186	0	560	907	0	0	119	0	0	171	0	0	0	0					0	0	0																
306908	0	0	348	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	302	0	0	749	0	1701	0	0	720	0	0	0	0	0					0	0	0																
307062	265	0	0	0	CONF	361	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	820	0	1575	0	0	515	0	0	0	0	0					0	0	0	R/E Loan Commissions															
307334	176	0	0	0	CONF	0	0	0	0	0	0	7500	0	0	0	false	0	0	0	0	101	0	0	366	0	0	0	0	0	0	0	0	0	0					0	0	0							Infusion of capital from bank holding company									
307361	306	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1361	0	0	0	0	0	0	0	0	0	0					122	0	0																
307679	0	0	0	0	CONF	0	0	0	1762	693	0	0	0	0	0	false	0	0	0	0	682	0	0	1155	0	2323	0	0	0	952	0	0	0	0					0	0	0				Software maintenance & Amortization	B&O Taxes											
307932	0	0	0	0	CONF	0	0	0	0	0	0	68	0	0	0	false	0	0	0	0	0	0	0	308	0	261	0	125	0	0	0	0	0	0					0	0	0							SURPLUS TRANSACTIONS YTD CHANGES									
308256	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	183	0	0	0	124	0	0	0	0	0	0					0	0	0																
308340	148	0	0	0	CONF	0	0	0	315	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0					0	0	0				Professional Fees												
308836	0	0	123	0	CONF	0	0	0	0	0	0	100	0	0	0	false	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0					0	0	0							Capital Infussion									
309150	0	0	0	0	CONF	0	0	0	291	0	0	0	0	0	0	false	0	0	0	0	275	0	469	0	0	0	0	0	621	0	0	0	0	0					0	0	0				Forgery and bad check loss												
309655	751	0	444	145	CONF	0	0	0	0	0	0	8000	0	0	0	false	72	0	0	19	150	10	1273	2345	123	65	368	332	276	135	0	0	0	0					175	14	46							Holding company capital injection									
309851	74	0	71	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	70	0	0	0	0	85	0	0	0	0	0					0	0	0																
310754	1043	0	53	311	CONF	0	0	0	4358	0	0	-1108	0	3	0	false	121	0	0	0	0	0	0	1047	97	0	179	885	0	28	0	0	0	0					0	0	0				Mortgage Loan Investor and Sales Related Expenses			Subchapter S Distributions		Reclassed amount from off-balance sheet reserves							
310950	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
310978	3605				CONF	343	340	420	2803	2532	1669	584	0	0	0	false		0	0		1738			4463		514					0	0	0	0	-1392	0	430					WEALTH MANAGEMENT REVENUE	DEATH BENEFIT	MANAGEMENT FEES	Origination Support	WMC - PROVISION FOR LOAN SALE LOSSES	LOAN FEES	Holding Company Additional Investment									
311050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	2067	0	4307	0	0	1705	0	0	0	0	0					0	0	0																
311144	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0					0	0	0																
311256	0	0	0	0	CONF	0	0	0	373	0	0	11187	0	0	0	false	0	0	0	0	0	0	0	547	0	457	0	0	195	0	0	0	0	0					0	0	0				Deconversion Expenses			CAPITAL INJECTION									
311265	254	0	0	0	CONF	0	0	0	0	0	0	0	0	-2	0	true	0	-38	0	0	173	0	0	632	0	255	325	0	0	0	0	0	0	0	-690	0	645		0	0	0									Year end amounts improperly cleared		Due to the financial audit for 2021 we had to make adjusting entries of -$38K.	Audited financial audit adjustments				
311603	633	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	500	954	0	962	0	0	0	0	0	0	0	0					0	0	0																
311658	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0					0	0	0																
311845					CONF	-96071	10488	10004	72034	-42244	71978	0	0	0	0	false		0	0					28063		133942		49140	41810		0	0	0	0				-2349				Loan Fair Value	Gain on sale of branches	Ancillary Fee Income	Software Amortization and Maintenance	Mark To Market on Swaps	Mark To Market on MSR Hedge								0	0	
311939	0	0	250	0	CONF	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	118	0	215	177	0	0	143	0	0	214	0	0	0	0					0	0	0							Capital Infusion from Holding Company									
312244	1024	0	165	31	CONF	0	0	0	2046	0	0	0	0	0	0	false	53	0	0	89	453	26	46	0	110	2293	412	486	1025	220	0	0	0	0				0	109	0	0				Computer Software												
312356	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	933	890	0	0	0	0	340	0	0	0	0	0					0	0	0																
313009	0	0	0	0	CONF	0	0	0	320	0	0	0	0	0	0	false	0	0	0	0	0	0	0	302	0	0	204	0	0	0	0	0	0	0					0	0	0				outside service fees												
313157	65	0	20	22	CONF	-37	0	0	17	123	62	0	0	0	0	true	23	0	0	0	0	7	154	214	24	17	33	70	198	48	0	0	0	0					13	0	0	Subsidiary Income			Oklahoma State Assessment	Software Mainenance	Travel Expenses					Our Bank Holding Company, Seiling BancShares, Inc., received 7 million in Subordinated Debt.  Two million remains in the Holding Company account and 5 million was added to Tier 1 Capital of Seiling State Bank.					
313223	291	0	131	0	CONF	0	0	0	225	101	0	0	0	0	0	false	0	0	0	0	184	0	0	571	0	0	175	273	166	0	0	0	0	0					171	0	0				Ohio Financial Institutions Tax	Education Expense											
313577	1231	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	402	0	0	1673	0	1332	0	0	0	0	0	0	0	0					0	0	0																
314257	317	0	69	76	CONF	398	0	0	132	100	290	0	0	0	0	false	92	-1061	0	0	0	54	43	931	205	1283	403	0	155	134	0	0	0	0					0	42	94	Other Income			Customer and travel meals	Service organization dues	Travel and lodging						Effective dating to correctly accrue for expense paid in 2022				
314444	417	0	166	56	CONF	70	0	0	0	0	0	0	0	0	0	false	72	15	0	14	80	17	673	357	54	0	168	0	0	233	0	0	0	0					3	1	38	Bouncesafe Recoveries											Adjustment for dep/income on assets from prior period				
315656	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	689	0	455	0	0	0	0	0	0	0	0					0	0	0																
316840	6875	0	0	0	CONF	17080	5000	13000	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	21500	0	13282	0	0	4815	0	0	0	0	0					0	0	0	Tax Refund Transfer Fees	Contract Termination	Legal Settlement													
316859	21	0	26	60	CONF	0	0	0	128	115	0	0	0	0	0	false	5	0	0	0	0	0	0	542	34	0	0	66	0	67	0	0	0	0					0	1	15				Business development	Charge off interest											
316934	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0					0	0	0																
317258	425	0	100	44	CONF	0	0	0	0	0	0	0	0	0	0	false	300	0	0	51	303	0	59	1815	258	1726	70	48	758	107	0	0	0	0				0	53	0	0																
317342	4976				CONF				18188			0	0	9950	0	false		0	0					11510		17766			5909		0	0	0	0											Acquisition and Conversion Cost					Adj  to allowance RE acquisition of Commonwealth Bank							
317379	329	0	121	15	CONF	0	0	0	0	0	0	0	0	0	0	false	113	0	0	0	116	20	118	1397	119	1247	96	138	244	82	0	0	0	0					0	0	0																
317650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0					0	0	0																
318639	0	0	55	0	CONF	0	0	0	28	12	0	0	0	0	0	false	0	0	0	0	0	2	0	41	9	0	0	0	0	0	0	0	0	0					0	0	0				PROF FEES	SOFTWARE & LICENSE											
318974	2125	0	515	130	CONF	-4206	-403	-3380	1591	1357	0	0	0	0	0	false	442	0	0	55	2495	69	114	2770	963	1587	30	696	235	895	0	0	0	0		0		0	166	0	19	MTM Hedges Fair Value Change	Gain/(Loss) on Mortgage Banking Derivatives	Fair Value Revaluation Adjustments	Financial Institutions and Other Taxes	M/L Underwriting Expense											
319047	306	0	185	32	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	18	78	25	0	864	95	13	179	256	233	80	0	0	0	0					0	0	0																
319458					CONF							0	0	0	0	false		0	0										162		0	0	0	0					254																		
319551	0	0	209	0	CONF	362	106	0	199	0	0	0	0	0	0	false	0	0	0	0	235	0	0	508	0	334	0	0	0	0	0	0	0	0					0	0	0	Accounting Department Fees	Referral Fees		Loan Servicing												
320034	14	0	118	19	CONF	0	0	0	0	0	0	250	0	0	0	false	29	0	0	5	0	9	182	17	51	0	71	0	136	18	0	0	0	0					0	0	0							moved from bank's holding co to surplus acct									
320052			421		CONF				1269			0	0	0	0	false		0	0							2041			596		0	0	0	0								Bank Owned Minerals-Lease Proceeds			Software Maintenance												
320070	101	0	229	27	CONF	48	0	0	180	0	0	0	0	0	0	false	12	0	0	1	100	5	134	663	32	2	211	0	0	39	0	0	0	0					0	0	0	LRA INCOME			OHIO FINANCIAL INSTITUTIONS TAX												
320119					CONF	6001	5256	4494	17804	6382		0	0	0	0	false		0	0		5861							10224			0	0	0	0	7490	0	-13400					Fees from Factoring	Fees from Cash Management	Fees from Safekeeping	Cost of Outsourcing	Errors and Omissions											
321152	177				CONF	195	653		202			6260	0	0	0	false		0	0					450			191				0	0	0	0								Banking as a Service Income	Fee Income- Deposits Sold		Maintenance Agreements- Software and Equipment			Capital Injection from Parent									
321255	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
321273	0	0	0	0	CONF	279	0	169	768	0	484	0	0	0	0	false	0	0	0	0	348	0	0	1472	0	1065	0	0	0	0	0	0	0	0					0	0	0	Total Indirect Auto Fee Income		Management Fee Income	Total Other Losses		Loan Related Expenses	Capital contribution from holding company									
321330	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-4	0	false	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0					0	0	0									Change in reserve for off balance sheet credit risk							
321947	385	0	389	0	CONF	0	0	0	1291	140	0	0	0	0	0	false	132	0	0	0	346	0	0	0	169	1438	515	0	223	197	0	0	0	0					0	0	809				Computer Software Maint Fees	Other Equipment Service and Rental											
322449	7	0	84	1	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	3	12	288	17	95	88	44	0	0	0	0	0	0					0	0	0												year end accounting adjustment on pension				
322476	1	0	16	45	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	63	3	0	34	0	0	0	0	0	0	0					0	0	0																
322551	22	0	30	10	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	5	8	84	22	0	39	0	0	17	0	0	0	0		0			2	0	20																
323204	962	0	0	0	CONF	0	0	0	1133	1055	0	0	0	0	0	false	0	0	0	0	428	0	3661	1393	0	0	0	0	1047	0	0	0	0	0					0	0	0				Contract 3rd Party	Loan Fees											
323651	0	0	275	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	309	0	332	0	0	271	0	0	0	0	0					0	0	0																
324153	207	0	0	0	CONF	0	0	0	0	255	0	0	0	0	0	false	0	0	0	0	0	0	0	375	0	187	0	153	0	0	0	0	0	0					0	0	0					IT Management											
324229	0	0	137	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	23	101	0	211	0	0	185	124	0	0	0	0					0	0	0																
324256	8	0	34	79	CONF	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	0	0	0	38	116	28	0	68	21	0	0	0	0					0	0	0																
324340					CONF							30	0	0	0	false		0	0		1312			3891		4582			1541	1241	0	0	0	0														EMPLOYEE STOCK PURCHASE PLAN									
324854	10	0	70	1	CONF	0	0	0	0	0	0	0	0	0	0	false	39	0	0	11	51	11	191	624	46	0	46	0	0	94	0	0	0	0					0	0	0																
324863	803	0	0	786	CONF	852	0	0	696	0	0	0	0	0	0	false	0	0	0	0	0	0	0	647	0	2801	0	0	0	757	0	0	0	0					0	0	0	SECONDARY MARKET & SRP FEES			DEBIT CARD EXPENSE												
324975	0	0	77	0	CONF	0	0	0	247	201	0	0	0	0	0	false	0	0	0	0	0	0	248	226	28	0	0	0	105	0	0	0	0	0					0	0	0				Managed IT	Checking Account Expense											
325141	122	0	54	3	CONF	0	0	0	0	0	0	0	0	0	0	false	54	0	0	0	0	31	195	0	153	1084	158	0	624	255	0	0	0	0					0	0	75																
325459	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0												Fed and State Tax Adjusted per CPA				
325534	0	0	0	0	CONF	0	0	0	227	0	0	0	0	0	0	false	0	0	0	0	101	0	0	885	0	688	0	0	0	0	0	0	0	0					0	0	0			0	DEBIT CARD EXPENSE												
326054	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	596	0	611	0	0	0	0	0	0	0	0					0	0	0																
326344	268	0	168	143	CONF	175	0	0	0	0	0	0	0	0	0	false	205	0	0	0	0	52	0	353	0	0	0	0	0	0	0	0	0	0					0	0	0	Internet Service Income			Internet Service Expense												
326858	0	0	0	0	CONF	0	0	0	2159	1354	0	0	0	0	0	false	0	0	0	0	0	0	1647	4032	0	3438	0	0	0	0	0	0	0	0					0	0	0				SUBSCRIPTIONS	BUSINESS DVLP											
326979	504	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	460	0	0	1499	405	0	0	0	0	0	0	0	0	0					0	0	0																
327220	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	276	0	758	131	0	397	0	0	0	0	0					0	0	0																
327305	940				CONF				717			0	0	0	0	false		0	0		394					1568			683		0	0	0	0											INTERNET BANKING EXPENSE												
327435	204	0	161	44	CONF	0	0	0	884	437	0	0	0	0	0	false	175	0	0	47	376	77	136	1070	209	1528	156	37	409	265	0	0	0	0					181	0	0				Electronic Banking	Network Services											
327556	108	0	0	0	CONF	613	0	0	456	247	0	0	0	0	0	false	0	0	0	0	171	0	145	309	120	0	0	0	0	0	0	0	0	0					0	0	0	DEBIT CARD INCOME			DEBIT CARD EXPENSE	TECHNOLOGY EXPENSE		Capital injection									
327855	201	0	0	0	CONF	0	0	0	333	152	65	0	0	0	0	false	112	0	0	0	447	0	0	1467	167	1065	226	0	294	210	0	0	0	0				0	143	14	97				Officer/Director Deferred Comp	Professional Service Fees	Subscriptions										
328058	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
328357					CONF	475	227		208	287		0	0	0	0	false		0	0					810					249		0	0	0	0								Compliance Fee	Deposit Network Income		Loan Related Expense	Deposit Related Expense											
328656	0	6	0	0	CONF	37	13	0	0	0	0	0	0	0	0	false	0	0	0	0	0	15	0	224	0	187	0	0	0	0	0	0	0	0					0	0	0	FEE INCOME	MISCELLANEOUS INCOME														
328777	2152				CONF	308	963		1648			0	0	0	0	false		0	0		1397			5819		2631		1549			0	0	0	0								SBIC investment gain	Unrealized gain on swaps		Charitable Contributions												
329149	243	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0					0	0	0																
329345	0	0	0	0	CONF	153	0	0	0	0	0	0	0	0	0	false	0	0	0	0	384	0	0	1904	0	896	468	0	0	0	0	0	0	0					0	0	0	ATM Network Fee															
329550	311	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	248	0	0	1255	0	1310	0	0	0	0	0	0	0	0					0	0	0							Received CDFI FA Grant at Holding Company, distributed to Bank									
329952	479		205	53	CONF				181	166		0	0	0	0	false	115	0	0			99	1743	1432	304	176	354		926	304	0	0	0	0				0		3	73				comptroller exp	merchant exp											
330239	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	234	0	126	258	0	1108	0	0	555	0	0	0	0	0					0	0	0																
330248	0	0	110	154	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
330855	2800				CONF	33040			2079			0	0	0	0	false		0	0					5575		7268			3181		0	0	0	0					1			Contract Services			Servicing Expense												
330873	0	0	191	0	CONF	0	0	0	301	0	0	0	0	0	0	false	0	0	0	0	114	0	0	227	0	0	0	324	0	307	0	0	0	0					0	0	0				Computer Software												
330949	311	0	0	0	CONF	120	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	747	0	817	217	0	186	0	0	0	0	0					0	0	0	CSI Contract Credits															
331076	0	0	197	0	CONF	105	0	0	273	0	0	0	0	0	0	false	0	0	0	0	281	0	0	882	0	188	214	0	0	0	0	0	0	0					0	0	0	Building Lease			Technology												
331375	194	0	363	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	724	0	350	119	208	170	0	0	0	0	0					0	0	0																
331544	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0					0	0	0																
331713	0	0	0	0	CONF	0	0	0	493	328	0	0	0	0	0	false	0	0	0	0	306	0	692	688	0	0	0	0	543	367	0	0	0	0					0	0	0				Taxes - Shares	Donations											
332224	0	0	0	0	CONF	171	291	0	680	0	0	15000	0	0	0	false	0	0	0	0	284	0	0	843	0	583	0	558	324	419	0	0	0	0					0	0	0	BANK ENTERPRISE AWARD	MSB MONITORING FEE		MSB COMPLIANCE AND COURIER EXPENSES			CAPITAL CONTRIBUTION TO SUBSIDIARY									
332345	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
332671	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	-24	0	0	352	0	0	0	0	0	0	0	0	0	0					0	0	0																
332756	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0																
333034	0	0	0	0	CONF	0	0	0	346	232	0	0	0	0	0	false	0	0	0	355	0	0	106	513	0	0	0	218	0	0	0	0	0	0					0	0	0				Tax Credit Amortization	IT Expense											
333203	617	0	0	0	CONF	698	0	0	1087	0	0	0	0	0	0	false	0	0	0	0	487	0	610	0	0	2078	0	0	860	0	0	0	0	0					0	0	0	MERCHANT PROGRAM INCOME			VERMONT FRANCHISE TAXES												
333650	133	0	109	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	161	0	0	375	0	435	0	0	187	0	0	0	0	0					0	0	0																
333856	7	0	108	83	CONF	0	0	0	584	250	0	0	0	0	0	false	85	0	0	0	136	14	24	570	171	802	69	39	386	136	0	0	0	0					41	0	53				Internet Banking	Provision for off-balance sheet credit exposures											
333940	21	0	35	34	CONF	0	0	0	0	0	0	0	0	0	0	false	11	0	0	2	0	7	7	0	27	0	74	0	0	0	0	0	0	0					0	0	0																
334264	472	0	252	38	CONF	0	0	0	2	0	142	0	0	0	0	false	158	0	0	0	0	53	52	615	158	2089	135	46	652	250	0	0	0	0					0	0	0				CASH MANAGEMENT		DEBIT CARD LOSSES										
