"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
368951																					878	294	2649		288				1189					0		0	0	0				
369453																					792	71	6121		47				1048					0		4163	0	0				
369659																					5435	0	34624		2886				4323					0		21980	0	0				
370020																					4362	2831	22586		861				2342					0		9853	0	2337				
370347																					467	0	1852		299				1086					0		0	0	0				
370721																					2771	897	12212	416	1797	1007		294	1853					0		2909	0	1985	PREPAID PENSION		FHLB LRA	
370833																					144	0	8238		7201				643					0		250	0	0				
370954																					185	0	1883		105				328					0		1265	0	0				
371223																					3346	1007	12444		6960				1131					0		0	0	0				
371232																					406	2762	9843		449				767					0		4088	0	1371				
371362																					2402	0	17492		296				4277					0		7171	0	3346				
371559																					349	0	1540		56				1135					0		0	0	0				
371755																				0	209	0	1267	99	207	3	105	0	851	0	0	0	0	0	0	0	0	0	ATM DISPUTE	OPP VALUATION ALLOWANCE		
371849																					0	0	2046		137				536					0		879	0	494				
371924																					2526	7751	43261		4025				4016					0		18283	0	6660				
371942																					398	850	4465		63				730					0		2424	0	0				
372444																					358	1512	2744		275				599					0		0	0	0				
372538																					3255	624	22474		908				3358					0		8133	0	6196	ICBA Compensating Balance			
372640																					984	0	7404		221				928					0		4700	0	571				
372855																				0	739	0	4526	211	336	0	0	0	605	0	0	0	0	0	0	2846	0	0				
373272																					424	168	1360		628				140					0		0	0	0				
373553																					193	0	1627		11				332					0		1091	0	0				
373601																					100	0	12060		3009	1335			7069					0		1882	0	0	Asset Suspense	1336		
374130																					448	1813	6482		135				862					0		2138	0	1086				
374653																					5852	3917	97190	4940	12698				9465			4389		0		57682	0	7576				
374774																					530	0	6450		1131				631					0		4158	0	0				
375043																				0	4914	0	54692	0	5254	3654	0	0	11705	0	0	0	0	0	0	32819	0	0	Right of Use Asset			
375379																					166	867	1200		42				125					0		0	0	0				
375502																					3310	15586	88497		19885				5835					0		43881	0	0				
375566																					7356	0	25951		1585				4069					0		12941	0	0				
375650																					57	0	1724		361				49					0		1257	0	0				
376237																					134	35	2589		221				473					0		1726	0	0				
376273																					8040	6321	33418	1984	5701				6087					0		7269	0	0				
376442																				0	2964	4634	18779	624	876	0	0	0	4263	0	0	216	0	0	0	6042	0	0				
376947																					218	214	2214		494				1081					0		207	0	0				
377663																				0	615	0	4534	158	158	0	0	0	1028	0	0	0	0	0	0	2733	0	0				
377850																					314	0	2050		121				327					0		1288	0	0				
378044																					0	0	174		50				124					0		0	0	0				
378110																					205	439	1100		235				221					0		0	0	0				
379050																					155	0	958		27				230					0		546	0	0				
379153																					162	0	2055		150				635					0		787	0	321				
379470																					995	1294	6313		218				532					0		2070	1204	0				
379649																				43	524	1417	17767	145	188	0	0	0	881	0	0	0	0	0	0	11214	0	3543				
379920																					334712	132794	1559894	95935	304072	84897			129607					0		349084	142522	167103	CRA LIHTC Partnerships			
380346																					276	309	3846		179				966					0		0	2116	0				
380458																					21261	17412	68793		7564				10262					0		10684	0	1610				
380533																					279	398	2551		191				1683					0		0	0	0				
380878																					213	474	6619		371				366					0		5195	0	0				
380944																					163	317	4306		1061				231					0		2534	0	0				
381026																					172	1052	3954	95	157				537			62		0		1636	0	400				
381932																					178	2236	12086		309				904					0		8459	0	0				
381950																					428	6243	18767		2217				2428					0		7451	0	0				
382050																					903	4266	18369		2404				1697					0		9099	0	0				
382069																					193	5435	14553		529				1149					0		1520	0	5727				
382256																					400	177	955		84				294					0		0	0	0				
382274																					0	0	62		62				0					0		0	0	0				
382443																					256	119	5656		100				1689					0		3492	0	0				
382537																					140	1761	3435		433				1101					0		0	0	0				
382649																					2370	9147	28045		920				3511					0		12097	0	0				
382658																					338	0	4372		829				3205					0		0	0	0				
382742																					821	658	2057		359				219					0		0	0	0				
382854																				12	304	416	4163	203	259				799		6	4		0		2385	0	0				
384018																					2380	13275	58273		6161				11635					0		24822	0	0				
384278																					8008	25953	236729	4602	150357				16177	12303		87947	31	0		14728	10181	11325				
384353																					36	15	507		53				90					0		313	0	0				
384652																					9645	7739	46474		1954				2636					0		24500	0	0				
384830																					305	1267	3004		341				442					0		649	0	0				
385350																					417	0	4290		240				659					0		2974	0	0				
385471																					6446	1362	22619		604				4410					0		7745	0	2052				
385547																					501	391	7976		110				820					0		5598	0	556				
385686																					295	3150	16583		317				804					0		10752	1265	0				
386432																					0	716	2421		1265				440					0		0	0	0				
386450																					4386	404	22479	530	2066	1462	74		2790					0		12833	0	0	Midwest Housing	Fiserv Reserve Account		
386731																					2124	1711	12386		411				2338					0		5802	0	0				
386825																					333	1504	3823		189				464					0		1333	0	0				
387055																					174	684	5209		249				872					0		3230	0	0				
387671																					2749	2238	24490		2588				1950					0		14965	0	0				
388155																					492	1952	3934		318				902					0		270	0	0				
388258																					265	767	1236		45				159					0		0	0	0				
388557																					1288	151	5378		951				2988					0		0	0	0				
388744																					471	1183	9661		474				459					0		7074	0	0				
388753																					50	33	365		40				242					0		0	0	0				
388874																					241	91	1355		264				293					0		466	0	0				
389358																					0	0	3762		391				3371					0		0	0	0				
389376																					213	401	3899		264				205					0		2816	0	0				
389826																					58	318	1443		132				153					0		387	0	395				
390372																					980	3466	6062		489				1127					0		0	0	0				
390840																					484	1639	13467		4927				1348					0		3027	0	2042				
391418																					1122	6065	15926		6747				1992					0		0	0	0				
391557																					84	165	1645		58				287					0		1051	0	0				
391575		22386	0	172337		119166	64347			16777	33643				0		13124	0	884		22386																		Development & Construction Mgmt Fee Receivable			
391959																					599	0	1589		303				687					0		0	0	0				
391977																					2158	22477	59140		2415				4122					0		24759	0	3209				
392152																					402	0	734		50				282					0		0	0	0				
392255																					325	0	1568		46				567					0		630	0	0				
392778																					707	16195	38163		2860				1714					0		15613	0	1074				
393252																					96	0	1308		28				1184					0		0	0	0				
393355																				0	269	0	1418	373	543	0	0	0	606	0	0	0	0	0	0	0	0	0				
393953																					696	9569	16035		3104				2666					0		0	0	0				
394156																					1159	0	6498		988				1469					0		2882	0	0				
394259																				14	2197	1190	11613	120	806	4			4392	667	1			0		3028	0	0	Promontory Rate Bridge			
395238																					322869	542310	3028201		821814	476380			254996					0		903005	0	183207	Investments in Tax Credit Partnerships			
396057																					127	843	1479		92				417					0		0	0	0				
396244																					1802	4235	19582		206				1959					0		6090	0	5290				
396253																					7190	925	30025		5783				3035					0		13092	0	0				
396954																					522	0	9202		264				1869					0		6547	0	0				
397456																				0	555	0	1251	139	294	0	0	0	402	0	136	0	0	0	0	0	0	0				
397531																					2035	4719	34846		15223				2821					0		10048	0	0				
397540																				0	8043	8193	90250	0	19689	7000	0	0	9284	6836	0	0	0	0	0	29978	0	15063	CETERA FIXED ANNUITIES			
397559																					2205	0	5443		696				2542					0		0	0	0				
397755																					12022	1338	35039		3822				3790					0		14067	0	0				
397858																					0	979	1418		75				364					0		0	0	0				
398051																				0	702	160	4629	346	346	0	0	0	597	0	0	0	0	0	0	2824	0	0				
398248																					2039	0	13116	9784	10062				1015					0		0	0	0				
398668	0	9800	0	116025	0	105525	0	0	0	700	0	0	104231	0	0	0	0	0	0																							
398837																					2063	825	10884		322				1170					0		6504	0	0				
399357																					116	121	1314		91				986					0		0	0	0				
399517																					8326	23673	201733		37768		16163		19679					0		101706	223	10358		Investment in SBICs		
399731																					0	737	3984	102	2804	250	1350		443					0		0	0	0	Stock purchased from FNBB	BOLI Investments		
399973																					1160	1038	3172		327				647					0		0	0	0				
400057																					666	0	6075		399				1396					0		3614	0	0				
400141																					763	5609	10188		1492				2324					0		0	0	0				
400365																					1292	0	11609		567				1341					0		7881	528	0				
400767																					60	1575	6267		460				850					0		3322	0	0				
401072																					427	1598	5513		87				224					0		2941	0	236				
401559																					224	29	3971		498				574					0		2646	0	0				
401755																					315	0	5102		303				1793					0		2691	0	0				
401906																					810	5695	24702		642				1513					0		16042	0	0				
401951																					676	156	2008		298				303					0		575	0	0				
402846																					0	0	1812		190				1116					0		506	0	0				
402873																					255	443	918		83				137					0		0	0	0				
403067																					1226	0	6237		282				440					0		4289	0	0				
403151																					10384	0	41995	6307	13330				17407					0		874	0	0				
403179																					16183	14562	93495		15880				6992					0		39878	0	0				
403254																					417	0	2403		604				44					0		1338	0	0				
403656																					97	0	1517		980				440					0		0	0	0				
403870																					3843	10004	33417		2266				2641					0		14663	0	0				
403946																					4927	7407	25058		3677				3415					0		5632	0	0				
404653																					1869	559	5302		171				1868					0		393	0	442				
404943																					283	1236	2292		140				633					0		0	0	0				
406022																					267	5105	13992		706				1023					0		6891	0	0				
406059																					1091	1052	3753		401				1209					0		0	0	0				
406666																					344	0	4153		199				1528					0		2082	0	0				
406974																					816	0	11397		1864				1151					0		7566	0	0				
407168																					1057	0	3219		996				1018					0		148	0	0				
407506																					4298	10253	83679		35679				17455					0		15994	0	0				
407645																					365	0	3939		791				2783					0		0	0	0				
407850																					145	0	402		14				243					0		0	0	0				
408307																					1709	4567	22009	271	977	264	400		1504					0		13252	0	0	Loan Operations Receivable	FiServ EFT Deposit		
408642																					12382	7043	66877		10486				5937					0		28815	0	2214				
408875																					4955	6033	24685		10936				2761					0		0	0	0				
409265																					67	0	392		89				236					0		0	0	0				
410159																					0	40	297		90				167					0		0	0	0				
410560																					1945	0	4206		126				1909					0		226	0	0				
410748																					631	0	3053		79				913					0		1430	0	0				
410917																					1274	0	4149		794				2081					0		0	0	0				
410944																					73	117	742		129				423					0		0	0	0				
411062																					287	0	1535		258				990					0		0	0	0				
411174																					246	0	376		39				91					0		0	0	0				
411231																					351	1236	2267		233				447					0		0	0	0				
411240																					224	0	847		412				211					0		0	0	0				
411549																					113	0	596		48				435					0		0	0	0				
411576																				0	200	77	2516	0	358	0	0	0	184	0	0	0	0	0	0	1697	0	0				
411624																					1065	0	7155	119	3861	112	3238	292	2229					0		0	0	0	Accrued Late Charges	Notes in Process	suspense-General Ledger	
411651																					333	484	3344		388				2139					0		0	0	0				
412153																					535	0	3726		912				2279					0		0	0	0				
412452																					0	0	1052		0				445					0		607	0	0				
412555																					2028	1672	8754		90				2414					0		2550	0	0				
412667																					312	0	7474		218				1982					0		4962	0	0				
412751																					130124	0	463765		139481				37931			110761		0		148798	0	7431				
412845																					497	2800	6600		438				2865					0		0	0	0				
412872																					810	1924	5944		632				520					0		0	0	2058				
413141																					67387	14799	117266	11484	12512				22568					0		0	0	0				
413208	0	690081	1496535	5755982	0	2872920	1110383	0	0	483232	0	0	0	0	0	0	3660	209554	0		690081																		Miscellaneous Assets			
413347																					80	0	963		594				289					0		0	0	0				
413543																					396	222	1978		97				1263					0		0	0	0				
413646																					5159	1312	24529		2223				2934					0		11465	0	1436				
413673																					1013	2118	4319		309				308					0		571	0	0				
413758																					347	0	2444		222				1875					0		0	0	0				
414102																					464	939	17072		840				1415					0		10659	0	2755				
414652																					1412	1304	8135		658				1387					0		3374	0	0				
414764																					2887	0	9969		1194				2877					1		3010	0	0				
414858																					1423	1748	7758		276				1319					0		2992	0	0				
416245																					157944	107967	549632		61513				42021	32562				0		147270	13309	19608				
416272																					248	897	4481		387				384					0		2565	0	0				
416339																					136	0	2963		153				1118					0		1556	0	0				
416357																					0	0	896		199				697					0		0	0	0				
416656																					1897	0	14250		681				3091					0		8581	0	0				
416674																					287	3350	9977		1449				2116					0		2775	0	0				
417626																					39	3428	6457		1621				1369					0		0	0	0				
417710																					484	351	1137		25				277					0		0	0	0				
418100																					342	1594	4191		1012				1243					0		0	0	0				
418249																					3637	11652	57154		1170				6428					0		34267	0	0				
418436																					0	0	104		23				81					0		0	0	0				
418856																					106	589	1012		55				262					0		0	0	0				
419406																					40677	56037	332635		88992				14455	21850				0		104327	0	28147				
419460																					1209	46	6272		1369				633					0		1734	0	1281				
419675																					10082	14626	38807		6048				4672					0		3379	0	0				
419947																					0	0	293		29				264					0		0	0	0				
420578																					1823	1458	18421		783				643					0		13714	0	0				
420644																					1661	4231	14042		425				1207					0		6518	0	0				
420653																				0	4627	68	8877	156	174	0	0	0	1414	0	0	0	0	0	0	2594	0	0				
420877																					421	1524	3235		637				653					0		0	0	0				
421445																					713	0	2250		284				1253					0		0	0	0				
421539																					437	1851	6965		573				686					0		3418	0	0				
422059																				0	185	0	685	151	213	0	0	0	287	0	0	0	0	0	0	0	0	0				
422116																					264	209	3600		153				339					0		1750	0	885				
422433																				0	4569	8458	45212	4177	11104	307	0	0	15332	0	0	0	0	0	0	3582	0	2167	Other Receivables			
422657																					389	0	1794		556				849					0		0	0	0				
423159																					448	794	2698		704				752					0		0	0	0				
423449																					4447	6930	38492		4881				3423					0		18811	0	0				
423636																					301	214	3452		180				388					0		2369	0	0				
423739																					5088	4139	43474		14699				5124					0		14424	0	0				
424156																					1176	233	5692		194				1669					0		2420	0	0				
424240																					655	0	3206		237				2314					0		0	0	0				
424352																					1315	0	7675		737				1179					0		4444	0	0				
424437																				0	0	0	194	17	17	0	0	0	177	0	0	0	0	0	0	0	0	0				
424633																					370	849	6127		171				972					0		3765	0	0				
425050																					0	377	896		290				229					0		0	0	0				
425108																					2196	2698	13933		3639				1655					0		3745	0	0				
425818																					625	23	10446		1113				1251					0		7434	0	0				
425845																					2235	0	6518		557				3726					0		0	0	0				
425911																					7318	12786	66160		4602				6462					0		34992	0	0				
426057																					109	0	596		223				264					0		0	0	0				
426141																					30	230	545		17				268					0		0	0	0				
426534																				0	6771	35070	105647	0	20157	0	0	0	20202	7089	0	8892	0	0	0	21388	0	2059				
426758																					603	760	4812		255				718					0		1091	0	1385				
426945																					387	1771	3095		206				731					0		0	0	0				
427241																					2436	5743	18903		877				2377					0		7470	0	0				
427353																					691	3327	16169		1346				3336					0		7469	0	0				
427858																					284	416	1668		695				273					0		0	0	0				
427960																					0	0	587		77				510					0		0	0	0				
428060																					2337	0	6021		670				3014					0		0	0	0				
428462																					1314	1440	11636		729				1903					0		4711	0	1539				
428547																					12812	3473	113850		74245	47483			14161					0		9159	0	0	Trade Date Securities Receivable			
428855																					489	2213	4310		627				981					0		0	0	0				
429021																					1216	9450	29193		1278				1937					0		13817	0	1495				
429487																					2583	1150	31965		3615				3152					0		15631	0	5834				
430036																					1030	610	12646	228	1045			240	1580		415			0		8381	0	0			unpostable items	
430054																					482	0	3393		284				549					0		2078	0	0				
430344																					2015	0	7388		91				1761					0		3521	0	0				
431172																				0	171497	177209	998386	0	117288	69564	0	0	69660	0	0	0	0	0	0	442800	5308	14624	Low income housing tax credit fund			
431323																					209	1125	5582		274				535					0		3439	0	0				
431350																					345	346	2503		148				614					0		1050	0	0				
432058																				0	368	65	2779	165	176	0	0	0	589	0	9	0	0	0	0	1581	0	0				
432432																					383	2587	9536		1571				1405					0		0	2257	1333				
433505																					5771	184	48248	23429	24457				5224			153		0		12612	0	0				
433550																					313	4384	11613		311				1764					0		0	0	4841				
433608																				0	19326	68106	229388	15909	33502	0	0	0	23629	0	0	9491	0	0	0	67847	16978	0				
433859																					484	0	4745		14				771					0		3476	0	0				
433943																					2651	7969	32377		9716				3814					0		8227	0	0				
434203																					615	5298	25340	1005	3163	1221			1633					0		14449	0	182	Deferred accrued interest receivable			
434539																					260	3382	11391		616				1371					0		5762	0	0				
435059																					1033	0	7422		1665				908					0		3816	0	0				
435077																				0	42694	70637	495324	0	260625	210844	0	0	22403	0	0	0	0	0	0	88415	0	10550	Rental Equipment			
435255																					2065	0	6402		555				3782					0		0	0	0				
435666																					116	106	2849		168				397					0		2062	0	0				
435750																				0	5504	16471	46584	3912	6020	0	0	0	3783	0	0	0	0	0	0	14806	0	0				
436159																					64252	34268	360583		142368				44732	38812				0		62955	3115	8893	Cash pledged as collateral on derivatives			
436542																					1670	119	8320		77				2480					0		3974	0	0				
436739																					750	0	6062		1608				595					0		1557	0	1552				
436953																					6674	3156	29491		4482				2298					0		12881	0	0				
437044																					97	1228	1768		30				413					0		0	0	0				
437914																					43068	234843	743740		287566				77356	122163				0		76260	18516	6131				
439132																				0	215	3688	14295	649	649	0	0	0	1664	0	0	0	0	0	0	5429	0	2650				
439338																					3959	12939	75249	2721	3362				14573					0		29316	0	11100				
439356																					704	3274	33706		6510				7794					0		15424	0	0				
439404																					8509	11866	68302		9601				12142					0		26184	0	0		0		
439730																					305	717	2318		308				988					0		0	0	0				
440857																					443	0	714		153				118					0		0	0	0				
440978																					63	282	2136		99				80					0		0	1612	0				
441050																					7	397	2086		232				1450					0		0	0	0				
441078																					427	3681	11227		280				733					0		4795	1311	0				
441135																					80	0	361		88				193					0		0	0	0				
441256																				0	9030	11538	90101	2050	9803	0	0	0	13683	0	0	0	0	245	0	44690	0	1112				
441359																					1108	6835	19641		967				2975					0		7756	0	0				
441470																					14	0	130		40				76					0		0	0	0				
441630																					74	0	1066		152				840					0		0	0	0				
442011																					1054	16	22631		12873				1309					0		7379	0	0				
442057																					352	0	1230		96				782					0		0	0	0				
442244																					736	3446	15785		77				2845					0		8681	0	0				
442655																					239	0	609		35				335					0		0	0	0				
443148																					3984	0	14155		1134				2412					0		5916	0	709				
443205																					8319	34951	199514		77251				7413					0		59163	0	12417				
443353																					975	0	12063		827				3178					0		5871	0	1212				
443625																					370	708	6243		91				627					0		4447	0	0				
443634																					611	0	5735		244				1102					0		3778	0	0				
444350																					0	1428	12027		738				2943					0		6918	0	0				
444556																					1454	0	21772		4059				5176					0		11083	0	0				
444677																					23	0	1034		108				37					0		98	0	768				
445674																					124	632	2208		419				282					0		751	0	0				
445955																					2116	0	15952		2485				2550					0		8801	0	0				
446130																					914	6768	13434		92				1382					0		3265	111	902				
446149																					488	0	4070		1304				927					0		1351	0	0				
446176																					668	1820	3371	183	394		210		489					0		0	0	0	0	LRA Receivable		
446877																					1068	2230	5781		1183				1300					0		0	0	0				
447070																					1166	4373	20011		378				1099					0		12995	0	0				
447100																					8622	11280	68199	961	9985				3696	4279				0		34616	0	0				
447557																					2495	0	5435		1000				1940					0		0	0	0				
448040																					3363	1881	24200		4879				3464					0		10613	0	0				
448554																					1435	2938	16480		881				1824					0		8023	0	1379				
449038		323	2	566		241				0					0		0	0	0																							
449430																					1136	227	7959		415				760					0		5421	0	0				
449832																				0	150	1347	11350	218	565	196	0	0	1372	0	0	0	0	0	0	7916	0	0	ROU Asset Under ASC 842 Lease Accounting			
449935																					0	377	7962		7450				135					0		0	0	0				
450632																					1659	2719	10785		1159				1227					0		4021	0	0				
450669																					607	0	4435		674				829					0		2325	0	0				
450753																				0	4219	0	23010	163	205	0	0	0	3509	0	4	32	0	0	0	12131	0	2946				
450856																					41590	4543	277767		198456	70551			33178	59940				0		0	0	0	TRUST RECEIVABLE			
450959																					5557	0	28267		1034				2361					0		17435	0	1880				
451068																					945	0	6007		2254				2808					0		0	0	0				
451246																					663	0	7478		738				731					0		5346	0	0				
451273																					3925	0	12332		7146				1261			468		0		0	0	0				
451965	0	4666000	134000	54527000	0	24495000	0	0	0	5748000	0	0	7120000	0	0	0	5466000	13361000	657000		4666000																					
452159																					818	469	4126		1170				1669					0		0	0	0				
452739																					287	0	4751		395				688					0		3381	0	0				
452841																					595	1684	5005		465				997					0		1264	0	0				
453147																					274	0	756		53				429					0		0	0	0				
453446																					1792	6295	18075		593				1504					0		6737	0	1154				
453839																					171	0	807		125				511					0		0	0	0				
454546																					1489	0	5784		1298				1725					0		1272	0	0				
454658																					387	6761	15903		578				1486					0		6691	0	0				
454676																					7490	4817	42539		3185				8316					0		0	18731	0				
454975																					1277	340	6979		106				452					0		4804	0	0				
455150																					990	0	9700		264	188			1573					0		3124	3749	0	EFT Deposit			
455253																				0	813	1962	5253	280	1062	0	0	0	1416	0	782	0	0	0	0	0	0	0				
455459																					121	0	2871		116				748					0		1886	0	0				
455552																					5092	13645	64347		19392				7232					0		9461	0	9525				
455945																					814	0	2235		161				1260					0		0	0	0				
455972																				0	3115	7610	24325	1664	5154	0	0	0	8446	28	432	0	0	0	0	0	0	0				
456045																				0	205555	181309	755196	24683	51066	0	0	0	102720	0	838	1875	0	0	0	177306	882	36358				
456054																					424	0	5596		213				1467					0		3492	0	0				
456344																					26	192	369		0				151					0		0	0	0				
456755																				20	858	0	10960	561	622				2138					0		7342	0	0	221			
457060																					887	671	2749		534				657					0		0	0	0				
457220																					356	0	2629		208				2065					0		0	0	0				
457426																					231	0	3483	346	631	247			2621					0		0	0	0	Fiserv Reserve - ATM/Debit cards			
457752																					2409	0	5411		698				1886					0		418	0	0				
458142																					347	1628	8913		566				2224					0		4148	0	0				
458544																					2256	1560	19224		1112				3799					0		10497	0	0				
458665																					743	2072	6587		144				1520					0		2108	0	0				
458946																					362	0	3561		85				578					0		2536	0	0				
459130																					1048	4273	23073		807				1388					0		15557	0	0				
459372																					162	2553	29454		12025				1446					0		10604	0	2664				
459644																					138	0	3814		151				491					0		2117	0	917				
459671																					7448	14640	62123	2178	3728	1261			8517					0		27790	0	0	Fixed Asset Held For Sale			
460033																					7455	35242	144102		30160	1238			13562					0		57683	0	0	Loan Late Charges Receivable			
460275																					384	252	870		59				175					0		0	0	0				
460332																					0	0	1381		230				1151					0		0	0	0				
460350																					400	0	2678	123	297				452		173			0		1529	0	0				
460556																					71	0	498		137				290					0		0	0	0				
460770																					1029	264	2130		113				724					0		0	0	0				
461058																					351	0	5397		764				784					0		2553	0	945				
463203																					4241	2572	12666		1058				1442					0		3353	0	0				
463605																					224	1601	11100		1119				1153					0		7003	0	0				
463650																					8067	2651	30959		7139				11208					0		1894	0	0				
463735																					166922	182375	1730113		502133	218389	156430		141704					0		565338	138581	33060	Funded Pension Assets	Derivative Collateral & Time Deposit due from Banks		
464255																					169	46	3416		123				1277					0		1801	0	0				
464853																					120	0	1036		35				267					0		614	0	0				
465038																					3155	1915	6479		292				1117					0		0	0	0				
465243																					1133	0	2678		458				929					0		158	0	0				
465524																					129	51	1138		268				690					0		0	0	0				
465618																					919	7008	38675		979				3697					0		20360	0	5712				
465672																					419	1397	8307		633				461					0		5396	0	0				
466044																				0	364	2105	4650	0	81	0	0	0	2100	0	0	0	0	0	0	0	0	0				
466240																					2416	0	46098		18908				3684					0		16483	1146	3461				
466754																					2437	2961	17385		2535				3120					0		3149	0	3183				
466932																					572	616	6058		235				556					0		3034	0	1045				
467144																					299	704	1950		50				176					0		721	0	0				
467470																					911	1204	2874		169				590					0		0	0	0				
467658																					1009	2686	47187		16062				4077					0		11570	0	11783				
467733																					132	750	16559		592				957					0		11883	0	2245				
468673																					1693	521	9771		1037				893					0		5627	0	0				
468806																					16290	8510	58002		8503				6449					0		10176	0	8074				
469250																					99	18	204		9				78					0		0	0	0				
469559																					1127	0	5043		795				3121					0		0	0	0				
469737																					296	0	2805		405				1278					0		826	0	0				
470032																					342	502	6686		478				780					0		2095	0	2489				
470050																				0	53072	120973	280112	8229	22234	0	0	0	50374	0	0	0	0	0	0	33459	0	0				
470434																					0	0	143		51				92					0		0	0	0				
470452																				83	1457	1943	57910	1556	41574	1022	3307		11079		612	113		0		1857	0	0	Unposted Debits	Clearing Fund Deposit		
471057																					138	676	1868		6				383					0		665	0	0				
472018																					238	2401	3388		421				328					0		0	0	0				
472045																					66	0	617		19				532					0		0	0	0				
472148																					44	0	1419		62				171					0		1142	0	0				
472250																				0	0	0	142	0	22	0	0	0	120	0	0	0	0	0	0	0	0	0				
472531																					0	35	904		511				358					0		0	0	0				
472616																					1281	1712	21321		15152	7584	5698		1838					0		1338	0	0	Pension Plan Funded Status	Deferred Compensation Assets		
472951																					119	45	835		93				578					0		0	0	0				
472979																					427	3352	17107		31				1644					0		11653	0	0				
473042																					2014	10153	22900		2205				6103					0		1227	0	1198				
473257																					565	2182	3506		239				520					0		0	0	0				
473266																					17521	0	51233		6949				8444					0		18319	0	0				
473501																				0	44245	107017	510343	0	69721	30395	0	0	49464	0	0	0	0	0	0	200221	11641	28034	Federal Tax Expense Credit Accrual			
473930																					1027	2893	6424		762				1742					0		0	0	0				
474058																					1704	0	11071		563				1194					0		5172	0	2438				
474245																					0	0	591		235				356					0		0	0	0				
474254																					17963	0	204060		41827				21542	10631				0		75642	0	47086				
474357																					618	317	5176		894				518					0		2829	0	0				
474450																					889	207	3594		176				2322					0		0	0	0				
474544																					106	0	1677		46				527					0		569	429	0				
474656																					83	25	1835		162				335					0		1230	0	0				
474759																					47265	35281	283823		94177				28724	34068				0		78376	0	0				
474919																					129174	136703	970034	68248	173236				90267					0		435646	0	5008				
475345																					930	2904	13655		689				1064					0		4828	0	3240				
475354																					2355	0	18270		1881				2324					0		9386	0	2324				
475653																					3018	2486	10781		1112				2313					0		485	0	1367				
475756																					362	37	1549		328				822					0		0	0	0				
476445																					580	596	2506		738				592					0		0	0	0				
476472																					239	795	3680		1604				157					0		885	0	0				
476539																					1444	7295	12720		2555				1426					0		0	0	0				
476810		5515000	14884000	82097000		50199000	18573000			6190000					0		39000	5270000	0		5243000																		Brokerage Receivable			
477303																					2369	6629	25018		2765				1590					0		11665	0	0				
477321																					2255	7847	24083		806				3020					0		8938	0	1217				
477349																					3340	0	10743	201	258				2659					0		4486	0	0				
477376																					398	0	672		140				134					0		0	0	0				
477639																					1878	1040	3829		184				727					0		0	0	0				
477648																					105	18	5045		390				3394					0		1138	0	0				
477844																					972	1379	7230		252				2088					0		2539	0	0				
478140																					316	1862	3376		565				633					0		0	0	0				
478195																					2067	367	9812		1450				5928					0		0	0	0				
478533																				0	80	1517	3649	0	93	0	0	0	825	0	0	0	0	0	0	1134	0	0				
479071																					273	0	6785		395				1257					0		3868	0	992				
479268																					15000	34214	133217	5018	5278				11837					0		48125	18763	0				
479370																					822	808	9984		919				1438					0		4446	0	1551				
479446																					1654	2572	13478		222				1390					0		7640	0	0				
479567																					155	0	2074		98				276					0		1545	0	0				
479754																					304	0	4613		462				1418					0		1898	0	531				
479839																					10695	1011	28828		3194				5188					0		6218	0	2522				
480059																					179	0	723	249	249				295					0		0	0	0				
480228	0	7300000	941000	83776000	0	44556000	0	0	0	6936000	0	0	0	0	0	0	3105000	20938000	0		7265000																					
480246																					0	737	1128		58				333					0		0	0	0				
480330																					194	21	364	48	48				101					0		0	0	0	Misc Deposit			
480433																					1142	2728	5826		623				1333					0		0	0	0				
480723																					3445	0	13519	372	3783	2555	574		1679					0		3405	0	1207	FHLB LRA	Prepaid Investor Funds		
480853																					205	1443	5695		1169				673					0		0	2205	0				
481159																					57	0	5374		540				1484					0		3293	0	0				
481177																					6876	8264	67890	2948	9477	4320			5732					0		32936	404	4201	LOW INCOME HOUSING TAX CREDIT INVESTMENT			
481430																					564	4181	21408		2950				816					0		12897	0	0				
481579																					1329	0	5405	292	1276				1235			917		0		536	0	1029				
481627																					4852	2923	19685		658				1715					0		9537	0	0				
481748																					0	305	961		478				178					0		0	0	0				
481944																					394	678	9168		250				937					0		6909	0	0				
482053																					1682	0	15532		8825				5025					0		0	0	0				
482156																					7317	1039	37480		1512				6688					0		20924	0	0				
482370																					94	394	789	19	29	7	3		229					0		0	43	0	Debit Card Settlements	ACH in Process		
482446																					147	2272	7988		225				1240					0		4104	0	0				
483274																					4261	728	7734		994				1751					0		0	0	0				
483537																					74	1012	1617		213				318					0		0	0	0				
483751																					790	3217	16702		1355				3136					0		8204	0	0				
484057																					0	0	4602		53				462					0		4087	0	0				
484776																					4435	0	6927		378				818					0		1296	0	0				
485054																					450	0	1449		139				497					0		363	0	0				
485139																					954	0	3952	150	248				507					0		2016	0	227				
485214																					405	891	2349		406				647					0		0	0	0				
