"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
154770																			0	7250	8080	42995	854	1726	0	0	0	5925	0	0	575	0	0	17968	2046	0	Due From Participating Lenders			
155759																			0	0	0	1415	0	203	0	0	0	1212	0	0	0	0	0	0	0	0				
156457																			0	191	0	759	39	39	0	0	0	529	0	0	0	0	0	0	0	0				
156970																				99	268	3988	208	289				658					0	2674	0	0				
157155																			0	577	639	4325	215	274	0	0	0	464	0	0	0	0	0	2371	0	0				
157379																			0	181	66	828	0	127	0	0	0	454	0	0	0	0	0	0	0	0				
157650																				417	0	2023	257	431	174			365					0	810	0	0	LETTERS OF CREDIT			
157744																			0	2589	0	12594	842	850	0	0	0	2934	0	0	0	0	0	4578	0	1643				
157856																			0	133	0	443	77	81	4	0	0	229	0	0	0	0	0	0	0	0	gold/silver			
158376																			0	627	137	1623	476	533	0	0	0	326	0	0	0	0	0	0	0	0				
158741																			0	428	0	8919	107	3078	417	0	0	800	0	0	0	0	0	4613	0	0	Deferred Comp			
159636																				5480	44118	154780		30340		23745		15197					0	50876	0	8769		Linqs + Annuities		
159645																			0	1858	679	5660	351	2196	0	0	0	927	1845	0	0	0	0	0	0	0				
159953																			0	351	0	1674	0	32	0	0	0	1291	0	0	0	0	0	0	0	0				
159971																			0	1274	3534	52631	1132	8682	0	0	0	2548	0	0	0	0	0	31655	0	4938				
160360																			0	2348	5759	23735	0	4291	2039	0	0	2471	0	0	0	0	0	8866	0	0	Investment payments in process			
160454																			0	935	0	8385	262	371	71	0	0	1313	0	0	0	0	0	4201	0	1565	Art & Collectibles			
160959																				3873	644	34971	1031	2836				17970			1744		0	0	0	9648				
161273																			0	4061	6451	50216	942	3266	1109	0	0	5214	0	0	0	0	0	24128	0	7096	Accrued State Income Tax			
161602																			0	32951	19683	107837	8658	37434	25047	0	0	17769	0	588	0	0	0	0	0	0	Net ROU Asset			
162337																			0	1067	2250	29287	0	3199	0	0	0	5219	0	0	0	0	0	17552	0	0				
163343																			0	170	131	2153	114	162	0	0	0	471	0	0	0	0	0	1219	0	0				
163549																				2418	14866	67339	1849	6788				6793	1818			2325	0	24156	4007	8311				
163857																			0	4374	0	31331	452	5594	0	0	0	4623	0	0	0	0	0	11904	0	4836				
164153																			0	242	0	2447	119	331	150	0	0	933	0	0	0	0	0	941	0	0	FISERV EFT PREFUNDING			
164331																			0	293	1159	11008	738	954	157	0	0	1343	0	0	0	0	0	7259	0	0	DEFERRED SALARIES			
164377																			0	518	214	9563	360	494	0	0	0	708	0	0	0	0	0	4913	0	2716				
164957																			0	276	224	1593	0	122	0	0	0	528	0	0	0	0	0	443	0	0				
164975																			0	475	436	3947	108	182	0	0	0	324	0	0	0	0	0	0	0	2530				
165628																				109391	41668	1237297		817187	213540			72622	262880				0	107910	75594	12925	Equipment Under Operating Leases			
165758																			0	461	1466	4853	158	214	0	0	0	529	0	35	0	0	0	2183	0	0				
166111																			0	1908	0	29812	19879	26625	0	0	0	1279	0	0	6708	0	0	0	0	0				
166531																			0	413	3641	16336	450	825	0	0	0	3155	0	0	0	0	0	8302	0	0				
166652																				996	5689	11249	217	271				3884			54		0	409	0	0				
166849																			0	270	0	3593	89	94	0	0	0	1638	0	0	0	0	0	1591	0	0				
167453																			1	1323	0	4010	147	148	0	0	0	570	0	0	0	0	0	1305	0	664				
167752																			0	456	177	930	40	97	7	50	0	200	0	0	0	0	0	0	0	0	unposted	Dividends Payable		
168357																			0	324	1896	5686	42	53	0	0	0	879	0	2	0	0	0	2534	0	0				
168571																			0	2144	1796	6155	374	407	0	0	0	1808	0	0	0	0	0	0	0	0				
169354																			0	1415	0	14073	199	199	0	0	0	4016	0	0	0	0	0	8443	0	0				
169653																				36992	89827	206334		53100				26415	17157				0	0	0	0				
169756																			0	1559	0	11803	749	1797	0	0	0	3141	0	565	419	0	0	5306	0	0				
170257																			0	113	0	2920	113	135	0	0	0	445	0	0	0	0	0	2227	0	0				
170275																			0	885	1923	12290	520	1204	666	0	0	1283	0	0	0	0	0	6917	0	78	SPLIT DOLLAR LIFE			
170332																				1799	0	10297	653	957	256			1040					0	3993	0	2508	LOAN LATE FEE RECEIVABLE			
171133		675	0	8690	578	2022				376			1444		0	0	0	5617		675																				
171656																				1981	581	6849	159	165				693					0	3429	0	0				
171759																			0	2923	0	8258	176	228	0	0	0	1176	0	0	0	0	0	3931	0	0				
171768																			0	5827	4514	17556	1547	2212	0	0	0	5003	0	0	0	0	0	0	0	0				
172251																			0	140	0	442	84	84	0	0	0	218	0	0	0	0	0	0	0	0				
172457																			0	2038	0	13663	3076	3188	0	0	0	996	0	0	0	0	0	7441	0	0				
172475																			0	3333	379	16432	491	701	0	0	0	2386	0	0	0	0	0	8868	0	765				
172859																			0	525	798	8127	106	146	40	0	0	2978	0	0	0	0	0	3680	0	0	CDARS			
173306																				504	4619	18288	1129	2682				1811					0	6865	0	1807				
173342																			0	943	0	5194	0	1712	280	1378	0	928	0	0	0	0	0	1611	0	0	ANNUITY	DDA NONPOST DEBITS		
173557																			0	1209	1546	4430	436	649	0	0	0	1026	0	206	0	0	0	0	0	0				
173575																				4871	12986	58315	1318	3698	965			7061					0	29699	0	0	TRANSIT CHECK SUSPENSE			
173641																			0	409	2651	5204	238	238	0	0	0	1906	0	0	0	0	0	0	0	0				
173959																			0	346	0	5987	148	160	0	0	0	567	0	0	0	0	0	3499	1415	0				
174321																			0	204	561	1625	227	262	0	0	0	598	0	0	0	0	0	0	0	0				
174367																				316	566	1307		122				303					0	0	0	0				
174572																				78096	20912	651327	214180	254575				38443					0	249507	0	9794				
175056																			25	733	0	13210	527	552	0	0	0	7990	0	0	0	0	0	3935	0	0				
175140																				2361	0	19507	504	518				3151					0	12860	0	617				
175458																			0	208	68	672	155	157	0	0	0	239	0	0	0	0	0	0	0	0				
175609																			0	211	737	4726	470	1219	0	0	0	827	0	0	0	0	0	0	0	1732				
176101																				14525	22565	98707		14237	11480			5933					0	33913	0	7534	Prepaid Pension Expense			
176325																				1347	2032	8036	399	421				1377					0	2859	0	0				
176437																			0	254	0	2967	59	62	3	0	0	685	0	0	0	0	0	1966	0	0	Unposted DDA	0		
176464																			0	1609	0	34405	1513	1945	0	373	0	4953	0	0	0	0	0	25898	0	0		Accounts Receivable		
176642																			0	2494	0	3707	0	619	495	0	0	594	0	0	0	0	0	0	0	0	Lenders Risk Account			
177135																			0	33	0	192	0	129	0	0	0	30	0	0	0	0	0	0	0	0				
177443																			0	572	0	5872	236	236	0	0	0	1350	0	0	0	0	0	2356	0	1358				
177500																			0	106	99	630	159	177	0	0	0	248	0	0	0	0	0	0	0	0				
177555																			0	329	164	1789	7	24	0	17	0	681	0	0	0	0	0	591	0	0		FISERV		
177751																			0	4579	3610	16236	0	3612	2009	0	0	4435	0	0	0	0	0	0	0	0	Deferred Taxes Equity Adjustment			
177920																				9403	8826	65016		5287	910	1463		7086					0	34349	65	0	Money Gram	Prepaid Exp		
178150																			0	88	4657	10084	198	862	0	0	0	1000	0	0	0	0	0	3477	0	0	Tyme Suspense			
178244																			0	2588	176	3921	1	1	0	0	0	1156	0	0	0	0	0	0	0	0				
178356																			0	747	0	2794	0	1642	1148	0	0	405	0	0	0	0	0	0	0	0	River To River Real Estaste Co.			
178851																			0	798	7345	13436	482	1663	1133	0	0	3630	0	0	0	0	0	0	0	0	Unposted Deposit Debits			
179148																			0	365	0	7460	354	354	0	0	0	3022	0	0	0	0	0	3719	0	0				
179335																			16	386	3968	11367	117	140	0	0	0	937	0	7	0	0	0	5936	0	0				
179700																				2722	7259	33759	699	1145	228			2501		110			0	19627	0	505	ACCRUED TAX RECEIVABLE			
180144																			0	389	0	4776	0	30	0	0	0	984	0	0	0	0	0	3373	0	0				
180537																			0	284	2089	7500	0	231	0	0	0	690	0	0	0	0	0	3742	464	0				
180845																			0	1542	0	3520	262	262	0	0	0	1716	0	0	0	0	0	0	0	0				
181963																			0	172	0	2705	684	1336	461	0	0	1197	0	0	0	0	0	0	0	0	DB & CR CARD CLEARING			
182951																			0	2977	0	23585	969	4434	3265	0	0	4033	0	0	25	0	0	11713	0	428	Gold			
183668																			0	4970	714	25870	0	8567	5739	0	0	3035	0	0	0	0	0	8584	0	0	ANNUITY VALUE			
183770																			0	2843	3778	23761	563	1754	0	0	0	2324	0	0	0	0	0	10230	0	2832				
183958																			0	786	0	6380	0	335	0	0	0	4136	0	0	0	0	0	1123	0	0				
184656																				80	0	4928		105				571					0	4172	0	0				
184759																			0	210	0	1041	0	0	0	0	0	831	0	0	0	0	0	0	0	0				
185251																			0	55	184	1340	199	353	67	35	48	147	0	0	0	0	0	601	0	0	LEASE PURCHASE ASSET	POTEAU LIBRARY FUND LLC	OVERDRAFTS	
185448																				320	102	1546		36				1088					0	0	0	0				
185859																			0	5441	0	19913	873	927	0	0	0	2587	0	0	0	0	0	10958	0	0				
186221																				5092	8294	59192	2611	5822				4896					0	34533	555	0				
186548																			0	248	193	1898	204	328	124	0	0	1129	0	0	0	0	0	0	0	0	Income Tax Receivable			
186717																			0	686	4590	30157	1007	1216	0	0	0	3398	0	0	0	0	0	20267	0	0				
186744																			0	2816	1498	57947	1087	3736	0	0	0	13052	0	0	2041	0	0	33622	384	2839				
187648																			30	341	687	1355	18	254	200	0	0	73	0	0	0	0	0	0	0	0	prepaid inventory			
187947																				7556	2170	61056		11250				19018	8044				0	17834	0	3228				
188056																			0	547	0	2733	159	174	0	0	0	2012	0	0	0	0	0	0	0	0				
188177																				103	160	818		49				506					0	0	0	0				
188430																				1968	2386	19749	467	2928				1460	742		964		0	11007	0	0				
188449																				314	365	4833	638	638				3516					0	0	0	0				
188720																			23	428	2028	17457	2236	3385	178	250	0	1615	0	3	0	0	0	6538	0	3463	Other Securities	Investment in FHLB	Federal Reserve stock	
188739																			0	393	0	1215	152	268	0	0	0	554	0	0	0	0	0	0	0	0				
188917																			0	212	943	7635	108	1544	1436	0	0	690	0	0	0	0	0	4246	0	0	Prepaid pension liability			
189129																			0	1536	2649	34774	976	2319	603	0	0	2859	0	0	0	0	0	25411	0	0	Debit Card Activity Prefunded			
189950																			0	528	104	4219	16	16	0	0	0	1932	0	0	0	0	0	1639	0	0				
190563																			125	740	0	8117	461	700	0	0	0	1370	0	0	0	0	0	5307	0	0				
190648																			0	166	223	3803	178	435	0	0	0	2490	0	0	0	0	0	489	0	0	Trust Fees Receivable			
190947																			0	82	150	1639	199	199	0	0	0	1004	0	0	0	0	0	204	0	0				
190956																			0	266	2609	12408	71	884	813	0	0	2413	0	0	0	0	0	6236	0	0	WSB Crop Insurance			
191355																				441	0	4797		294				4062		291			0	0	0	0				
191935																			0	929	0	12035	1360	3192	0	0	0	7914	0	0	0	0	0	0	0	0				
192147																				1004	4584	21141	382	417				2331					0	12805	0	0				
192558																				763	353	8216		3048	2238			4052					0	0	0	0	Other Receivables			
192651																			0	61	0	626	61	61	0	0	0	504	0	0	0	0	0	0	0	0				
192857																			0	274	0	3764	254	375	0	0	0	1742	0	0	0	0	0	1373	0	0				
193162																			56	256	0	2604	152	1114	0	0	0	1234	0	0	906	0	0	0	0	0				
193537																			0	98	64	5494	0	222	0	0	0	2445	0	0	0	0	0	2665	0	0				
193649																				278	1561	5198	142	408	264			2951					0	0	0	0	Trust Income Receivable			
193809																				15279	4474	62416	4681	6996				9033					0	14045	1494	11095				
194440																			0	1198	35	2722	0	74	0	0	0	1415	0	0	0	0	0	0	0	0				
194570																			0	1645	674	5731	0	450	0	0	0	593	0	0	0	0	0	2369	0	0		Pre-paid Insurance (not FDIC)		
194936																			0	238	37	1217	0	48	0	0	0	894	0	0	0	0	0	0	0	0				
195111																			0	6514	9936	61710	0	12898	2356	0	0	4616	0	0	0	0	0	27746	0	0	Derivate Asset Dealrer			
195157																			0	173	9	628	117	140	0	0	0	306	0	0	0	0	0	0	0	0				
195456																			0	391	0	1666	289	605	0	0	0	670	0	55	0	261	0	0	0	0				
196752																				2392	21	3237	291	366	31			458		7			0	0	0	0	Antique Car			
196800																				9450	3996	45128		11116				3820					0	16746	0	0				
197142																			0	2779	7581	20621	40	166	125	0	0	1738	0	0	0	0	0	8357	0	0	Fiserv Card Services Reserve			
197254																				196	0	705	16	16				493					0	0	0	0				
197302																			0	1312	3368	37122	8027	8306	0	0	0	2531	0	0	0	0	0	17768	0	3837				
197478		112291	517575	1851321		624179	169667			316318	298128				0	193714	41883	45361		112291																	Receivable under FIN45			
197759																			0	1449	0	12327	0	289	0	0	0	2590	0	0	0	0	0	7999	0	0				
198073																			0	263	0	1045	39	101	0	0	0	681	0	0	0	0	0	0	0	0				
198149																			0	2530	4356	20913	212	373	0	0	0	1763	0	0	0	0	0	11891	0	0				
198251																			0	4415	1556	6915	110	148	0	0	0	796	0	0	0	0	0	0	0	0	0			
198961																			0	948	0	6048	0	1700	1478	0	0	929	0	183	0	0	0	2471	0	0	Deferred Compensation Plan			
199137																			0	0	128	1251	140	218	0	0	0	905	0	0	0	0	0	0	0	0				
199351																			0	1338	0	8968	991	991	0	0	0	3124	0	0	0	0	0	3515	0	0				
199436																			0	203	0	7585	237	417	0	0	0	2116	0	154	0	0	0	3637	0	1212				
199463																			0	3128	0	15967	731	792	0	0	0	4331	0	0	0	0	0	7716	0	0				
200435																				1818	0	12077	1384	3141				7118			1754		0	0	0	0				
201254																			0	462	1151	5322	35	36	0	0	0	1271	0	0	0	0	0	2402	0	0				
201834																				7841	0	82707		13766	9241			8925	1273				0	52175	0	0	Miscellaneous Assets			
202514																			0	441	0	2691	259	752	0	0	0	1498	0	0	0	0	0	0	0	0				
202541																			0	873	415	3684	0	100	0	0	0	2296	0	0	0	0	0	0	0	0				
202907																				69552	112618	506955	134370	163000				54466					0	101458	126	5735				
203043																				2874	0	21010		14723	13271			3413					0	0	0	0	Visa Class B Shares			
203052																				64	0	690		13				613					0	0	0	0				
203575																			0	400	558	3168	0	116	0	0	0	232	0	0	0	0	0	1862	0	0				
204004																				79654	75481	505956	28311	48805				58966					0	146668	2231	94151				
204237																			0	155	0	1043	282	282	0	0	0	606	0	0	0	0	0	0	0	0				
204826																			0	1420	0	8723	288	288	0	0	0	1430	0	0	0	0	0	5585	0	0				
205243																			0	2628	4893	27281	1198	1704	0	0	0	3214	0	0	0	0	0	12886	1956	0				
205346																			0	1322	0	4037	190	477	220	0	0	2238	0	0	0	0	0	0	0	0	Due from SWBC (Holding Company)			
205458																			0	269	0	801	126	143	0	17	0	389	0	0	0	0	0	0	0	0		Other Asset-FISERV Card Deposit		
205542																			0	449	3012	9364	189	226	0	0	0	2524	0	0	0	0	0	3153	0	0				
206156																			0	1872	0	8129	469	1814	285	423	0	2098	0	0	0	0	0	2345	0	0	Art	Partnerships	CDARS INCOMING RATE BRIDGE	
206174																			0	1035	4226	19667	1606	1709	0	0	0	1657	0	0	103	0	0	9379	0	1661	Stationery, Supplies, & Premium Inventory			
206473																			0	1326	79	1992	0	179	0	0	0	408	0	0	0	0	0	0	0	0				
206772																			0	698	809	3280	119	1330	0	0	0	443	0	0	0	0	0	0	0	0				
206950																			0	510	0	2641	0	49	0	0	0	687	0	0	0	0	0	1395	0	0				
207041																			0	11	392	1484	0	106	0	0	0	337	0	0	0	0	0	638	0	0				
207050																			0	9623	0	37206	0	10975	0	0	0	6115	5305	0	0	0	0	10493	0	0	0			
207452																			0	701	477	7319	291	306	0	0	0	2214	0	0	0	0	0	3621	0	0				
207470																			0	244	0	13931	0	343	0	0	0	572	0	0	0	0	0	12081	0	691				
207555																			0	368	0	2424	244	246	0	0	0	1060	0	0	0	0	0	750	0	0				
207845																			0	9291	9982	67105	1821	8748	0	0	0	5963	0	0	676	0	0	33121	0	0				
207872																			0	1320	1854	16131	456	919	0	0	0	3149	0	0	0	0	0	2677	3038	3174				
208057																				482	0	12489	118	704				4127	574				0	7176	0	0				
208244		365588	395281	2375327		695735	232208	197139		225052					0	330537	330235	32899		365588																	Miscellaneous Investments	Tax Credit Investments		
208347																				455	0	2063	76	120	34	9		977					0	511	0	0	Computer Supplies	Bank Vehicle		
208440																			0	421	14	3941	99	120	0	0	0	1525	0	0	0	0	0	1861	0	0				
208459																			0	88	249	361	0	1	0	0	0	23	0	0	0	0	0	0	0	0				
208570																			0	1989	2542	21904	0	1449	529	0	0	1447	0	60	0	0	0	14477	0	0	Payroll in process-PEO			
208655																			0	1958	1476	8333	902	1081	0	0	0	3818	0	0	0	0	0	0	0	0				
208972																			0	908	924	3919	0	96	0	0	0	295	0	0	0	0	0	1696	0	0				
209148																				1726	2231	16719	834	5190	4000			3901					0	3671	0	0	Treasury Security Maturity - Receivable			
209362																			0	379	0	1257	98	500	0	0	0	378	0	0	402	0	0	0	0	0				
209559																			0	172	3	3397	0	33	0	0	0	838	0	0	0	0	0	2351	0	0				
209858																			14	4799	6570	31200	1276	5053	0	0	0	5943	0	0	3541	0	0	8835	0	0				
210238																			0	467	4561	20005	354	463	0	0	0	2034	0	0	0	0	0	12480	0	0				
210256																			0	3127	0	4785	0	333	0	0	317	1325	0	0	0	0	0	0	0	0			Premium USDA/SBA Govt Loan	
210434	0	1361854	0	9603089	0	5467670	0	0	0	527832	0	2019300	0	0	0	2245733	0	0		1361077																				
211114																			0	303	0	1313	160	308	0	0	0	702	0	0	118	0	0	0	0	0				
211271																				24062	42	49725		10713				11978		5296			0	2930	0	0				
211338																			0	1781	430	3763	298	302	0	0	0	1250	0	0	0	0	0	0	0	0	Fiserv EFT Deposit			
211851																			0	357	0	1152	24	24	0	0	0	771	0	0	0	0	0	0	0	0				
212018																				3299	5403	34300	1968	10101	136	3446		2311	4268	138			0	7511	0	5675	Principal Receivable on MBS/SBA	Annuities		
212344																			0	168	111	1885	156	164	0	0	0	1442	0	0	0	0	0	0	0	0				
212522																				9833	10910	71954	2935	5491	1902			10035		327			0	35685	0	0	Prepaid Pension			
212577																				40243	12015	242919	5200	85502	30121	47610		16902			1163		0	59015	0	29242	Owned Equipment with Operating Leases	AR surrendered BOLI policies		
213471																			0	162	832	4817	0	914	0	0	0	2909	0	0	0	0	0	0	0	0				
213538																			0	202	0	4351	160	230	0	0	0	916	0	0	0	0	0	3003	0	0				
213912																				1306	823	7233	202	727	406			769		104			0	3608	0	0	Deferred Director Fees Trust			
213958																				70	0	2949	286	524				551	238				0	1804	0	0				
214106																				7654	11828	93382	1340	3398	1156			14499					0	56003	0	0	Interest Rate SWAP - Liability			
214414																				14757	7838	85527	2504	17297	1708	2770	2103	11728		638	452		0	25892	0	8015	atm clearing	Goldman Sachs	fed/state income tax payable	
214722																				3538	12303	64922	8576	24271				6493					0	14664	249	3404				
214807																			0	97000	456000	2490000	0	1825000	0	0	0	112000	0	0	1353000	0	0	0	0	0				
214843																			0	668	4163	17269	1476	1739	0	0	0	4391	0	99	0	0	0	2688	0	3620	ACCRUED ST/FED TAXES			
215345																			0	2687	767	25476	406	486	0	0	0	6710	0	0	0	0	22	12205	0	2599				
215653																			0	226	0	637	0	89	0	0	0	322	0	0	0	0	0	0	0	0				
215662																				861	18350	58831	714	2245				5600					0	31775	0	0				
215710																			0	1707	11349	34300	3476	3965	0	0	0	2438	0	0	0	0	0	8785	0	6056				
216164																			3	505	0	7653	165	214	0	0	0	1784	0	0	0	0	0	4515	0	635				
216230																			0	431	0	1126	116	121	0	0	0	574	0	0	0	0	0	0	0	0				
216922																				82080	110184	428695	5504	15183				37351					0	132261	737	50899				
217059																				298	3637	8377		374	257			2175					0	1893	0	0	FISERV SETTLEMENT			
218131																			0	401	5546	8501	347	713	304	0	0	1841	0	0	0	0	0	0	0	0	Equity Investments			
218261																			0	130	0	658	0	95	0	0	0	433	0	0	0	0	0	0	0	0				
218850																			0	218	0	925	15	15	0	0	0	291	0	0	0	0	0	401	0	0				
218878																				698	2991	7744	418	1155				731			735		0	2169	0	0				
219044																			0	949	113	4635	219	646	129	290	0	888	0	8	0	0	0	2039	0	0	Deferred Comp Assets	Right of Use Asset Operating		
219651																			0	9801	0	26399	2305	3796	0	0	0	6970	0	203	0	0	0	5832	0	0				
219679																			0	61	97	1446	0	30	0	0	0	147	0	0	0	0	0	1111	0	0				
220059																			20	1576	5607	20414	701	6277	2647	2250	0	1852	0	9	0	0	0	5102	0	0	Investment in SBIC	Cash due from investments called 12/31/23		
220527																				1237	15290	61736	2457	21922	877	4731		5153					0	18134	0	0	ATM/Debit Card Suspense	RIght of Use Lease Asset		
220844																			0	2341	1645	9224	202	280	0	0	0	1255	0	0	66	0	0	3703	0	0				
220974																			0	1346	586	29271	189	328	0	0	0	4249	0	0	0	0	0	19325	0	3437				
221775																			0	336	567	2211	258	493	0	0	0	815	0	0	0	0	0	0	0	0				
222156																			0	424	4040	10348	145	163	0	0	0	1015	0	0	0	0	0	4706	0	0	Mortgage Loans in Process			
222558																			0	191	0	6344	262	262	0	0	0	1133	0	0	0	0	0	4758	0	0				
222754																			0	1057	1478	6193	700	2216	0	0	0	1442	0	0	1444	0	0	0	0	0	Interest Rate Swap			
223322																				7474	9441	97456	2837	13028				17165					0	26180	0	24168				
223452																			0	253	666	3581	70	73	0	0	0	1447	0	0	0	0	0	1142	0	0	PREPD CD EXP	DUE FROM CSI	1	
223751																			0	262	0	834	0	150	0	0	0	422	0	0	0	0	0	0	0	0	interest on securities			
223845																			0	337	64	5474	0	546	473	0	0	881	0	0	0	0	0	3646	0	0	Insurance receivables			
224954																			0	0	218	575	30	81	0	0	0	276	0	0	51	0	0	0	0	0				
225054																			0	1188	462	3932	200	587	381	0	0	734	0	0	0	0	0	961	0	0	Reserve for LIHTC	Other receivables IENC		
225157																			0	467	0	5010	273	371	0	0	0	4172	0	10	88	0	0	0	0	0				
225559																			0	2607	6781	24854	650	1304	474	0	0	2275	0	0	0	0	0	11887	0	0	Cash Collateral on Debit Card Settlements			
225942																			0	121	117	521	79	147	0	0	0	136	0	0	0	0	0	0	0	0				
226949																				20	0	1238	49	49				198					0	971	0	0				
227151																			0	4185	796	23441	645	1317	0	0	0	2882	0	0	0	0	360	13552	0	349				
227357																			0	1316	0	14717	700	788	0	0	0	2278	0	61	6	0	0	10301	34	0				
227656																			0	239	0	681	0	233	0	0	0	209	0	0	0	0	0	0	0	0				
227777																			0	3068	359	16732	0	2646	918	0	0	1484	0	0	0	0	0	9175	0	0	LIHTC Invst			
228000																			8	2012	0	29435	719	25109	593	1230	21648	2271	0	0	0	0	0	43	0	0	RABBI TRUST ASSET	DIRECTORS/EMPL DEFERRED PLAN 2	FAS 158 PENSION	
228158																			0	2382	0	15376	0	1726	800	454	0	4046	0	0	0	0	0	4071	0	3151	DDA unposted	Directors Deferred Income		
228279																			0	1290	3085	20193	511	526	0	0	0	2780	0	0	0	0	0	12512	0	0				
228345																			0	716	987	8771	0	1021	0	0	0	806	0	0	0	0	0	5241	0	0				
229070																			0	1357	260	9351	298	332	0	0	0	872	0	0	34	0	0	6530	0	0	None	None		
229173																			0	843	572	2762	0	104	0	0	0	347	0	0	0	0	0	896	0	0				
229342																				354	2090	3850		88				1318					0	0	0	0				
229454																			20	298	0	1749	135	157	2	0	0	721	0	0	0	0	0	573	0	0	savings bond redeemed			
229801	1444	321410	191673	2432570	166155	950190	3230	39196		245498	479808		260097		0	288456	343943	91400		321410																	Due from Customers Acceptances Outstanding	Deferred IT Implementation Costs		
229913	0	52891	5195	195581	0	125169	0	36861	0	12326	0	0	0	0	0	0	0	0		52891																	Prepaid tax	Current Inc Tax asset		
230423																			0	1178	3311	18711	0	277	162	0	0	1994	0	0	0	0	0	11951	0	0	CURRENT FIT			
230610																			0	415	3093	12841	0	349	349	0	0	914	0	0	0	0	0	8070	0	0	Ohio Equity Fund			
230759																				2085	35112	100380		28542	25538			15175					0	5991	0	13475	Inv. in LIHTC Partnerships			
231279																			0	277	199	5350	140	161	0	0	0	195	0	0	0	0	0	4518	0	0				
232847																			0	322	0	3515	148	341	0	0	0	901	0	0	10	0	0	1951	0	0	Unposted Deposits			
232856																			0	10551	0	27506	991	3365	0	0	0	9009	0	0	0	0	0	4581	0	0				
233031	0	497000	728000	8206000	0	2899000	1332000	0	0	614000	0	0	0	0	0	1777000	1505000	186000																			Investment in Low Income Housing Tax Cr			
233246																			0	379	0	2088	206	206	0	0	0	1503	0	0	0	0	0	0	0	0				
233358																			0	1051	0	9855	419	539	120	0	0	1634	0	0	0	0	0	6327	304	0	RIGHT TO USE ASSET			
233442																			0	1132	704	3689	0	165	0	0	0	1688	0	0	0	0	0	0	0	0				
233527																			0	18621	22515	138805	3847	34249	20761	0	0	14967	0	0	0	0	0	47757	0	696	Other Investments			
233554																			2331	1565	4546	25567	5546	11500	0	0	0	7956	0	0	0	0	0	0	0	0				
234355																				2179	6285	58292		9459				8212			5511		0	26102	0	6055				
234506																				2858	3002	9593	413	2247	1547			1486					0	0	0	0	RIGHT OF USE ASSET			
234739																			0	1547	2873	32561	1761	3238	0	0	0	4808	0	0	0	0	0	17122	0	2973				
234841																			0	665	1652	5052	0	0	0	0	0	2735	0	0	0	0	0	0	0	0				
235174																			0	1358	0	1988	97	209	0	0	0	421	0	0	112	0	0	0	0	0				
235231																			0	207	2728	10958	213	280	0	0	0	1076	0	0	0	0	0	2441	0	4226				
235446																			0	1312	0	5293	116	295	0	136	43	3686	0	0	0	0	0	0	0	0	Other Assets	EFT Settlement	Insurance Captive	
235530																			0	1463	0	9583	3286	3476	0	0	0	4644	0	21	0	0	0	0	0	0				
235558																			0	230	0	997	0	76	0	0	0	691	0	0	0	0	0	0	0	0				
235950																			0	927	117	2056	0	191	0	0	0	821	0	0	0	0	0	0	0	0				
236153																				11967	0	84064		22333				29728		17067			0	10580	0	9456				
236256																			0	174	669	1807	0	119	71	0	0	845	0	0	0	0	0	0	0	0	MBS Principal Receivable			
236603																			0	1054	2608	14543	0	809	0	0	0	1671	0	0	0	0	0	8401	0	0				
236706																				34665	332	156687	3530	43433				30676	31213				0	14162	14953	18466				
236957																				450	784	12025	1186	1280				882					0	8629	0	0				
237066																				5835	0	44747	1785	2059				10233				274	0	26620	0	0	274			
237619																				1246	3794	47023	16318	18107				7678					0	0	16198	0				
237954																			0	922	0	3664	188	196	0	0	0	2006	0	0	0	0	0	540	0	0				
238139																			0	480	0	1638	0	233	90	0	0	925	0	0	0	0	0	0	0	0	Implementation of ASC 842. Lease on full service branch, 5 yr renewable in 2025			
238250																			0	226	0	1126	0	0	0	0	0	900	0	0	0	0	0	0	0	0	EMPLOYEE RETENTION TAX CREDIT			
238737																			0	1424	7929	24924	844	1473	0	0	0	2427	0	0	0	0	0	11671	0	0				
239556																			0	1291	0	20927	0	2960	1485	0	0	2213	0	0	0	0	0	14463	0	0	Investment in Lasco			
239613																			0	8814	14260	75509	4179	8119	0	0	0	7065	0	0	2413	0	0	37251	0	0				
239659																			0	1210	0	5837	959	1147	0	0	0	3480	0	0	0	0	0	0	0	0				
240954																			0	902	0	2324	87	226	0	0	0	1180	0	0	0	0	0	16	0	0				
241009																			29	284	2337	7180	0	89	46	14	0	775	0	0	0	0	0	2758	0	937	ONGOING RESERVES	VISA DEFERRED		
241157																			26	3016	0	27897	1529	2812	1192			3885		65			0	17818	0	366	OTHER ASSETS			
241559																			0	2228	0	5015	469	483	0	0	0	2304	0	0	0	0	0	0	0	0				
241607																			0	6083	11995	59756	1175	2619	0	0	0	4204	0	0	0	0	0	21987	0	12868				
